C16001_001E,C16001_002E,C16001_004E,C16001_005E,C16001_007E,C16001_008E,C16001_010E,C16001_011E,C16001_013E,C16001_014E,C16001_016E,C16001_017E,C16001_019E,C16001_020E,C16001_022E,C16001_023E,C16001_025E,C16001_026E,C16001_028E,C16001_029E,C16001_031E,C16001_032E,C16001_034E,C16001_035E,C16001_037E,C16001_038E,name,county,county subdivision,state
282.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"St. Petersburg borough, Clarion County, Pennsylvania",031,67384,42
621.0,608.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Strattanville borough, Clarion County, Pennsylvania",031,74728,42
1069.0,1063.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Porter township, Clarion County, Pennsylvania",031,62144,42
10039.0,9693.0,46.0,0.0,0.0,5.0,74.0,10.0,23.0,10.0,53.0,0.0,0.0,5.0,9.0,11.0,0.0,0.0,40.0,0.0,48.0,0.0,0.0,0.0,12.0,0.0,"Douglass township, Montgomery County, Pennsylvania",091,19672,42
13437.0,11967.0,254.0,49.0,96.0,0.0,17.0,0.0,26.0,0.0,325.0,156.0,89.0,168.0,0.0,55.0,17.0,31.0,16.0,0.0,38.0,45.0,37.0,13.0,38.0,0.0,"East Norriton township, Montgomery County, Pennsylvania",091,21600,42
4687.0,4321.0,105.0,61.0,0.0,0.0,11.0,0.0,35.0,10.0,46.0,26.0,0.0,0.0,17.0,0.0,0.0,31.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lower Frederick township, Montgomery County, Pennsylvania",091,44912,42
14669.0,13060.0,279.0,72.0,18.0,0.0,52.0,16.0,0.0,12.0,193.0,115.0,164.0,51.0,130.0,23.0,40.0,123.0,38.0,11.0,164.0,40.0,34.0,0.0,24.0,10.0,"Lower Salford township, Montgomery County, Pennsylvania",091,45096,42
2457.0,2198.0,47.0,6.0,15.0,0.0,6.0,6.0,47.0,9.0,28.0,5.0,5.0,14.0,41.0,4.0,0.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"Rockledge borough, Montgomery County, Pennsylvania",091,65568,42
18427.0,16579.0,676.0,167.0,43.0,9.0,85.0,0.0,23.0,0.0,278.0,63.0,20.0,24.0,59.0,62.0,18.0,21.0,8.0,0.0,112.0,72.0,8.0,0.0,100.0,0.0,"Springfield township, Montgomery County, Pennsylvania",091,73088,42
17305.0,14974.0,242.0,131.0,9.0,13.0,52.0,0.0,94.0,0.0,555.0,266.0,249.0,321.0,44.0,106.0,22.0,25.0,0.0,0.0,122.0,39.0,0.0,16.0,25.0,0.0,"Towamencin township, Montgomery County, Pennsylvania",091,77152,42
