B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B07003_007E,B07003_008E,B07003_009E,B07003_010E,B07003_011E,B07003_012E,B07003_013E,B07003_014E,B07003_015E,B07003_016E,B07003_017E,B07003_018E,name,county,county subdivision,state
7854.0,4142.0,3712.0,6896.0,3588.0,3308.0,332.0,135.0,197.0,418.0,283.0,135.0,171.0,108.0,63.0,37.0,28.0,9.0,"St. Anthony CCD, Fremont County, Idaho",043,93128,16
6060.0,3275.0,2785.0,5440.0,2957.0,2483.0,267.0,120.0,147.0,216.0,93.0,123.0,109.0,77.0,32.0,28.0,28.0,0.0,"Sugar City CCD, Madison County, Idaho",065,93381,16
842.0,400.0,442.0,697.0,345.0,352.0,115.0,46.0,69.0,24.0,5.0,19.0,6.0,4.0,2.0,0.0,0.0,0.0,"Mullan CCD, Shoshone County, Idaho",079,92346,16
459.0,237.0,222.0,449.0,237.0,212.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Murray CCD, Shoshone County, Idaho",079,92392,16
6703.0,3257.0,3446.0,5489.0,2675.0,2814.0,740.0,311.0,429.0,317.0,206.0,111.0,157.0,65.0,92.0,0.0,0.0,0.0,"Kellogg CCD, Shoshone County, Idaho",079,91794,16
436.0,266.0,170.0,346.0,208.0,138.0,24.0,5.0,19.0,17.0,16.0,1.0,15.0,5.0,10.0,34.0,32.0,2.0,"Avery-Clarkia CCD, Shoshone County, Idaho",079,90230,16
2388.0,1479.0,909.0,1564.0,847.0,717.0,226.0,81.0,145.0,441.0,430.0,11.0,146.0,117.0,29.0,11.0,4.0,7.0,"Cottonwood CCD, Idaho County, Idaho",049,90644,16
5896.0,2871.0,3025.0,4802.0,2414.0,2388.0,701.0,244.0,457.0,349.0,213.0,136.0,44.0,0.0,44.0,0.0,0.0,0.0,"Grangeville CCD, Idaho County, Idaho",049,91334,16
2057.0,1030.0,1027.0,1846.0,936.0,910.0,31.0,0.0,31.0,114.0,52.0,62.0,57.0,39.0,18.0,9.0,3.0,6.0,"Elk City CCD, Idaho County, Idaho",049,90897,16
1180.0,640.0,540.0,1061.0,553.0,508.0,63.0,51.0,12.0,46.0,26.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,"Riggins CCD, Idaho County, Idaho",049,93013,16
4556.0,2377.0,2179.0,3912.0,2028.0,1884.0,181.0,106.0,75.0,262.0,143.0,119.0,195.0,100.0,95.0,6.0,0.0,6.0,"Nez Perce CCD, Idaho County, Idaho",049,92553,16
