B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
6055.0,3304.0,3301.0,3129.0,172.0,3.0,2751.0,"St. Anthony CCD, Fremont County, Idaho",043,93128,16
4292.0,2719.0,2712.0,2526.0,186.0,7.0,1573.0,"Sugar City CCD, Madison County, Idaho",065,93381,16
634.0,373.0,373.0,330.0,43.0,0.0,261.0,"Mullan CCD, Shoshone County, Idaho",079,92346,16
418.0,110.0,110.0,100.0,10.0,0.0,308.0,"Murray CCD, Shoshone County, Idaho",079,92392,16
5569.0,2955.0,2955.0,2652.0,303.0,0.0,2614.0,"Kellogg CCD, Shoshone County, Idaho",079,91794,16
407.0,207.0,207.0,206.0,1.0,0.0,200.0,"Avery-Clarkia CCD, Shoshone County, Idaho",079,90230,16
2072.0,899.0,899.0,882.0,17.0,0.0,1173.0,"Cottonwood CCD, Idaho County, Idaho",049,90644,16
4771.0,2723.0,2723.0,2627.0,96.0,0.0,2048.0,"Grangeville CCD, Idaho County, Idaho",049,91334,16
1810.0,783.0,783.0,741.0,42.0,0.0,1027.0,"Elk City CCD, Idaho County, Idaho",049,90897,16
1091.0,534.0,534.0,474.0,60.0,0.0,557.0,"Riggins CCD, Idaho County, Idaho",049,93013,16
3704.0,1741.0,1741.0,1597.0,144.0,0.0,1963.0,"Nez Perce CCD, Idaho County, Idaho",049,92553,16
3952.0,3022.0,3022.0,2877.0,145.0,0.0,930.0,"Victor CCD, Teton County, Idaho",081,93611,16
1717.0,1252.0,1252.0,1162.0,90.0,0.0,465.0,"Tetonia CCD, Teton County, Idaho",081,93473,16
2410.0,1706.0,1706.0,1568.0,138.0,0.0,704.0,"Driggs CCD, Teton County, Idaho",081,90782,16
576.0,332.0,332.0,289.0,43.0,0.0,244.0,"Fort Hall CCD, Power County, Idaho",077,91127,16
517.0,288.0,288.0,271.0,17.0,0.0,229.0,"Rockland CCD, Power County, Idaho",077,93082,16
4301.0,2625.0,2625.0,2345.0,280.0,0.0,1676.0,"American Falls CCD, Power County, Idaho",077,90092,16
136.0,88.0,88.0,88.0,0.0,0.0,48.0,"Arbon CCD, Power County, Idaho",077,90115,16
6414.0,3339.0,3307.0,2960.0,347.0,32.0,3075.0,"Weiser CCD, Washington County, Idaho",087,93703,16
821.0,368.0,368.0,352.0,16.0,0.0,453.0,"Cambridge CCD, Washington County, Idaho",087,90506,16
714.0,396.0,396.0,381.0,15.0,0.0,318.0,"Midvale CCD, Washington County, Idaho",087,92139,16
2231.0,1475.0,1475.0,1398.0,77.0,0.0,756.0,"Albion CCD, Cassia County, Idaho",031,90046,16
10219.0,6301.0,6278.0,6032.0,246.0,23.0,3918.0,"Burley CCD, Cassia County, Idaho",031,90460,16
276.0,108.0,108.0,89.0,19.0,0.0,168.0,"Holbrook CCD, Oneida County, Idaho",071,91472,16
2917.0,1681.0,1681.0,1604.0,77.0,0.0,1236.0,"Malad City CCD, Oneida County, Idaho",071,92047,16
2269.0,1369.0,1369.0,1303.0,66.0,0.0,900.0,"Declo CCD, Cassia County, Idaho",031,90759,16
1871.0,1210.0,1210.0,1156.0,54.0,0.0,661.0,"Oakley CCD, Cassia County, Idaho",031,92645,16
9774.0,5093.0,5093.0,4771.0,322.0,0.0,4681.0,"Emmett Valley CCD, Gem County, Idaho",045,90966,16
2518.0,1338.0,1338.0,1277.0,61.0,0.0,1180.0,"Emmett Bench CCD, Gem County, Idaho",045,90943,16
1207.0,431.0,431.0,404.0,27.0,0.0,776.0,"Sweet CCD, Gem County, Idaho",045,93427,16
991.0,665.0,665.0,627.0,38.0,0.0,326.0,"Richfield CCD, Lincoln County, Idaho",063,92967,16
2815.0,1791.0,1791.0,1752.0,39.0,0.0,1024.0,"Shoshone CCD, Lincoln County, Idaho",063,93243,16
6353.0,3431.0,3431.0,3305.0,126.0,0.0,2922.0,"McCall CCD, Valley County, Idaho",085,92001,16
2026.0,1003.0,1003.0,939.0,64.0,0.0,1023.0,"Cascade CCD, Valley County, Idaho",085,90552,16
41.0,0.0,0.0,0.0,0.0,0.0,41.0,"Stibnite CCD, Valley County, Idaho",085,93358,16
710.0,441.0,441.0,415.0,26.0,0.0,269.0,"Mink Creek CCD, Franklin County, Idaho",041,92185,16
1805.0,1222.0,1222.0,1183.0,39.0,0.0,583.0,"Dayton CCD, Franklin County, Idaho",041,90713,16
2127.0,1014.0,1014.0,895.0,119.0,0.0,1113.0,"Council CCD, Adams County, Idaho",003,90667,16
1232.0,671.0,671.0,644.0,27.0,0.0,561.0,"New Meadows CCD, Adams County, Idaho",003,92484,16
6688.0,4158.0,4158.0,4081.0,77.0,0.0,2530.0,"Preston CCD, Franklin County, Idaho",041,92921,16
282.0,163.0,163.0,155.0,8.0,0.0,119.0,"Leland CCD, Nez Perce County, Idaho",069,91909,16
3713.0,2006.0,2006.0,1840.0,166.0,0.0,1707.0,"Nez Perce CCD, Nez Perce County, Idaho",069,92599,16
28380.0,17648.0,17648.0,16982.0,666.0,0.0,10732.0,"Lewiston CCD, Nez Perce County, Idaho",069,91955,16
1892.0,1276.0,1276.0,1209.0,67.0,0.0,616.0,"Eden-Hazelton CCD, Jerome County, Idaho",053,90874,16
14097.0,9084.0,9084.0,8666.0,418.0,0.0,5013.0,"Jerome CCD, Jerome County, Idaho",053,91748,16
537.0,331.0,331.0,320.0,11.0,0.0,206.0,"Hunt CCD, Jerome County, Idaho",053,91587,16
62524.0,37853.0,37778.0,35284.0,2494.0,75.0,24671.0,"Coeur d'Alene CCD, Kootenai County, Idaho",055,90621,16
38509.0,24330.0,24295.0,23109.0,1186.0,35.0,14179.0,"Post Falls-Rathdrum CCD, Kootenai County, Idaho",055,92875,16
2317.0,1206.0,1206.0,1127.0,79.0,0.0,1111.0,"Worley CCD, Kootenai County, Idaho",055,93887,16
2485.0,1298.0,1298.0,1243.0,55.0,0.0,1187.0,"Harrison CCD, Kootenai County, Idaho",055,91426,16
12948.0,7524.0,7524.0,6917.0,607.0,0.0,5424.0,"Spirit Lake-Athol CCD, Kootenai County, Idaho",055,93312,16
606.0,326.0,326.0,313.0,13.0,0.0,280.0,"Craigmont CCD, Lewis County, Idaho",061,90690,16
465.0,251.0,251.0,238.0,13.0,0.0,214.0,"Winchester CCD, Lewis County, Idaho",061,93864,16
1371.0,713.0,713.0,659.0,54.0,0.0,658.0,"Kamiah CCD, Lewis County, Idaho",061,91771,16
2380.0,1572.0,1572.0,1496.0,76.0,0.0,808.0,"Paul CCD, Minidoka County, Idaho",067,92760,16
7599.0,4729.0,4709.0,4552.0,157.0,20.0,2870.0,"Rupert CCD, Minidoka County, Idaho",067,93105,16
990.0,545.0,545.0,533.0,12.0,0.0,445.0,"Minidoka CCD, Minidoka County, Idaho",067,92162,16
4173.0,2748.0,2748.0,2617.0,131.0,0.0,1425.0,"Heyburn CCD, Minidoka County, Idaho",067,91449,16
1709.0,1002.0,1002.0,970.0,32.0,0.0,707.0,"Hollister CCD, Twin Falls County, Idaho",083,91495,16
7628.0,4328.0,4328.0,4119.0,209.0,0.0,3300.0,"Buhl CCD, Twin Falls County, Idaho",083,90437,16
724.0,495.0,495.0,487.0,8.0,0.0,229.0,"Murtaugh CCD, Twin Falls County, Idaho",083,92415,16
185.0,100.0,100.0,100.0,0.0,0.0,85.0,"West Salmon Falls CCD, Twin Falls County, Idaho",083,93818,16
6112.0,4077.0,4035.0,3791.0,244.0,42.0,2035.0,"Kimberly CCD, Twin Falls County, Idaho",083,91840,16
4488.0,2811.0,2811.0,2688.0,123.0,0.0,1677.0,"Filer CCD, Twin Falls County, Idaho",083,90989,16
40941.0,27853.0,27836.0,26714.0,1122.0,17.0,13088.0,"Twin Falls CCD, Twin Falls County, Idaho",083,93565,16
1291.0,679.0,679.0,631.0,48.0,0.0,612.0,"Murphy CCD, Owyhee County, Idaho",073,92369,16
965.0,507.0,507.0,470.0,37.0,0.0,458.0,"Carey CCD, Blaine County, Idaho",013,90529,16
865.0,475.0,475.0,452.0,23.0,0.0,390.0,"Grand View CCD, Owyhee County, Idaho",073,91311,16
2426.0,1428.0,1428.0,1336.0,92.0,0.0,998.0,"Marsing CCD, Owyhee County, Idaho",073,92070,16
3424.0,2012.0,2000.0,1871.0,129.0,12.0,1412.0,"Homedale CCD, Owyhee County, Idaho",073,91518,16
544.0,300.0,300.0,300.0,0.0,0.0,244.0,"Bruneau CCD, Owyhee County, Idaho",073,90414,16
5659.0,4018.0,4018.0,3932.0,86.0,0.0,1641.0,"Ketchum CCD, Blaine County, Idaho",013,91817,16
10604.0,7884.0,7884.0,7552.0,332.0,0.0,2720.0,"Hailey-Bellevue CCD, Blaine County, Idaho",013,91380,16
2796.0,1528.0,1528.0,1452.0,76.0,0.0,1268.0,"Idaho City CCD, Boise County, Idaho",015,91633,16
1385.0,687.0,683.0,623.0,60.0,4.0,698.0,"Horseshoe Bend CCD, Boise County, Idaho",015,91541,16
1738.0,715.0,715.0,674.0,41.0,0.0,1023.0,"Garden Valley CCD, Boise County, Idaho",015,91173,16
5656.0,2704.0,2704.0,2633.0,71.0,0.0,2952.0,"Bonners Ferry CCD, Boundary County, Idaho",021,90391,16
2320.0,955.0,955.0,941.0,14.0,0.0,1365.0,"Moyie Springs CCD, Boundary County, Idaho",021,92323,16
238.0,131.0,131.0,129.0,2.0,0.0,107.0,"Howe CCD, Butte County, Idaho",023,91564,16
1902.0,914.0,914.0,846.0,68.0,0.0,988.0,"Arco CCD, Butte County, Idaho",023,90138,16
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fort Hall CCD, Caribou County, Idaho",029,91104,16
2670.0,1731.0,1731.0,1677.0,54.0,0.0,939.0,"Soda Springs CCD, Caribou County, Idaho",029,93266,16
587.0,329.0,329.0,329.0,0.0,0.0,258.0,"Bancroft CCD, Caribou County, Idaho",029,90253,16
1642.0,909.0,909.0,882.0,27.0,0.0,733.0,"Grace CCD, Caribou County, Idaho",029,91288,16
153.0,79.0,79.0,79.0,0.0,0.0,74.0,"Wayan CCD, Caribou County, Idaho",029,93657,16
894.0,571.0,571.0,544.0,27.0,0.0,323.0,"Bliss CCD, Gooding County, Idaho",047,90322,16
3686.0,2215.0,2215.0,2132.0,83.0,0.0,1471.0,"Wendell CCD, Gooding County, Idaho",047,93726,16
4857.0,3425.0,3425.0,3217.0,208.0,0.0,1432.0,"Gooding CCD, Gooding County, Idaho",047,91265,16
2002.0,1076.0,1076.0,993.0,83.0,0.0,926.0,"Hagerman CCD, Gooding County, Idaho",047,91357,16
16194.0,11646.0,11591.0,11260.0,331.0,55.0,4548.0,"Kuna CCD, Ada County, Idaho",001,91863,16
5352.0,3456.0,3456.0,3376.0,80.0,0.0,1896.0,"Boise Hills CCD, Ada County, Idaho",001,90368,16
31522.0,18906.0,18906.0,18361.0,545.0,0.0,12616.0,"Eagle CCD, Ada County, Idaho",001,90805,16
270367.0,183076.0,182347.0,174165.0,8182.0,729.0,87291.0,"Boise City CCD, Ada County, Idaho",001,90345,16
16561.0,8391.0,8327.0,7822.0,505.0,64.0,8170.0,"Orchard CCD, Ada County, Idaho",001,92668,16
3953.0,2238.0,2238.0,2128.0,110.0,0.0,1715.0,"South Bannock CCD, Bannock County, Idaho",005,93289,16
1787.0,1002.0,1002.0,785.0,217.0,0.0,785.0,"Fort Hall CCD, Bannock County, Idaho",005,91058,16
2997.0,1615.0,1608.0,1575.0,33.0,7.0,1382.0,"Inkom CCD, Bannock County, Idaho",005,91702,16
5654.0,3819.0,3819.0,3617.0,202.0,0.0,1835.0,"Shelley CCD, Bingham County, Idaho",011,93220,16
1294.0,680.0,680.0,656.0,24.0,0.0,614.0,"Paris CCD, Bear Lake County, Idaho",007,92691,16
2603.0,1591.0,1591.0,1530.0,61.0,0.0,1012.0,"Montpelier CCD, Bear Lake County, Idaho",007,92208,16
7563.0,4848.0,4823.0,4588.0,235.0,25.0,2715.0,"Moreland CCD, Bingham County, Idaho",011,92254,16
55372.0,34703.0,34644.0,32501.0,2143.0,59.0,20669.0,"Pocatello CCD, Bannock County, Idaho",005,92852,16
627.0,349.0,349.0,337.0,12.0,0.0,278.0,"Georgetown CCD, Bear Lake County, Idaho",007,91219,16
2533.0,1432.0,1432.0,1383.0,49.0,0.0,1101.0,"Aberdeen CCD, Bingham County, Idaho",011,90023,16
10431.0,6769.0,6758.0,6512.0,246.0,11.0,3662.0,"Blackfoot CCD, Bingham County, Idaho",011,90276,16
1563.0,976.0,976.0,904.0,72.0,0.0,587.0,"Atomic City CCD, Bingham County, Idaho",011,90207,16
460.0,249.0,249.0,249.0,0.0,0.0,211.0,"Alridge CCD, Bingham County, Idaho",011,90069,16
2021.0,1180.0,1168.0,929.0,239.0,12.0,841.0,"Fort Hall CCD, Bingham County, Idaho",011,91081,16
