B07004D_001E,B07004D_002E,B07004D_003E,B07004D_004E,B07004D_005E,B07004D_006E,name,county,county subdivision,state
3757.0,3099.0,251.0,127.0,170.0,110.0,"District 1, Vansville; Prince George's County; Maryland",033,90064,24
199.0,191.0,5.0,3.0,0.0,0.0,"District 3, Marlboro; Prince George's County; Maryland",033,90248,24
5009.0,4397.0,143.0,230.0,49.0,190.0,"District 10, Laurel; Prince George's County; Maryland",033,90892,24
1295.0,1171.0,51.0,0.0,27.0,46.0,"District 13, Kent; Prince George's County; Maryland",033,91164,24
1020.0,793.0,204.0,0.0,23.0,0.0,"District 6, Spauldings; Prince George's County; Maryland",033,90524,24
3054.0,2883.0,89.0,29.0,11.0,42.0,"District 7, Queen Anne; Prince George's County; Maryland",033,90616,24
451.0,381.0,26.0,30.0,5.0,9.0,"District 16, Hyattsville; Prince George's County; Maryland",033,91440,24
1199.0,1134.0,45.0,19.0,0.0,1.0,"District 20, Lanham; Prince George's County; Maryland",033,91808,24
8556.0,5622.0,1106.0,715.0,326.0,787.0,"District 21, Berwyn; Prince George's County; Maryland",033,91900,24
2573.0,2385.0,57.0,9.0,107.0,15.0,"District 12, Oxon Hill; Prince George's County; Maryland",033,91072,24
9.0,9.0,0.0,0.0,0.0,0.0,"District 4, Nottingham; Prince George's County; Maryland",033,90340,24
2365.0,2189.0,129.0,0.0,47.0,0.0,"District 5, Piscataway; Prince George's County; Maryland",033,90432,24
2688.0,2432.0,64.0,12.0,97.0,83.0,"District 14, Bowie; Prince George's County; Maryland",033,91256,24
435.0,427.0,0.0,8.0,0.0,0.0,"District 15, Mellwood; Prince George's County; Maryland",033,91348,24
149.0,83.0,25.0,0.0,41.0,0.0,"District 18, Seat Pleasant; Prince George's County; Maryland",033,91624,24
2471.0,2081.0,118.0,79.0,55.0,138.0,"District 17, Chillum; Prince George's County; Maryland",033,91532,24
804.0,716.0,25.0,5.0,6.0,52.0,"District 19, Riverdale; Prince George's County; Maryland",033,91716,24
6.0,6.0,0.0,0.0,0.0,0.0,"District 8, Aquasco; Prince George's County; Maryland",033,90708,24
4829.0,4411.0,129.0,195.0,21.0,73.0,"District 1, Anne Arundel County, Maryland",003,90008,24
4327.0,3545.0,239.0,196.0,266.0,81.0,"District 4, Anne Arundel County, Maryland",003,90284,24
3888.0,3200.0,282.0,133.0,174.0,99.0,"District 2, Anne Arundel County, Maryland",003,90100,24
1948.0,1575.0,92.0,82.0,171.0,28.0,"District 6, Anne Arundel County, Maryland",003,90468,24
1835.0,1707.0,86.0,42.0,0.0,0.0,"District 3, Anne Arundel County, Maryland",003,90192,24
2328.0,1986.0,229.0,9.0,104.0,0.0,"District 5, Anne Arundel County, Maryland",003,90376,24
1551.0,1408.0,58.0,26.0,59.0,0.0,"District 7, Anne Arundel County, Maryland",003,90560,24
2482.0,2248.0,154.0,72.0,0.0,8.0,"District 3, Baltimore County, Maryland",005,90196,24
3794.0,3108.0,371.0,92.0,153.0,70.0,"District 4, Baltimore County, Maryland",005,90288,24
5067.0,3835.0,401.0,319.0,314.0,198.0,"District 9, Baltimore County, Maryland",005,90748,24
6959.0,6157.0,371.0,121.0,250.0,60.0,"District 11, Baltimore County, Maryland",005,90932,24
316.0,306.0,10.0,0.0,0.0,0.0,"District 7, Baltimore County, Maryland",005,90564,24
90.0,90.0,0.0,0.0,0.0,0.0,"District 5, Baltimore County, Maryland",005,90380,24
86.0,86.0,0.0,0.0,0.0,0.0,"District 6, Baltimore County, Maryland",005,90472,24
3114.0,1964.0,432.0,111.0,80.0,527.0,"District 13, Baltimore County, Maryland",005,91112,24
2992.0,2491.0,314.0,84.0,48.0,55.0,"District 14, Baltimore County, Maryland",005,91204,24
7608.0,6227.0,416.0,122.0,281.0,562.0,"District 8, Baltimore County, Maryland",005,90656,24
286.0,267.0,0.0,0.0,0.0,19.0,"District 10, Baltimore County, Maryland",005,90840,24
7767.0,6631.0,523.0,131.0,255.0,227.0,"District 1, Baltimore County, Maryland",005,90012,24
2050.0,1392.0,360.0,232.0,45.0,21.0,"District 12, Baltimore County, Maryland",005,91020,24
3902.0,3209.0,359.0,33.0,187.0,114.0,"District 2, Baltimore County, Maryland",005,90104,24
2016.0,1666.0,164.0,96.0,31.0,59.0,"District 15, Baltimore County, Maryland",005,91296,24
253.0,233.0,0.0,0.0,0.0,20.0,"District 3, Middletown; Frederick County; Maryland",021,90224,24
62.0,51.0,11.0,0.0,0.0,0.0,"District 14, Jefferson; Frederick County; Maryland",021,91232,24
827.0,744.0,0.0,56.0,0.0,27.0,"District 9, New Market; Frederick County; Maryland",021,90776,24
3.0,3.0,0.0,0.0,0.0,0.0,"District 10, Hauvers; Frederick County; Maryland",021,90868,24
62.0,49.0,4.0,0.0,0.0,9.0,"District 16, Jackson; Frederick County; Maryland",021,91416,24
256.0,194.0,0.0,26.0,36.0,0.0,"District 5, Emmitsburg; Frederick County; Maryland",021,90408,24
99.0,91.0,8.0,0.0,0.0,0.0,"District 13, Mount Pleasant; Frederick County; Maryland",021,91140,24
39.0,33.0,6.0,0.0,0.0,0.0,"District 15, Thurmont; Frederick County; Maryland",021,91324,24
274.0,239.0,0.0,35.0,0.0,0.0,"District 23, Ballenger; Frederick County; Maryland",021,92060,24
129.0,107.0,0.0,22.0,0.0,0.0,"District 18, Woodville; Frederick County; Maryland",021,91600,24
83.0,74.0,0.0,0.0,9.0,0.0,"District 8, Liberty; Frederick County; Maryland",021,90684,24
132.0,113.0,0.0,0.0,19.0,0.0,"District 20, Lewistown; Frederick County; Maryland",021,91784,24
446.0,413.0,12.0,21.0,0.0,0.0,"District 21, Tuscarora; Frederick County; Maryland",021,91876,24
410.0,384.0,0.0,14.0,12.0,0.0,"District 24, Braddock; Frederick County; Maryland",021,92152,24
0.0,0.0,0.0,0.0,0.0,0.0,"District 6, Catoctin; Frederick County; Maryland",021,90500,24
64.0,64.0,0.0,0.0,0.0,0.0,"District 19, Linganore; Frederick County; Maryland",021,91692,24
0.0,0.0,0.0,0.0,0.0,0.0,"District 22, Burkittsville; Frederick County; Maryland",021,91968,24
397.0,387.0,0.0,10.0,0.0,0.0,"District 26, Walkersville; Frederick County; Maryland",021,92336,24
34.0,22.0,12.0,0.0,0.0,0.0,"District 12, Petersville; Frederick County; Maryland",021,91048,24
