B19013H_001E,name,county,county subdivision,state
47197.0,"Kanab CCD, Kane County, Utah",025,91591,49
52366.0,"Enterprise CCD, Washington County, Utah",053,90817,49
58049.0,"St. George CCD, Washington County, Utah",053,92924,49
47011.0,"Orderville CCD, Kane County, Utah",025,92494,49
122618.0,"Park City CCD, Summit County, Utah",043,92580,49
68205.0,"Kamas CCD, Summit County, Utah",043,91548,49
78698.0,"Coalville CCD, Summit County, Utah",043,90430,49
-666666666.0,"Uintah and Ouray CCD, Grand County, Utah",019,93526,49
50683.0,"Moab CCD, Grand County, Utah",019,91935,49
51012.0,"Circleville CCD, Piute County, Utah",031,90387,49
36538.0,"Marysvale CCD, Piute County, Utah",031,91849,49
60000.0,"Randolph-Woodruff CCD, Rich County, Utah",033,92752,49
55278.0,"Garden City-Laketown CCD, Rich County, Utah",033,91032,49
-666666666.0,"Uintah and Ouray CCD, Wasatch County, Utah",051,93612,49
-666666666.0,"Soldier Summit CCD, Wasatch County, Utah",051,93139,49
46603.0,"Beaver CCD, Beaver County, Utah",001,90086,49
52443.0,"Milford-Minersville CCD, Beaver County, Utah",001,91892,49
58915.0,"Brigham City CCD, Box Elder County, Utah",003,90258,49
61441.0,"Tremonton CCD, Box Elder County, Utah",003,93440,49
46964.0,"West Box Elder CCD, Box Elder County, Utah",003,93827,49
62329.0,"Howell-Snowville CCD, Box Elder County, Utah",003,91419,49
45348.0,"Parowan CCD, Iron County, Utah",021,92623,49
55231.0,"Beryl-Newcastle CCD, Iron County, Utah",021,90129,49
48542.0,"Cedar City CCD, Iron County, Utah",021,90344,49
53600.0,"Mount Pleasant-Moroni CCD, Sanpete County, Utah",039,92150,49
60404.0,"Gunnison CCD, Sanpete County, Utah",039,91204,49
47423.0,"Ephraim-Manti CCD, Sanpete County, Utah",039,90860,49
50033.0,"Richfield CCD, Sevier County, Utah",041,92838,49
54776.0,"Monroe CCD, Sevier County, Utah",041,91978,49
51304.0,"Salina CCD, Sevier County, Utah",041,92967,49
68664.0,"Goshen CCD, Utah County, Utah",049,91118,49
86153.0,"American Fork-Pleasant Grove CCD, Utah County, Utah",049,90043,49
53632.0,"Provo-Orem CCD, Utah County, Utah",049,92709,49
80740.0,"Lehi CCD, Utah County, Utah",049,91634,49
69613.0,"Spanish Fork-Payson CCD, Utah County, Utah",049,93268,49
74830.0,"Springville-Mapleton CCD, Utah County, Utah",049,93311,49
63420.0,"Ogden CCD, Weber County, Utah",057,92322,49
85625.0,"Ogden Valley CCD, Weber County, Utah",057,92365,49
67471.0,"Delta CCD, Millard County, Utah",027,90516,49
-666666666.0,"Garrison-Sevier Lake CCD, Millard County, Utah",027,91075,49
53795.0,"Fillmore CCD, Millard County, Utah",027,90989,49
70518.0,"Tooele-Grantsville CCD, Tooele County, Utah",045,93397,49
57917.0,"Dugway-Wendover CCD, Tooele County, Utah",045,90602,49
52423.0,"Hurricane CCD, Washington County, Utah",053,91462,49
-666666666.0,"North Duchesne CCD, Duchesne County, Utah",013,92279,49
-666666666.0,"South Duchesne CCD, Duchesne County, Utah",013,93225,49
50542.0,"Duchesne CCD, Duchesne County, Utah",013,90559,49
67429.0,"Roosevelt CCD, Duchesne County, Utah",013,92881,49
-666666666.0,"Oljato CCD, San Juan County, Utah",037,92408,49
66071.0,"Blanding CCD, San Juan County, Utah",037,90215,49
57622.0,"Monticello CCD, San Juan County, Utah",037,92021,49
123424.0,"Cottonwood CCD, Salt Lake County, Utah",035,90473,49
71590.0,"Salt Lake City CCD, Salt Lake County, Utah",035,93010,49
115375.0,"Emigration CCD, Salt Lake County, Utah",035,90774,49
65489.0,"Magna CCD, Salt Lake County, Utah",035,91806,49
94509.0,"Bingham CCD, Salt Lake County, Utah",035,90172,49
