B19001B_001E,B19001B_002E,B19001B_003E,B19001B_004E,B19001B_005E,B19001B_006E,B19001B_007E,B19001B_008E,B19001B_009E,B19001B_010E,B19001B_011E,B19001B_012E,B19001B_013E,B19001B_014E,B19001B_015E,B19001B_016E,B19001B_017E,name,county,county subdivision,state
3978.0,138.0,19.0,155.0,170.0,71.0,133.0,220.0,141.0,244.0,479.0,444.0,727.0,388.0,210.0,277.0,162.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
1332.0,216.0,330.0,249.0,37.0,17.0,33.0,122.0,0.0,79.0,15.0,159.0,75.0,0.0,0.0,0.0,0.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
790.0,68.0,20.0,121.0,30.0,54.0,67.0,134.0,59.0,62.0,22.0,34.0,76.0,32.0,0.0,0.0,11.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
1148.0,106.0,124.0,143.0,168.0,94.0,171.0,13.0,32.0,30.0,117.0,36.0,97.0,17.0,0.0,0.0,0.0,"Sebring CCD, Highlands County, Florida",055,93120,12
370.0,35.0,109.0,97.0,54.0,0.0,25.0,0.0,17.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
1647.0,169.0,142.0,114.0,270.0,169.0,80.0,85.0,98.0,3.0,38.0,198.0,137.0,45.0,43.0,0.0,56.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
62.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,"Branford CCD, Suwannee County, Florida",121,90299,12
803.0,63.0,79.0,44.0,98.0,96.0,26.0,0.0,0.0,62.0,111.0,147.0,60.0,17.0,0.0,0.0,0.0,"Dade City CCD, Pasco County, Florida",101,90741,12
2499.0,346.0,92.0,142.0,173.0,278.0,236.0,130.0,117.0,146.0,87.0,195.0,233.0,97.0,77.0,113.0,37.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
114.0,15.0,4.0,37.0,0.0,10.0,8.0,4.0,0.0,0.0,17.0,16.0,3.0,0.0,0.0,0.0,0.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
124.0,21.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
185.0,0.0,0.0,0.0,0.0,61.0,30.0,38.0,0.0,9.0,17.0,19.0,11.0,0.0,0.0,0.0,0.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
14007.0,3039.0,1115.0,1156.0,1266.0,981.0,773.0,678.0,978.0,336.0,1121.0,1044.0,771.0,432.0,111.0,141.0,65.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
431.0,38.0,34.0,31.0,46.0,35.0,20.0,2.0,41.0,50.0,31.0,16.0,48.0,18.0,0.0,8.0,13.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
1015.0,118.0,34.0,145.0,25.0,43.0,60.0,25.0,20.0,43.0,108.0,90.0,218.0,29.0,26.0,7.0,24.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
163.0,16.0,14.0,4.0,8.0,28.0,5.0,0.0,9.0,27.0,4.0,19.0,12.0,6.0,5.0,6.0,0.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
2248.0,448.0,80.0,474.0,18.0,233.0,166.0,143.0,56.0,37.0,180.0,83.0,92.0,83.0,33.0,18.0,104.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
358.0,72.0,6.0,0.0,50.0,49.0,13.0,31.0,9.0,23.0,1.0,58.0,26.0,17.0,0.0,3.0,0.0,"Waldo CCD, Alachua County, Florida",001,93536,12
179.0,0.0,18.0,55.0,76.0,0.0,19.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Arcadia West CCD, DeSoto County, Florida",027,90078,12
1021.0,142.0,220.0,61.0,82.0,138.0,42.0,19.0,51.0,13.0,102.0,65.0,56.0,12.0,18.0,0.0,0.0,"Arcadia East CCD, DeSoto County, Florida",027,90065,12
50.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Altha CCD, Calhoun County, Florida",013,90026,12
342.0,94.0,38.0,0.0,67.0,22.0,6.0,69.0,0.0,0.0,15.0,0.0,23.0,8.0,0.0,0.0,0.0,"Blountstown CCD, Calhoun County, Florida",013,90169,12
296.0,37.0,21.0,2.0,24.0,12.0,0.0,34.0,5.0,9.0,0.0,47.0,44.0,3.0,48.0,10.0,0.0,"Fort White CCD, Columbia County, Florida",023,91183,12
223.0,30.0,74.0,4.0,32.0,7.0,0.0,0.0,48.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,9.0,"Punta Gorda CCD, Charlotte County, Florida",015,92899,12
86.0,0.0,0.0,0.0,0.0,9.0,26.0,0.0,0.0,0.0,0.0,22.0,29.0,0.0,0.0,0.0,0.0,"Grove City-Rotonda CCD, Charlotte County, Florida",015,91352,12
3046.0,120.0,589.0,216.0,191.0,119.0,263.0,286.0,73.0,123.0,235.0,313.0,142.0,199.0,60.0,21.0,96.0,"Port Charlotte CCD, Charlotte County, Florida",015,92834,12
65.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"North Columbia CCD, Columbia County, Florida",023,92366,12
3337.0,404.0,365.0,336.0,270.0,127.0,102.0,222.0,236.0,67.0,324.0,273.0,296.0,209.0,71.0,18.0,17.0,"Lake City CCD, Columbia County, Florida",023,91820,12
73.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cross City South CCD, Dixie County, Florida",029,90702,12
169.0,42.0,16.0,9.0,9.0,17.0,2.0,16.0,7.0,22.0,6.0,6.0,17.0,0.0,0.0,0.0,0.0,"Cross City North CCD, Dixie County, Florida",029,90689,12
775.0,102.0,23.0,64.0,134.0,76.0,31.0,104.0,4.0,93.0,59.0,48.0,0.0,8.0,22.0,0.0,7.0,"Stuart CCD, Martin County, Florida",085,93250,12
274.0,16.0,41.0,7.0,19.0,58.0,6.0,21.0,0.0,0.0,29.0,8.0,43.0,0.0,0.0,17.0,9.0,"Indiantown CCD, Martin County, Florida",085,91586,12
831.0,86.0,20.0,57.0,34.0,26.0,111.0,58.0,122.0,25.0,105.0,73.0,73.0,16.0,6.0,11.0,8.0,"Port Salerno-Hobe Sound CCD, Martin County, Florida",085,92873,12
224.0,52.0,0.0,8.0,0.0,5.0,19.0,11.0,0.0,0.0,0.0,0.0,33.0,24.0,36.0,36.0,0.0,"Venice CCD, Sarasota County, Florida",115,93484,12
789.0,88.0,76.0,105.0,0.0,51.0,141.0,43.0,61.0,57.0,68.0,25.0,18.0,13.0,2.0,41.0,0.0,"Interlachen-Florahome CCD, Putnam County, Florida",107,91612,12
502.0,127.0,48.0,28.0,86.0,22.0,60.0,57.0,16.0,0.0,19.0,8.0,22.0,3.0,6.0,0.0,0.0,"Crescent City CCD, Putnam County, Florida",107,90663,12
2461.0,523.0,461.0,352.0,175.0,199.0,142.0,266.0,77.0,58.0,32.0,117.0,12.0,26.0,17.0,4.0,0.0,"Palatka CCD, Putnam County, Florida",107,92574,12
29.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,"Interior County CCD, Sarasota County, Florida",115,91599,12
