B19013H_001E,name,county,county subdivision,state
71500.0,"Cayuga CCD, Anderson County, Texas",001,90650,48
44508.0,"Elkhart CCD, Anderson County, Texas",001,91205,48
58500.0,"Frankston CCD, Anderson County, Texas",001,91390,48
52474.0,"Montalba-Tennessee Colony CCD, Anderson County, Texas",001,92615,48
44565.0,"Palestine CCD, Anderson County, Texas",001,92945,48
74605.0,"Andrews North CCD, Andrews County, Texas",003,90085,48
61042.0,"Andrews South CCD, Andrews County, Texas",003,90090,48
51538.0,"Diboll CCD, Angelina County, Texas",005,91045,48
51659.0,"Huntington CCD, Angelina County, Texas",005,91855,48
52286.0,"Lufkin CCD, Angelina County, Texas",005,92325,48
52367.0,"Pollok CCD, Angelina County, Texas",005,93090,48
36360.0,"Zavalla CCD, Angelina County, Texas",005,94315,48
40302.0,"Fulton CCD, Aransas County, Texas",007,91420,48
47188.0,"Rockport CCD, Aransas County, Texas",007,93295,48
57554.0,"Archer City CCD, Archer County, Texas",009,90130,48
71172.0,"Holliday CCD, Archer County, Texas",009,91815,48
79063.0,"Claude North CCD, Armstrong County, Texas",011,90740,48
61587.0,"Claude South CCD, Armstrong County, Texas",011,90745,48
-666666666.0,"Campbellton CCD, Atascosa County, Texas",013,90595,48
54175.0,"Charlotte CCD, Atascosa County, Texas",013,90695,48
65288.0,"Jourdanton CCD, Atascosa County, Texas",013,91955,48
78326.0,"Pleasanton CCD, Atascosa County, Texas",013,93070,48
55735.0,"Poteet CCD, Atascosa County, Texas",013,93120,48
70000.0,"Bellville CCD, Austin County, Texas",015,90250,48
75517.0,"Industry CCD, Austin County, Texas",015,91873,48
76563.0,"Sealy CCD, Austin County, Texas",015,93490,48
73889.0,"Wallis CCD, Austin County, Texas",015,94070,48
54426.0,"Muleshoe CCD, Bailey County, Texas",017,92685,48
51630.0,"South Sand Hills CCD, Bailey County, Texas",017,93670,48
59327.0,"Bandera CCD, Bandera County, Texas",019,90195,48
48115.0,"Medina CCD, Bandera County, Texas",019,92500,48
58840.0,"Bastrop CCD, Bastrop County, Texas",021,90210,48
73010.0,"Cedar Creek-Red Rock CCD, Bastrop County, Texas",021,90655,48
70708.0,"Elgin CCD, Bastrop County, Texas",021,91200,48
59896.0,"Smithville CCD, Bastrop County, Texas",021,93600,48
35915.0,"Seymour CCD, Baylor County, Texas",023,93525,48
61250.0,"Seymour Rural CCD, Baylor County, Texas",023,93535,48
49175.0,"Beeville CCD, Bee County, Texas",025,90240,48
51500.0,"Pettus-Pawnee CCD, Bee County, Texas",025,93025,48
37419.0,"Skidmore CCD, Bee County, Texas",025,93585,48
