B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
18056.0,12547.0,12526.0,12091.0,435.0,21.0,5509.0,"Elizabeth CCD, Elbert County, Colorado",039,91190,08
489.0,268.0,268.0,257.0,11.0,0.0,221.0,"Agate CCD, Elbert County, Colorado",039,90019,08
286.0,158.0,158.0,147.0,11.0,0.0,128.0,"Kim CCD, Las Animas County, Colorado",071,91976,08
1191.0,781.0,781.0,738.0,43.0,0.0,410.0,"Simla CCD, Elbert County, Colorado",039,93325,08
544.0,49.0,49.0,49.0,0.0,0.0,495.0,"Model CCD, Las Animas County, Colorado",071,92508,08
135.0,81.0,81.0,79.0,2.0,0.0,54.0,"Branson CCD, Las Animas County, Colorado",071,90361,08
854.0,340.0,340.0,305.0,35.0,0.0,514.0,"Aguilar CCD, Las Animas County, Colorado",071,90038,08
1058.0,562.0,562.0,518.0,44.0,0.0,496.0,"Weston CCD, Las Animas County, Colorado",071,93838,08
8979.0,5377.0,5373.0,4952.0,421.0,4.0,3602.0,"Trinidad CCD, Las Animas County, Colorado",071,93648,08
4206.0,2837.0,2813.0,2754.0,59.0,24.0,1369.0,"Yuma CCD, Yuma County, Colorado",125,93952,08
2817.0,1818.0,1818.0,1770.0,48.0,0.0,999.0,"Wray CCD, Yuma County, Colorado",125,93914,08
704.0,333.0,333.0,321.0,12.0,0.0,371.0,"Hugo CCD, Lincoln County, Colorado",073,91824,08
663.0,393.0,393.0,378.0,15.0,0.0,270.0,"Yampa CCD, Routt County, Colorado",107,93933,08
2123.0,1462.0,1462.0,1445.0,17.0,0.0,661.0,"Hayden CCD, Routt County, Colorado",107,91729,08
14886.0,11278.0,11235.0,10874.0,361.0,43.0,3608.0,"Steamboat Springs CCD, Routt County, Colorado",107,93496,08
2782.0,1937.0,1937.0,1858.0,79.0,0.0,845.0,"Oak Creek CCD, Routt County, Colorado",107,92717,08
10309.0,8333.0,8333.0,8136.0,197.0,0.0,1976.0,"Silverthorne CCD, Summit County, Colorado",117,93287,08
15198.0,11692.0,11692.0,11222.0,470.0,0.0,3506.0,"Breckenridge CCD, Summit County, Colorado",117,90380,08
271.0,164.0,164.0,160.0,4.0,0.0,107.0,"Arriba CCD, Lincoln County, Colorado",073,90133,08
329.0,159.0,159.0,148.0,11.0,0.0,170.0,"Karval CCD, Lincoln County, Colorado",073,91919,08
3259.0,853.0,853.0,824.0,29.0,0.0,2406.0,"Limon CCD, Lincoln County, Colorado",073,92261,08
5741.0,3921.0,3919.0,3790.0,129.0,2.0,1820.0,"Idaho Springs CCD, Clear Creek County, Colorado",019,91843,08
2206.0,1500.0,1500.0,1458.0,42.0,0.0,706.0,"Georgetown CCD, Clear Creek County, Colorado",019,91463,08
793.0,448.0,448.0,412.0,36.0,0.0,345.0,"Mosca-Hooper CCD, Alamosa County, Colorado",003,92584,08
