B28003_001E,B28003_002E,B28003_003E,B28003_004E,B28003_005E,B28003_006E,name,county,county subdivision,state
75.0,58.0,0.0,58.0,0.0,17.0,"Tomlinson township, Logan County, Arkansas",083,93619,05
148.0,148.0,0.0,107.0,41.0,0.0,"East Roanoke township, Randolph County, Arkansas",121,91204,05
103.0,68.0,11.0,51.0,6.0,35.0,"Wharton township, Madison County, Arkansas",087,93976,05
110.0,82.0,0.0,37.0,45.0,28.0,"Tyler township, Prairie County, Arkansas",117,93654,05
295.0,181.0,0.0,167.0,14.0,114.0,"Caddo Gap township, Montgomery County, Arkansas",097,90595,05
128.0,82.0,0.0,82.0,0.0,46.0,"Black River-Marshell township, Independence County, Arkansas",063,90343,05
51.0,51.0,0.0,13.0,38.0,0.0,"Alamo township, Montgomery County, Arkansas",097,90013,05
194.0,122.0,0.0,99.0,23.0,72.0,"Black Springs township, Montgomery County, Arkansas",097,90346,05
78.0,53.0,6.0,47.0,0.0,25.0,"Fannie township, Montgomery County, Arkansas",097,91273,05
80.0,18.0,0.0,13.0,5.0,62.0,"Hopper township, Montgomery County, Arkansas",097,91765,05
242.0,166.0,0.0,120.0,46.0,76.0,"Township 1, Calhoun County, Arkansas",013,93627,05
388.0,324.0,1.0,269.0,54.0,64.0,"West Prairie township, Poinsett County, Arkansas",111,93973,05
249.0,198.0,0.0,138.0,60.0,51.0,"Township 3, Calhoun County, Arkansas",013,93631,05
1104.0,835.0,9.0,661.0,165.0,269.0,"Tyronza township, Crittenden County, Arkansas",035,93655,05
216.0,180.0,0.0,164.0,16.0,36.0,"Township 5, Calhoun County, Arkansas",013,93635,05
196.0,140.0,30.0,86.0,24.0,56.0,"Township 2, Calhoun County, Arkansas",013,93629,05
258.0,181.0,0.0,100.0,81.0,77.0,"Township 4, Calhoun County, Arkansas",013,93633,05
235.0,132.0,0.0,122.0,10.0,103.0,"Township 6, Calhoun County, Arkansas",013,93637,05
145.0,124.0,21.0,87.0,16.0,21.0,"Township 7, Calhoun County, Arkansas",013,93639,05
0.0,0.0,0.0,0.0,0.0,0.0,"Twist township, Cross County, Arkansas",037,93652,05
1201.0,1071.0,7.0,983.0,81.0,130.0,"Tontitown township, Washington County, Arkansas",143,93623,05
744.0,700.0,31.0,495.0,174.0,44.0,"East Fork township, Faulkner County, Arkansas",045,91199,05
