B19013B_001E,name,county,county subdivision,state
17206.0,"District 2, Yazoo County, Mississippi",163,91476,28
24830.0,"District 4, Yazoo County, Mississippi",163,92952,28
27675.0,"District 2, Winston County, Mississippi",159,91458,28
29732.0,"District 1, Winston County, Mississippi",159,90720,28
29817.0,"District 1, Yazoo County, Mississippi",163,90738,28
19066.0,"District 3, Yazoo County, Mississippi",163,92214,28
12261.0,"District 5, Yazoo County, Mississippi",163,93690,28
32216.0,"District 1, Attala County, Mississippi",007,90036,28
18466.0,"District 2, Attala County, Mississippi",007,90774,28
26000.0,"District 5, Attala County, Mississippi",007,92988,28
17708.0,"District 4, Attala County, Mississippi",007,92250,28
24000.0,"District 3, Attala County, Mississippi",007,91512,28
24149.0,"District 4, Benton County, Mississippi",009,92259,28
-666666666.0,"District 2, Benton County, Mississippi",009,90783,28
40714.0,"District 3, Benton County, Mississippi",009,91521,28
14000.0,"District 5, Benton County, Mississippi",009,92997,28
-666666666.0,"District 5, Franklin County, Mississippi",037,93123,28
33406.0,"District 1, Benton County, Mississippi",009,90045,28
24167.0,"District 1, Franklin County, Mississippi",037,90171,28
33929.0,"District 2, Franklin County, Mississippi",037,90909,28
20051.0,"District 3, Franklin County, Mississippi",037,91647,28
76186.0,"District 4, Franklin County, Mississippi",037,92385,28
28315.0,"District 5, Coahoma County, Mississippi",027,93078,28
27228.0,"District 1, Coahoma County, Mississippi",027,90126,28
19004.0,"District 3, Coahoma County, Mississippi",027,91602,28
17847.0,"District 4, Coahoma County, Mississippi",027,92340,28
23125.0,"District 2, Coahoma County, Mississippi",027,90864,28
28415.0,"District 5, Jasper County, Mississippi",061,93231,28
35438.0,"District 4, Jasper County, Mississippi",061,92493,28
29138.0,"District 2, Jasper County, Mississippi",061,91017,28
27022.0,"District 1, Jasper County, Mississippi",061,90279,28
29286.0,"District 3, Jasper County, Mississippi",061,91755,28
30119.0,"District 3, Jones County, Mississippi",067,91782,28
14708.0,"District 2, Jones County, Mississippi",067,91044,28
23500.0,"District 2, Walthall County, Mississippi",147,91404,28
30050.0,"District 4, Jones County, Mississippi",067,92520,28
24927.0,"District 1, Jones County, Mississippi",067,90306,28
19707.0,"District 5, Jones County, Mississippi",067,93258,28
10400.0,"District 1, Walthall County, Mississippi",147,90666,28
25767.0,"District 3, Walthall County, Mississippi",147,92142,28
18702.0,"District 5, Walthall County, Mississippi",147,93618,28
-666666666.0,"District 4, Walthall County, Mississippi",147,92880,28
29598.0,"District 3, Monroe County, Mississippi",095,91908,28
30341.0,"District 4, Monroe County, Mississippi",095,92646,28
22064.0,"District 5, Monroe County, Mississippi",095,93384,28
36250.0,"District 2, Monroe County, Mississippi",095,91170,28
-666666666.0,"District 1, Monroe County, Mississippi",095,90432,28
31250.0,"District 4, Pontotoc County, Mississippi",115,92736,28
26976.0,"District 3, Pontotoc County, Mississippi",115,91998,28
27567.0,"District 2, Sunflower County, Mississippi",133,91341,28
28640.0,"District 5, Pontotoc County, Mississippi",115,93474,28
37210.0,"District 1, Pontotoc County, Mississippi",115,90522,28
20394.0,"District 2, Pontotoc County, Mississippi",115,91260,28
25859.0,"District 4, Sunflower County, Mississippi",133,92817,28
23008.0,"District 5, Sunflower County, Mississippi",133,93555,28
24694.0,"District 3, Sunflower County, Mississippi",133,92079,28
19023.0,"District 1, Sunflower County, Mississippi",133,90603,28
46316.0,"District 5, Webster County, Mississippi",155,93654,28
8061.0,"District 3, Webster County, Mississippi",155,92178,28
18641.0,"District 4, Webster County, Mississippi",155,92916,28
28032.0,"District 1, Webster County, Mississippi",155,90702,28
21417.0,"District 2, Webster County, Mississippi",155,91440,28
-666666666.0,"District 2, Alcorn County, Mississippi",003,90756,28
22855.0,"District 3, Alcorn County, Mississippi",003,91494,28
50893.0,"District 1, Alcorn County, Mississippi",003,90018,28
-666666666.0,"District 5, Alcorn County, Mississippi",003,92970,28
23676.0,"District 4, Alcorn County, Mississippi",003,92232,28
26114.0,"District 4, Adams County, Mississippi",001,92223,28
26299.0,"District 5, Adams County, Mississippi",001,92961,28
28750.0,"District 2, Adams County, Mississippi",001,90747,28
21667.0,"District 1, Adams County, Mississippi",001,90009,28
15474.0,"District 3, Adams County, Mississippi",001,91485,28
27327.0,"District 3, Clay County, Mississippi",025,91593,28
30817.0,"District 2, Clay County, Mississippi",025,90855,28
