B07003_001E,B07003_004E,B07003_007E,B07003_010E,B07003_013E,B07003_016E,name,county,county subdivision,state
4591.0,4005.0,208.0,132.0,195.0,51.0,"Castleton town, Rutland County, Vermont",021,11950,50
2861.0,2791.0,28.0,5.0,37.0,0.0,"Pittsford town, Rutland County, Vermont",021,55600,50
1140.0,1022.0,44.0,45.0,29.0,0.0,"Shrewsbury town, Rutland County, Vermont",021,65275,50
3780.0,3547.0,147.0,0.0,75.0,11.0,"Brandon town, Rutland County, Vermont",021,07750,50
552.0,504.0,32.0,6.0,10.0,0.0,"Hubbardton town, Rutland County, Vermont",021,34450,50
709.0,646.0,28.0,3.0,32.0,0.0,"Killington town, Rutland County, Vermont",021,37685,50
835.0,750.0,71.0,0.0,14.0,0.0,"Middletown Springs town, Rutland County, Vermont",021,44800,50
963.0,913.0,31.0,4.0,15.0,0.0,"Mendon town, Rutland County, Vermont",021,44125,50
1231.0,1184.0,22.0,0.0,25.0,0.0,"Mount Holly town, Rutland County, Vermont",021,47200,50
2418.0,2112.0,207.0,17.0,82.0,0.0,"West Rutland town, Rutland County, Vermont",021,82300,50
1658.0,1566.0,60.0,2.0,30.0,0.0,"Proctor town, Rutland County, Vermont",021,57250,50
424.0,402.0,16.0,0.0,6.0,0.0,"Ira town, Rutland County, Vermont",021,35425,50
1034.0,975.0,38.0,6.0,15.0,0.0,"Benson town, Rutland County, Vermont",021,05200,50
2403.0,2277.0,102.0,0.0,24.0,0.0,"Clarendon town, Rutland County, Vermont",021,14500,50
1413.0,1276.0,130.0,7.0,0.0,0.0,"Danby town, Rutland County, Vermont",021,16825,50
2621.0,2435.0,112.0,11.0,63.0,0.0,"Fair Haven town, Rutland County, Vermont",021,25375,50
3328.0,2977.0,129.0,66.0,149.0,7.0,"Poultney town, Rutland County, Vermont",021,56875,50
260.0,198.0,30.0,28.0,4.0,0.0,"Mount Tabor town, Rutland County, Vermont",021,47425,50
412.0,412.0,0.0,0.0,0.0,0.0,"Pittsfield town, Rutland County, Vermont",021,55450,50
15576.0,14044.0,828.0,187.0,430.0,87.0,"Rutland city, Rutland County, Vermont",021,61225,50
1219.0,1158.0,27.0,0.0,34.0,0.0,"Chittenden town, Rutland County, Vermont",021,14350,50
1340.0,1267.0,18.0,32.0,23.0,0.0,"Pawlet town, Rutland County, Vermont",021,54250,50
580.0,547.0,28.0,0.0,5.0,0.0,"Tinmouth town, Rutland County, Vermont",021,72925,50
2023.0,1855.0,57.0,35.0,65.0,11.0,"Wallingford town, Rutland County, Vermont",021,75925,50
918.0,870.0,37.0,5.0,6.0,0.0,"Wells town, Rutland County, Vermont",021,77950,50
307.0,280.0,12.0,0.0,15.0,0.0,"West Haven town, Rutland County, Vermont",021,80875,50
600.0,553.0,32.0,9.0,6.0,0.0,"Sudbury town, Rutland County, Vermont",021,71050,50
3996.0,3580.0,185.0,1.0,230.0,0.0,"Rutland town, Rutland County, Vermont",021,61300,50
1080.0,1006.0,36.0,7.0,31.0,0.0,"Glover town, Orleans County, Vermont",019,28075,50
1412.0,1247.0,123.0,17.0,25.0,0.0,"Troy town, Orleans County, Vermont",019,73525,50
910.0,894.0,4.0,8.0,4.0,0.0,"Albany town, Orleans County, Vermont",019,00475,50
729.0,655.0,7.0,50.0,17.0,0.0,"Greensboro town, Orleans County, Vermont",019,30175,50
674.0,594.0,0.0,47.0,21.0,12.0,"Jay town, Orleans County, Vermont",019,36325,50
1217.0,1117.0,83.0,3.0,11.0,3.0,"Irasburg town, Orleans County, Vermont",019,35575,50
552.0,503.0,30.0,8.0,11.0,0.0,"Westfield town, Orleans County, Vermont",019,80200,50
1032.0,970.0,32.0,10.0,20.0,0.0,"Charleston town, Orleans County, Vermont",019,13150,50
4387.0,4026.0,263.0,5.0,93.0,0.0,"Derby town, Orleans County, Vermont",019,17350,50
767.0,705.0,16.0,30.0,16.0,0.0,"Lowell town, Orleans County, Vermont",019,40525,50
661.0,634.0,20.0,2.0,5.0,0.0,"Holland town, Orleans County, Vermont",019,33775,50
4352.0,3736.0,344.0,98.0,170.0,4.0,"Newport city, Orleans County, Vermont",019,48850,50
505.0,491.0,7.0,0.0,7.0,0.0,"Morgan town, Orleans County, Vermont",019,46450,50
2228.0,1972.0,178.0,14.0,47.0,17.0,"Newport town, Orleans County, Vermont",019,48925,50
2590.0,2187.0,256.0,52.0,92.0,3.0,"Barton town, Orleans County, Vermont",019,03550,50
342.0,319.0,8.0,8.0,3.0,4.0,"Westmore town, Orleans County, Vermont",019,81700,50
1032.0,959.0,65.0,5.0,3.0,0.0,"Brownington town, Orleans County, Vermont",019,09850,50
1014.0,937.0,32.0,18.0,23.0,4.0,"Coventry town, Orleans County, Vermont",019,16150,50
1202.0,1142.0,7.0,17.0,36.0,0.0,"Craftsbury town, Orleans County, Vermont",019,16300,50
2213.0,2054.0,71.0,46.0,42.0,0.0,"Grand Isle town, Grand Isle County, Vermont",013,29275,50
961.0,894.0,14.0,31.0,17.0,5.0,"North Hero town, Grand Isle County, Vermont",013,50650,50
1597.0,1469.0,24.0,59.0,38.0,7.0,"South Hero town, Grand Isle County, Vermont",013,67000,50
488.0,449.0,23.0,8.0,8.0,0.0,"Isle La Motte town, Grand Isle County, Vermont",013,35875,50
1100.0,998.0,36.0,49.0,17.0,0.0,"Braintree town, Orange County, Vermont",017,07600,50
1166.0,1055.0,49.0,17.0,34.0,11.0,"Tunbridge town, Orange County, Vermont",017,73675,50
716.0,657.0,42.0,5.0,12.0,0.0,"Vershire town, Orange County, Vermont",017,74950,50
2208.0,2019.0,79.0,51.0,53.0,6.0,"Newbury town, Orange County, Vermont",017,48175,50
2693.0,2288.0,194.0,140.0,71.0,0.0,"Bradford town, Orange County, Vermont",017,07375,50
1276.0,1187.0,35.0,30.0,24.0,0.0,"Chelsea town, Orange County, Vermont",017,13525,50
700.0,643.0,23.0,7.0,9.0,18.0,"West Fairlee town, Orange County, Vermont",017,79975,50
3364.0,3001.0,135.0,207.0,21.0,0.0,"Williamstown town, Orange County, Vermont",017,84175,50
1050.0,974.0,33.0,6.0,37.0,0.0,"Topsham town, Orange County, Vermont",017,73075,50
998.0,925.0,21.0,52.0,0.0,0.0,"Orange town, Orange County, Vermont",017,53425,50
1140.0,1051.0,16.0,38.0,35.0,0.0,"Washington town, Orange County, Vermont",017,76750,50
1454.0,1367.0,23.0,0.0,64.0,0.0,"Brookfield town, Orange County, Vermont",017,09325,50
1048.0,926.0,42.0,23.0,57.0,0.0,"Fairlee town, Orange County, Vermont",017,25675,50
2552.0,2406.0,22.0,45.0,66.0,13.0,"Thetford town, Orange County, Vermont",017,72400,50
1363.0,1253.0,77.0,16.0,17.0,0.0,"Corinth town, Orange County, Vermont",017,15700,50
4709.0,4018.0,242.0,201.0,226.0,22.0,"Randolph town, Orange County, Vermont",017,58075,50
1113.0,1048.0,11.0,7.0,47.0,0.0,"Strafford town, Orange County, Vermont",017,70675,50
17094.0,14013.0,1594.0,369.0,913.0,205.0,"Colchester town, Chittenden County, Vermont",007,14875,50
20734.0,17955.0,2192.0,205.0,334.0,48.0,"Essex town, Chittenden County, Vermont",007,24175,50
10516.0,9538.0,727.0,62.0,166.0,23.0,"Milton town, Chittenden County, Vermont",007,45250,50
7101.0,4795.0,1378.0,336.0,361.0,231.0,"Winooski city, Chittenden County, Vermont",007,85150,50
37.0,37.0,0.0,0.0,0.0,0.0,"Buels gore, Chittenden County, Vermont",007,10300,50
42200.0,28040.0,7525.0,1361.0,4647.0,627.0,"Burlington city, Chittenden County, Vermont",007,10675,50
676.0,607.0,56.0,0.0,13.0,0.0,"St. George town, Chittenden County, Vermont",007,62050,50
4953.0,4565.0,205.0,54.0,93.0,36.0,"Jericho town, Chittenden County, Vermont",007,36700,50
18573.0,15375.0,2000.0,490.0,559.0,149.0,"South Burlington city, Chittenden County, Vermont",007,66175,50
1350.0,1140.0,145.0,46.0,19.0,0.0,"Bolton town, Chittenden County, Vermont",007,06550,50
4492.0,4128.0,205.0,144.0,15.0,0.0,"Hinesburg town, Chittenden County, Vermont",007,33475,50
7640.0,6419.0,724.0,90.0,350.0,57.0,"Shelburne town, Chittenden County, Vermont",007,64300,50
3765.0,3442.0,153.0,91.0,79.0,0.0,"Charlotte town, Chittenden County, Vermont",007,13300,50
1996.0,1850.0,70.0,23.0,47.0,6.0,"Westford town, Chittenden County, Vermont",007,80350,50
1903.0,1730.0,119.0,39.0,10.0,5.0,"Huntington town, Chittenden County, Vermont",007,34600,50
4117.0,3649.0,328.0,40.0,100.0,0.0,"Richmond town, Chittenden County, Vermont",007,59275,50
3030.0,2922.0,51.0,24.0,28.0,5.0,"Underhill town, Chittenden County, Vermont",007,73975,50
9258.0,7978.0,773.0,74.0,377.0,56.0,"Williston town, Chittenden County, Vermont",007,84475,50
407.0,398.0,0.0,4.0,5.0,0.0,"Belvidere town, Lamoille County, Vermont",015,04375,50
4319.0,3422.0,412.0,103.0,298.0,84.0,"Stowe town, Lamoille County, Vermont",015,70525,50
5364.0,4790.0,266.0,105.0,203.0,0.0,"Morristown town, Lamoille County, Vermont",015,46675,50
722.0,668.0,29.0,14.0,11.0,0.0,"Waterville town, Lamoille County, Vermont",015,77425,50
3766.0,3079.0,425.0,113.0,148.0,1.0,"Cambridge town, Lamoille County, Vermont",015,11500,50
1719.0,1479.0,84.0,114.0,42.0,0.0,"Wolcott town, Lamoille County, Vermont",015,85375,50
1243.0,1081.0,40.0,82.0,40.0,0.0,"Eden town, Lamoille County, Vermont",015,23500,50
3544.0,2717.0,465.0,259.0,97.0,6.0,"Johnson town, Lamoille County, Vermont",015,37075,50
864.0,811.0,14.0,8.0,31.0,0.0,"Elmore town, Lamoille County, Vermont",015,23725,50
3004.0,2804.0,122.0,70.0,8.0,0.0,"Hyde Park town, Lamoille County, Vermont",015,35050,50
1983.0,1686.0,163.0,78.0,56.0,0.0,"Ludlow town, Windsor County, Vermont",027,41275,50
1348.0,1228.0,96.0,16.0,8.0,0.0,"Cavendish town, Windsor County, Vermont",027,12250,50
2680.0,2216.0,123.0,130.0,173.0,38.0,"Royalton town, Windsor County, Vermont",027,60850,50
539.0,490.0,4.0,5.0,28.0,12.0,"Weston town, Windsor County, Vermont",027,82000,50
2959.0,2707.0,133.0,14.0,105.0,0.0,"Woodstock town, Windsor County, Vermont",027,85975,50
531.0,462.0,33.0,25.0,11.0,0.0,"Andover town, Windsor County, Vermont",027,01300,50
8947.0,8159.0,480.0,138.0,161.0,9.0,"Springfield town, Windsor County, Vermont",027,69550,50
2764.0,2518.0,198.0,11.0,37.0,0.0,"Weathersfield town, Windsor County, Vermont",027,77500,50
684.0,641.0,13.0,17.0,13.0,0.0,"Stockbridge town, Windsor County, Vermont",027,70375,50
3315.0,2950.0,129.0,32.0,162.0,42.0,"Norwich town, Windsor County, Vermont",027,52900,50
988.0,913.0,71.0,4.0,0.0,0.0,"Pomfret town, Windsor County, Vermont",027,56350,50
1408.0,1266.0,34.0,21.0,79.0,8.0,"Sharon town, Windsor County, Vermont",027,63775,50
1102.0,990.0,45.0,4.0,63.0,0.0,"West Windsor town, Windsor County, Vermont",027,83050,50
