B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
1153.0,70.0,64.0,90.0,106.0,124.0,82.0,91.0,60.0,54.0,79.0,108.0,150.0,48.0,24.0,3.0,0.0,"Harrison township, Blackford County, Indiana",009,31630,18
10124.0,933.0,471.0,505.0,598.0,795.0,514.0,574.0,518.0,526.0,521.0,992.0,1307.0,667.0,388.0,453.0,362.0,"Perry township, Vanderburgh County, Indiana",163,59166,18
207.0,0.0,0.0,28.0,11.0,11.0,0.0,20.0,12.0,20.0,37.0,9.0,24.0,27.0,0.0,8.0,0.0,"Union township, Vanderburgh County, Indiana",163,77696,18
3250.0,16.0,56.0,29.0,93.0,81.0,110.0,98.0,87.0,53.0,230.0,458.0,699.0,455.0,275.0,234.0,276.0,"Scott township, Vanderburgh County, Indiana",163,68472,18
2901.0,124.0,113.0,104.0,64.0,160.0,117.0,59.0,52.0,98.0,257.0,284.0,391.0,415.0,183.0,331.0,149.0,"German township, Vanderburgh County, Indiana",163,27486,18
29648.0,2302.0,2106.0,1932.0,2231.0,2407.0,2282.0,1813.0,1813.0,1190.0,2684.0,2763.0,2806.0,1292.0,788.0,733.0,506.0,"Knight township, Vanderburgh County, Indiana",163,40212,18
12319.0,2021.0,1137.0,1059.0,1290.0,966.0,866.0,477.0,571.0,506.0,940.0,1062.0,684.0,420.0,128.0,77.0,115.0,"Pigeon township, Vanderburgh County, Indiana",163,59670,18
3194.0,254.0,224.0,184.0,176.0,314.0,278.0,110.0,248.0,96.0,274.0,335.0,398.0,135.0,58.0,70.0,40.0,"Licking township, Blackford County, Indiana",009,43650,18
512.0,32.0,24.0,26.0,17.0,89.0,87.0,0.0,28.0,39.0,47.0,27.0,45.0,37.0,14.0,0.0,0.0,"Jackson township, Blackford County, Indiana",009,36774,18
340.0,10.0,15.0,22.0,31.0,9.0,13.0,0.0,9.0,42.0,32.0,60.0,42.0,8.0,21.0,26.0,0.0,"Washington township, Blackford County, Indiana",009,80360,18
