B25003H_001E,B25003H_002E,B25003H_003E,name,county,county subdivision,state
4051.0,3144.0,907.0,"Torrington CCD, Goshen County, Wyoming",015,93465,56
454.0,354.0,100.0,"Goshen Hole CCD, Goshen County, Wyoming",015,91430,56
149.0,134.0,15.0,"Rawhide Creek CCD, Goshen County, Wyoming",015,92585,56
4674.0,3406.0,1268.0,"Evanston CCD, Uinta County, Wyoming",041,91155,56
2175.0,1721.0,454.0,"Bridger Valley CCD, Uinta County, Wyoming",041,90440,56
337.0,237.0,100.0,"Ten Sleep CCD, Washakie County, Wyoming",043,93300,56
2639.0,2059.0,580.0,"Worland CCD, Washakie County, Wyoming",043,93795,56
1777.0,1404.0,373.0,"Thermopolis West CCD, Hot Springs County, Wyoming",017,93410,56
208.0,124.0,84.0,"Thermopolis East CCD, Hot Springs County, Wyoming",017,93355,56
752.0,569.0,183.0,"Dubois CCD, Fremont County, Wyoming",013,91045,56
4275.0,3128.0,1147.0,"Lander CCD, Fremont County, Wyoming",013,92035,56
287.0,197.0,90.0,"Shoshoni CCD, Fremont County, Wyoming",013,93080,56
2158.0,1632.0,526.0,"Pinedale CCD, Sublette County, Wyoming",035,92475,56
73.0,60.0,13.0,"Boulder CCD, Sublette County, Wyoming",035,90385,56
727.0,527.0,200.0,"Big Piney CCD, Sublette County, Wyoming",035,90330,56
594.0,461.0,133.0,"Upton CCD, Weston County, Wyoming",045,93520,56
2400.0,1885.0,515.0,"Newcastle CCD, Weston County, Wyoming",045,92255,56
1242.0,924.0,318.0,"Central Big Horn CCD, Big Horn County, Wyoming",003,90688,56
1845.0,1406.0,439.0,"North Big Horn CCD, Big Horn County, Wyoming",003,92393,56
6776.0,5062.0,1714.0,"Wind River Reservation CCD, Fremont County, Wyoming",013,93742,56
93.0,52.0,41.0,"Wind River Reservation CCD, Hot Springs County, Wyoming",017,93744,56
980.0,744.0,236.0,"South Big Horn CCD, Big Horn County, Wyoming",003,93142,56
406.0,285.0,121.0,"East Niobrara CCD, Niobrara County, Wyoming",027,91128,56
538.0,399.0,139.0,"West Niobrara CCD, Niobrara County, Wyoming",027,93603,56
5780.0,4262.0,1518.0,"Gillette South CCD, Campbell County, Wyoming",005,91265,56
10256.0,7442.0,2814.0,"Gillette North CCD, Campbell County, Wyoming",005,91210,56
4671.0,3709.0,962.0,"Afton CCD, Lincoln County, Wyoming",023,90055,56
426.0,393.0,33.0,"Kemmerer West CCD, Lincoln County, Wyoming",023,91980,56
1602.0,1255.0,347.0,"Kemmerer East CCD, Lincoln County, Wyoming",023,91925,56
283.0,184.0,99.0,"Kaycee CCD, Johnson County, Wyoming",019,91870,56
3309.0,2452.0,857.0,"Buffalo CCD, Johnson County, Wyoming",019,90495,56
20444.0,12921.0,7523.0,"Casper CCD, Natrona County, Wyoming",025,90550,56
4955.0,3832.0,1123.0,"Casper South CCD, Natrona County, Wyoming",025,90660,56
2101.0,1729.0,372.0,"Casper North CCD, Natrona County, Wyoming",025,90605,56
2309.0,1827.0,482.0,"Hells Half Acre CCD, Natrona County, Wyoming",025,91705,56
3300.0,3104.0,196.0,"Cheyenne East CCD, Laramie County, Wyoming",021,90770,56
25712.0,17409.0,8303.0,"Cheyenne CCD, Laramie County, Wyoming",021,90715,56
1912.0,1471.0,441.0,"Cheyenne West CCD, Laramie County, Wyoming",021,90825,56
1250.0,904.0,346.0,"Pine Bluffs CCD, Laramie County, Wyoming",021,92420,56
3686.0,2784.0,902.0,"Douglas CCD, Converse County, Wyoming",009,90990,56
1568.0,1063.0,505.0,"Glenrock CCD, Converse County, Wyoming",009,91375,56
7493.0,4737.0,2756.0,"Jackson Hole CCD, Teton County, Wyoming",039,91815,56
46.0,0.0,46.0,"Yellowstone National Park CCD, Teton County, Wyoming",039,93905,56
