B15002_001E,B15002_002E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B15002_010E,B15002_011E,B15002_012E,B15002_013E,B15002_014E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_019E,B15002_020E,B15002_021E,B15002_022E,B15002_023E,B15002_024E,B15002_025E,B15002_026E,B15002_027E,B15002_028E,B15002_029E,B15002_030E,B15002_031E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,name,county,county subdivision,state
8317.0,4361.0,36.0,42.0,61.0,7.0,56.0,106.0,139.0,52.0,1369.0,417.0,750.0,373.0,580.0,235.0,52.0,86.0,3956.0,0.0,0.0,23.0,17.0,15.0,42.0,112.0,54.0,1045.0,393.0,696.0,546.0,642.0,279.0,70.0,22.0,"Torrington CCD, Goshen County, Wyoming",015,93465,56
805.0,423.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,118.0,39.0,94.0,47.0,46.0,18.0,1.0,31.0,382.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,88.0,38.0,89.0,42.0,105.0,12.0,0.0,0.0,"Goshen Hole CCD, Goshen County, Wyoming",015,91430,56
327.0,184.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,64.0,11.0,26.0,23.0,5.0,36.0,4.0,3.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,24.0,9.0,4.0,64.0,10.0,0.0,0.0,"Rawhide Creek CCD, Goshen County, Wyoming",015,92585,56
9048.0,4356.0,44.0,31.0,13.0,35.0,3.0,209.0,214.0,63.0,1431.0,367.0,793.0,397.0,489.0,220.0,36.0,11.0,4692.0,7.0,0.0,20.0,104.0,9.0,73.0,57.0,9.0,1920.0,346.0,890.0,458.0,547.0,213.0,24.0,15.0,"Evanston CCD, Uinta County, Wyoming",041,91155,56
3930.0,2085.0,21.0,0.0,0.0,4.0,0.0,6.0,21.0,8.0,731.0,267.0,355.0,346.0,245.0,81.0,0.0,0.0,1845.0,18.0,0.0,0.0,0.0,6.0,7.0,16.0,69.0,769.0,194.0,255.0,133.0,267.0,104.0,0.0,7.0,"Bridger Valley CCD, Uinta County, Wyoming",041,90440,56
594.0,310.0,0.0,0.0,4.0,2.0,0.0,14.0,0.0,4.0,50.0,32.0,45.0,34.0,91.0,16.0,18.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,68.0,29.0,53.0,15.0,77.0,32.0,7.0,0.0,"Ten Sleep CCD, Washakie County, Wyoming",043,93300,56
5111.0,2512.0,44.0,19.0,1.0,61.0,48.0,20.0,144.0,99.0,777.0,144.0,422.0,199.0,368.0,100.0,40.0,26.0,2599.0,15.0,0.0,0.0,17.0,39.0,10.0,75.0,35.0,758.0,265.0,565.0,397.0,340.0,79.0,4.0,0.0,"Worland CCD, Washakie County, Wyoming",043,93795,56
3118.0,1521.0,0.0,0.0,0.0,22.0,18.0,0.0,43.0,34.0,468.0,129.0,329.0,143.0,199.0,73.0,14.0,49.0,1597.0,0.0,4.0,2.0,9.0,10.0,29.0,19.0,29.0,384.0,179.0,339.0,267.0,211.0,103.0,12.0,0.0,"Thermopolis West CCD, Hot Springs County, Wyoming",017,93410,56
325.0,151.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,36.0,25.0,31.0,19.0,26.0,6.0,0.0,1.0,174.0,0.0,0.0,0.0,8.0,3.0,3.0,7.0,1.0,35.0,16.0,29.0,31.0,20.0,21.0,0.0,0.0,"Thermopolis East CCD, Hot Springs County, Wyoming",017,93355,56
1356.0,678.0,0.0,0.0,0.0,11.0,0.0,14.0,21.0,9.0,177.0,19.0,126.0,45.0,159.0,67.0,27.0,3.0,678.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,163.0,21.0,154.0,50.0,141.0,104.0,0.0,19.0,"Dubois CCD, Fremont County, Wyoming",013,91045,56
