B07004I_001E,B07004I_002E,B07004I_003E,B07004I_004E,B07004I_005E,B07004I_006E,name,county,county subdivision,state
2076.0,1411.0,524.0,43.0,81.0,17.0,"Kenai-Cook Inlet census subarea, Kenai Peninsula Borough, Alaska",122,38460,02
403.0,132.0,12.0,102.0,157.0,0.0,"Chugach census subarea, Valdez-Cordova Census Area, Alaska",261,14420,02
17.0,17.0,0.0,0.0,0.0,0.0,"Denali census subarea, Denali Borough, Alaska",068,18765,02
50.0,39.0,2.0,7.0,2.0,0.0,"Copper River census subarea, Valdez-Cordova Census Area, Alaska",261,17350,02
166.0,89.0,0.0,26.0,51.0,0.0,"Seward-Hope census subarea, Kenai Peninsula Borough, Alaska",122,68610,02
31.0,14.0,13.0,3.0,1.0,0.0,"McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area, Alaska",290,46060,02
20.0,19.0,0.0,1.0,0.0,0.0,"Lake and Peninsula census subarea, Lake and Peninsula Borough, Alaska",164,42780,02
326.0,152.0,91.0,49.0,25.0,9.0,"Southeast Fairbanks census subarea, Southeast Fairbanks Census Area, Alaska",240,72030,02
52.0,16.0,4.0,16.0,16.0,0.0,"Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area, Alaska",290,42080,02
31.0,31.0,0.0,0.0,0.0,0.0,"Yukon Flats census subarea, Yukon-Koyukuk Census Area, Alaska",290,86690,02
25735.0,18814.0,4584.0,128.0,1815.0,394.0,"Anchorage census subarea, Anchorage Municipality, Alaska",020,03050,02
324.0,241.0,21.0,10.0,25.0,27.0,"Aleutians East census subarea, Aleutians East Borough, Alaska",013,01598,02
103.0,40.0,58.0,0.0,5.0,0.0,"Prince of Wales census subarea, Prince of Wales-Hyder Census Area, Alaska",198,64310,02
71.0,32.0,15.0,8.0,16.0,0.0,"Skagway census subarea, Skagway Municipality, Alaska",230,70810,02
0.0,0.0,0.0,0.0,0.0,0.0,"Hyder census subarea, Prince of Wales-Hyder Census Area, Alaska",198,34575,02
129.0,106.0,23.0,0.0,0.0,0.0,"Metlakatla Indian Community census subarea, Prince of Wales-Hyder Census Area, Alaska",198,48873,02
78.0,56.0,8.0,5.0,1.0,8.0,"Wrangell census subarea, Wrangell City and Borough, Alaska",275,86420,02
117.0,117.0,0.0,0.0,0.0,0.0,"Hoonah-Angoon census subarea, Hoonah-Angoon Census Area, Alaska",105,33390,02
0.0,0.0,0.0,0.0,0.0,0.0,"Klukwan census subarea, Hoonah-Angoon Census Area, Alaska",105,40560,02
773.0,593.0,39.0,3.0,63.0,75.0,"Aleutians West census subarea, Aleutians West Census Area, Alaska",016,01615,02
39.0,21.0,2.0,4.0,12.0,0.0,"Bristol Bay census subarea, Bristol Bay Borough, Alaska",060,09050,02
1204.0,999.0,73.0,57.0,55.0,20.0,"Kodiak Island census subarea, Kodiak Island Borough, Alaska",150,41200,02
196.0,180.0,13.0,3.0,0.0,0.0,"Northwest Arctic census subarea, Northwest Arctic Borough, Alaska",188,56270,02
540.0,342.0,88.0,88.0,11.0,11.0,"Sitka census subarea, Sitka City and Borough, Alaska",220,70590,02
21.0,5.0,16.0,0.0,0.0,0.0,"Aniak census subarea, Bethel Census Area, Alaska",050,03580,02
367.0,240.0,103.0,0.0,24.0,0.0,"Lower Kuskokwim census subarea, Bethel Census Area, Alaska",050,45510,02
396.0,292.0,23.0,28.0,52.0,1.0,"North Slope census subarea, North Slope Borough, Alaska",185,55970,02
132.0,117.0,0.0,15.0,0.0,0.0,"Kusilvak census subarea, Kusilvak Census Area, Alaska",158,42185,02
343.0,317.0,16.0,2.0,8.0,0.0,"Petersburg census subarea, Petersburg Borough, Alaska",195,60360,02
7522.0,4864.0,989.0,101.0,1157.0,411.0,"Fairbanks North Star census subarea, Fairbanks North Star Borough, Alaska",090,24450,02
635.0,480.0,103.0,10.0,10.0,32.0,"Ketchikan census subarea, Ketchikan Gateway Borough, Alaska",130,39010,02
4589.0,3597.0,542.0,251.0,163.0,36.0,"Matanuska-Susitna census subarea, Matanuska-Susitna Borough, Alaska",170,47440,02
234.0,178.0,34.0,16.0,6.0,0.0,"Nome census subarea, Nome Census Area, Alaska",180,54970,02
150.0,117.0,26.0,7.0,0.0,0.0,"Dillingham census subarea, Dillingham Census Area, Alaska",070,19000,02
71.0,48.0,22.0,0.0,1.0,0.0,"Haines census subarea, Haines Borough, Alaska",100,31160,02
36.0,28.0,8.0,0.0,0.0,0.0,"Yakutat census subarea, Yakutat City and Borough, Alaska",282,86498,02
2059.0,1626.0,171.0,61.0,191.0,10.0,"Juneau census subarea, Juneau City and Borough, Alaska",110,36450,02
