B19013H_001E,name,county,county subdivision,state
67188.0,"Dublin town, Cheshire County, New Hampshire",005,19140,33
65813.0,"Richmond town, Cheshire County, New Hampshire",005,64420,33
75559.0,"Chesterfield town, Cheshire County, New Hampshire",005,12260,33
71681.0,"Walpole town, Cheshire County, New Hampshire",005,78420,33
52250.0,"Winchester town, Cheshire County, New Hampshire",005,85540,33
80326.0,"Surry town, Cheshire County, New Hampshire",005,75300,33
68885.0,"Rindge town, Cheshire County, New Hampshire",005,64580,33
67500.0,"Roxbury town, Cheshire County, New Hampshire",005,65700,33
60625.0,"Sullivan town, Cheshire County, New Hampshire",005,74900,33
51767.0,"Fitzwilliam town, Cheshire County, New Hampshire",005,26500,33
56734.0,"Alstead town, Cheshire County, New Hampshire",005,00820,33
59000.0,"Gilsum town, Cheshire County, New Hampshire",005,29220,33
66484.0,"Harrisville town, Cheshire County, New Hampshire",005,34420,33
60085.0,"Jaffrey town, Cheshire County, New Hampshire",005,38500,33
55483.0,"Keene city, Cheshire County, New Hampshire",005,39300,33
78864.0,"Stoddard town, Cheshire County, New Hampshire",005,73700,33
58889.0,"Troy town, Cheshire County, New Hampshire",005,77380,33
73750.0,"Nelson town, Cheshire County, New Hampshire",005,50580,33
57976.0,"Swanzey town, Cheshire County, New Hampshire",005,75700,33
60833.0,"Marlow town, Cheshire County, New Hampshire",005,45700,33
57595.0,"Hinsdale town, Cheshire County, New Hampshire",005,36660,33
81838.0,"Canterbury town, Merrimack County, New Hampshire",013,09860,33
102581.0,"Dunbarton town, Merrimack County, New Hampshire",013,19460,33
66921.0,"Loudon town, Merrimack County, New Hampshire",013,43380,33
72441.0,"New London town, Merrimack County, New Hampshire",013,52100,33
87850.0,"Sutton town, Merrimack County, New Hampshire",013,75460,33
75703.0,"Warner town, Merrimack County, New Hampshire",013,78580,33
66053.0,"Wilmot town, Merrimack County, New Hampshire",013,84900,33
84552.0,"Hopkinton town, Merrimack County, New Hampshire",013,37540,33
75526.0,"Webster town, Merrimack County, New Hampshire",013,80020,33
54942.0,"Allenstown town, Merrimack County, New Hampshire",013,00660,33
79919.0,"Chichester town, Merrimack County, New Hampshire",013,12420,33
63571.0,"Danbury town, Merrimack County, New Hampshire",013,16980,33
48750.0,"Franklin city, Merrimack County, New Hampshire",013,27380,33
69412.0,"Boscawen town, Merrimack County, New Hampshire",013,06260,33
67891.0,"Henniker town, Merrimack County, New Hampshire",013,35540,33
83844.0,"Hooksett town, Merrimack County, New Hampshire",013,37300,33
89760.0,"Newbury town, Merrimack County, New Hampshire",013,50900,33
88059.0,"Pembroke town, Merrimack County, New Hampshire",013,60020,33
64653.0,"Northfield town, Merrimack County, New Hampshire",013,54260,33
75000.0,"Salisbury town, Merrimack County, New Hampshire",013,66980,33
110183.0,"Bow town, Merrimack County, New Hampshire",013,06500,33
68750.0,"Bradford town, Merrimack County, New Hampshire",013,06980,33
66818.0,"Andover town, Merrimack County, New Hampshire",013,01460,33
73750.0,"Hill town, Merrimack County, New Hampshire",013,35860,33
61462.0,"Concord city, Merrimack County, New Hampshire",013,14200,33
67254.0,"Epsom town, Merrimack County, New Hampshire",013,24900,33
61250.0,"Bath town, Grafton County, New Hampshire",009,03940,33
64115.0,"Campton town, Grafton County, New Hampshire",009,08660,33
67841.0,"Holderness town, Grafton County, New Hampshire",009,36900,33
53750.0,"Benton town, Grafton County, New Hampshire",009,05060,33
53894.0,"Bristol town, Grafton County, New Hampshire",009,07700,33
80568.0,"Orford town, Grafton County, New Hampshire",009,58500,33
69479.0,"Piermont town, Grafton County, New Hampshire",009,61060,33
46875.0,"Lincoln town, Grafton County, New Hampshire",009,41860,33
52262.0,"Lisbon town, Grafton County, New Hampshire",009,42020,33
39579.0,"Littleton town, Grafton County, New Hampshire",009,42580,33
54583.0,"Bridgewater town, Grafton County, New Hampshire",009,07540,33
59028.0,"Easton town, Grafton County, New Hampshire",009,22020,33
68500.0,"Hebron town, Grafton County, New Hampshire",009,35220,33
-666666666.0,"Livermore town, Grafton County, New Hampshire",009,42820,33
64861.0,"Canaan town, Grafton County, New Hampshire",009,08980,33
49000.0,"Ellsworth town, Grafton County, New Hampshire",009,23860,33
54226.0,"Haverhill town, Grafton County, New Hampshire",009,34820,33
56607.0,"Lyman town, Grafton County, New Hampshire",009,44100,33
98125.0,"Waterville Valley town, Grafton County, New Hampshire",009,79380,33
82680.0,"Enfield town, Grafton County, New Hampshire",009,24340,33
59250.0,"Orange town, Grafton County, New Hampshire",009,58340,33
44979.0,"Plymouth town, Grafton County, New Hampshire",009,62660,33
82083.0,"Sugar Hill town, Grafton County, New Hampshire",009,74740,33
45625.0,"Warren town, Grafton County, New Hampshire",009,78740,33
43690.0,"Ashland town, Grafton County, New Hampshire",009,02020,33
60625.0,"Dorchester town, Grafton County, New Hampshire",009,18740,33
46875.0,"Landaff town, Grafton County, New Hampshire",009,40660,33
55486.0,"Bethlehem town, Grafton County, New Hampshire",009,05460,33
59306.0,"Alexandria town, Grafton County, New Hampshire",009,00580,33
69167.0,"Franconia town, Grafton County, New Hampshire",009,27300,33
54375.0,"Grafton town, Grafton County, New Hampshire",009,30820,33
47386.0,"Groton town, Grafton County, New Hampshire",009,32180,33
52672.0,"Woodstock town, Grafton County, New Hampshire",009,87060,33
108942.0,"Lyme town, Grafton County, New Hampshire",009,44260,33
62955.0,"Wentworth town, Grafton County, New Hampshire",009,80500,33
57278.0,"Rumney town, Grafton County, New Hampshire",009,65940,33
63654.0,"Thornton town, Grafton County, New Hampshire",009,76740,33
67188.0,"Lebanon city, Grafton County, New Hampshire",009,41300,33
62344.0,"Monroe town, Grafton County, New Hampshire",009,48980,33
55845.0,"Marlborough town, Cheshire County, New Hampshire",005,45460,33
90750.0,"Westmoreland town, Cheshire County, New Hampshire",005,82660,33
48760.0,"Pittsfield town, Merrimack County, New Hampshire",013,61940,33
125125.0,"Hanover town, Grafton County, New Hampshire",009,33860,33
98871.0,"East Kingston town, Rockingham County, New Hampshire",015,21380,33
96250.0,"Newington town, Rockingham County, New Hampshire",015,51620,33
88201.0,"Northwood town, Rockingham County, New Hampshire",015,56820,33
103224.0,"North Hampton town, Rockingham County, New Hampshire",015,54580,33
92949.0,"Deerfield town, Rockingham County, New Hampshire",015,17460,33
104643.0,"Greenland town, Rockingham County, New Hampshire",015,31700,33
129844.0,"Hampton Falls town, Rockingham County, New Hampshire",015,33460,33
102213.0,"Sandown town, Rockingham County, New Hampshire",015,67620,33
118546.0,"Windham town, Rockingham County, New Hampshire",015,85780,33
106063.0,"Atkinson town, Rockingham County, New Hampshire",015,02340,33
69108.0,"Derry town, Rockingham County, New Hampshire",015,17940,33
73441.0,"Exeter town, Rockingham County, New Hampshire",015,25380,33
114276.0,"Auburn town, Rockingham County, New Hampshire",015,02820,33
90296.0,"Hampstead town, Rockingham County, New Hampshire",015,32900,33
69286.0,"Raymond town, Rockingham County, New Hampshire",015,64020,33
79989.0,"Hampton town, Rockingham County, New Hampshire",015,33060,33
123000.0,"Newfields town, Rockingham County, New Hampshire",015,51380,33
72364.0,"Newmarket town, Rockingham County, New Hampshire",015,52340,33
104083.0,"Rye town, Rockingham County, New Hampshire",015,66180,33
-666666666.0,"County subdivisions not defined, Rockingham County, New Hampshire",015,00000,33
94531.0,"Candia town, Rockingham County, New Hampshire",015,09300,33
121927.0,"Chester town, Rockingham County, New Hampshire",015,12100,33
87969.0,"Danville town, Rockingham County, New Hampshire",015,17140,33
94019.0,"Kingston town, Rockingham County, New Hampshire",015,40100,33
