B25105_001E,name,county,county subdivision,state
596.0,"Rockingham CCD, Bacon County, Georgia",005,92562,13
532.0,"Altamaha River CCD, Appling County, Georgia",001,90078,13
445.0,"Baxley CCD, Appling County, Georgia",001,90240,13
500.0,"Alma CCD, Bacon County, Georgia",005,90072,13
546.0,"Hoboken CCD, Brantley County, Georgia",025,91500,13
561.0,"Waynesville CCD, Brantley County, Georgia",025,93306,13
596.0,"Nahunta CCD, Brantley County, Georgia",025,92124,13
818.0,"Southeast Banks CCD, Banks County, Georgia",011,92803,13
1388.0,"North Paulding CCD, Paulding County, Georgia",223,92210,13
665.0,"LaFayette CCD, Walker County, Georgia",295,91668,13
580.0,"Queensland CCD, Ben Hill County, Georgia",017,92433,13
726.0,"Redbud CCD, Gordon County, Georgia",129,92460,13
684.0,"Washington CCD, Wilkes County, Georgia",317,93275,13
883.0,"Southeast Grady CCD, Grady County, Georgia",131,92804,13
579.0,"Northwest Grady CCD, Grady County, Georgia",131,92216,13
498.0,"West Johnson CCD, Johnson County, Georgia",167,93332,13
520.0,"Carsonville CCD, Taylor County, Georgia",269,90557,13
981.0,"Blacks Mill CCD, Dawson County, Georgia",085,90284,13
495.0,"North Twiggs CCD, Twiggs County, Georgia",289,92215,13
485.0,"South Twiggs CCD, Twiggs County, Georgia",289,92821,13
713.0,"Mount Pleasant CCD, Decatur County, Georgia",087,92104,13
861.0,"Three Sisters Mountain CCD, Lumpkin County, Georgia",187,93024,13
489.0,"Millen CCD, Jenkins County, Georgia",165,92019,13
462.0,"South Jenkins CCD, Jenkins County, Georgia",165,92806,13
510.0,"Salem CCD, Upson County, Georgia",293,92671,13
694.0,"Cedar Crossing CCD, Toombs County, Georgia",279,90591,13
656.0,"South Lincoln CCD, Lincoln County, Georgia",181,92807,13
686.0,"Crawford CCD, Oglethorpe County, Georgia",221,90814,13
676.0,"Macon East CCD, Bibb County, Georgia",021,91891,13
799.0,"Vaughn CCD, Spalding County, Georgia",255,93180,13
811.0,"Macon West CCD, Bibb County, Georgia",021,91892,13
920.0,"Towalaga CCD, Spalding County, Georgia",255,93071,13
742.0,"Digbey CCD, Spalding County, Georgia",255,90942,13
848.0,"Gray-Macon East CCD, Jones County, Georgia",169,91351,13
944.0,"Worthville CCD, Butts County, Georgia",035,93438,13
1006.0,"Southwest Butts CCD, Butts County, Georgia",035,92822,13
536.0,"Eldorado CCD, Tift County, Georgia",277,91052,13
695.0,"Milledgeville CCD, Baldwin County, Georgia",009,92015,13
626.0,"Martin-Avalon CCD, Stephens County, Georgia",257,91934,13
567.0,"Trenton CCD, Dade County, Georgia",083,93084,13
1023.0,"Grovetown-Harlem CCD, Columbia County, Georgia",073,91383,13
813.0,"East Baldwin CCD, Baldwin County, Georgia",009,90992,13
1123.0,"Lookout Mountain CCD, Walker County, Georgia",295,91810,13
776.0,"South Gilmer CCD, Gilmer County, Georgia",123,92805,13
608.0,"North Gilmer CCD, Gilmer County, Georgia",123,92206,13
954.0,"South Newton CCD, Newton County, Georgia",217,92810,13
1306.0,"Buford-Sugar Hill CCD, Gwinnett County, Georgia",135,90469,13
464.0,"Coldwater CCD, Elbert County, Georgia",105,90719,13
1175.0,"Pooler-Bloomingdale CCD, Chatham County, Georgia",051,92393,13
1302.0,"Tybee Island-Wilmington Island CCD, Chatham County, Georgia",051,93127,13
531.0,"East Lanier CCD, Lanier County, Georgia",173,91010,13
527.0,"Big Satilla Creek CCD, Appling County, Georgia",001,90273,13
431.0,"Surrency-Troper CCD, Appling County, Georgia",001,92905,13
599.0,"Mountain City CCD, Rabun County, Georgia",241,92103,13
398.0,"Northeast Bleckley CCD, Bleckley County, Georgia",023,92198,13
1455.0,"Peachtree City-Tyrone CCD, Fayette County, Georgia",113,92331,13
1147.0,"Jekyll Island CCD, Glynn County, Georgia",127,91599,13
1522.0,"Fort Benning CCD, Muscogee County, Georgia",215,91213,13
634.0,"Sunset Village CCD, Upson County, Georgia",293,92902,13
687.0,"Columbus West CCD, Muscogee County, Georgia",215,90753,13
861.0,"Columbus East CCD, Muscogee County, Georgia",215,90751,13
1154.0,"Columbus North CCD, Muscogee County, Georgia",215,90752,13
672.0,"North Marion CCD, Marion County, Georgia",197,92207,13
1000.0,"Douglasville-Lithia Springs CCD, Douglas County, Georgia",097,90974,13
773.0,"North Evans CCD, Evans County, Georgia",109,92204,13
754.0,"West Whitfield CCD, Whitfield County, Georgia",313,93350,13
750.0,"Rome CCD, Floyd County, Georgia",115,92586,13
1140.0,"Chestatee CCD, Forsyth County, Georgia",117,90642,13
791.0,"Armuchee CCD, Floyd County, Georgia",115,90126,13
671.0,"Shannon CCD, Floyd County, Georgia",115,92736,13
1444.0,"Silver City CCD, Forsyth County, Georgia",117,92772,13
1409.0,"Cumming CCD, Forsyth County, Georgia",117,90828,13
1794.0,"Big Creek CCD, Forsyth County, Georgia",117,90270,13
653.0,"Clarkesville CCD, Habersham County, Georgia",137,90672,13
696.0,"Cornelia CCD, Habersham County, Georgia",137,90798,13
795.0,"Turnerville CCD, Habersham County, Georgia",137,93102,13
597.0,"Royston CCD, Hart County, Georgia",147,92622,13
574.0,"Hartwell CCD, Hart County, Georgia",147,91428,13
695.0,"Reed Creek CCD, Hart County, Georgia",147,92466,13
624.0,"Bowersville CCD, Hart County, Georgia",147,90348,13
570.0,"Naylor CCD, Lowndes County, Georgia",185,92136,13
1016.0,"Barretts CCD, Lowndes County, Georgia",185,90228,13
637.0,"Greenville CCD, Meriwether County, Georgia",199,91368,13
717.0,"Manchester CCD, Meriwether County, Georgia",199,91908,13
688.0,"Darien CCD, McIntosh County, Georgia",191,90882,13
865.0,"Townsend CCD, McIntosh County, Georgia",191,93078,13
848.0,"Luthersville CCD, Meriwether County, Georgia",199,91854,13
976.0,"Hahira CCD, Lowndes County, Georgia",185,91392,13
770.0,"Lake Park CCD, Lowndes County, Georgia",185,91686,13
740.0,"Valdosta CCD, Lowndes County, Georgia",185,93168,13
577.0,"Woodbury CCD, Meriwether County, Georgia",199,93414,13
756.0,"Warm Springs CCD, Meriwether County, Georgia",199,93246,13
734.0,"Gay CCD, Meriwether County, Georgia",199,91266,13
933.0,"Culloden-Bolingbroke CCD, Monroe County, Georgia",207,90822,13
770.0,"Forsyth CCD, Monroe County, Georgia",207,91206,13
915.0,"Little River CCD, Putnam County, Georgia",237,91782,13
838.0,"Phoenix CCD, Putnam County, Georgia",237,92364,13
632.0,"Eatonton CCD, Putnam County, Georgia",237,91032,13
736.0,"Leslie-De Soto CCD, Sumter County, Georgia",261,91728,13
654.0,"Americus CCD, Sumter County, Georgia",261,90090,13
631.0,"Andersonville CCD, Sumter County, Georgia",261,90096,13
504.0,"Plains CCD, Sumter County, Georgia",261,92388,13
538.0,"Crawfordville CCD, Taliaferro County, Georgia",265,90816,13
479.0,"Sharon CCD, Taliaferro County, Georgia",265,92742,13
615.0,"Panhandle CCD, Warren County, Georgia",301,92304,13
606.0,"Norwood CCD, Warren County, Georgia",301,92226,13
794.0,"Camak CCD, Warren County, Georgia",301,90516,13
438.0,"Norris CCD, Warren County, Georgia",301,92190,13
570.0,"Warrenton CCD, Warren County, Georgia",301,93258,13
511.0,"Milford CCD, Baker County, Georgia",007,92010,13
569.0,"Newton CCD, Baker County, Georgia",007,92160,13
829.0,"Pembroke CCD, Bryan County, Georgia",029,92346,13
1467.0,"Richmond Hill CCD, Bryan County, Georgia",029,92514,13
-666666666.0,"Fort Stewart CCD, Bryan County, Georgia",029,91236,13
770.0,"Jackson CCD, Butts County, Georgia",035,91572,13
774.0,"Jenkinsburg CCD, Butts County, Georgia",035,91602,13
688.0,"Flovilla CCD, Butts County, Georgia",035,91182,13
514.0,"Aline CCD, Candler County, Georgia",043,90060,13
645.0,"Pulaski CCD, Candler County, Georgia",043,92430,13
602.0,"Metter CCD, Candler County, Georgia",043,91986,13
1051.0,"St. Marys CCD, Camden County, Georgia",039,92652,13
925.0,"Villa Rica CCD, Carroll County, Georgia",045,93216,13
785.0,"Woodbine CCD, Camden County, Georgia",039,93408,13
837.0,"Kingsland CCD, Camden County, Georgia",039,91650,13
792.0,"Mount Zion CCD, Carroll County, Georgia",045,92112,13
693.0,"Bowdon CCD, Carroll County, Georgia",045,90342,13
746.0,"Whitesburg CCD, Carroll County, Georgia",045,93372,13
728.0,"Roopville CCD, Carroll County, Georgia",045,92592,13
834.0,"Carrollton CCD, Carroll County, Georgia",045,90552,13
857.0,"Temple CCD, Carroll County, Georgia",045,92976,13
617.0,"Roberta CCD, Crawford County, Georgia",079,92544,13
678.0,"Zenith CCD, Crawford County, Georgia",079,93480,13
596.0,"Damascus CCD, Early County, Georgia",099,90870,13
542.0,"Jakin CCD, Early County, Georgia",099,91584,13
545.0,"Broxton CCD, Coffee County, Georgia",069,90438,13
623.0,"Blakely CCD, Early County, Georgia",099,90294,13
516.0,"Arabi CCD, Crisp County, Georgia",081,90108,13
618.0,"Cordele CCD, Crisp County, Georgia",081,90792,13
631.0,"West Green CCD, Coffee County, Georgia",069,93324,13
582.0,"Douglas CCD, Coffee County, Georgia",069,90972,13
486.0,"Nicholls CCD, Coffee County, Georgia",069,92166,13
671.0,"Ambrose CCD, Coffee County, Georgia",069,90084,13
1105.0,"Newnan CCD, Coweta County, Georgia",077,92154,13
1064.0,"Moreland CCD, Coweta County, Georgia",077,92070,13
942.0,"Grantville CCD, Coweta County, Georgia",077,91344,13
1151.0,"Senoia CCD, Coweta County, Georgia",077,92724,13
1050.0,"Mableton CCD, Cobb County, Georgia",067,91866,13
1304.0,"Acworth-Kennesaw CCD, Cobb County, Georgia",067,90018,13
1054.0,"Austell CCD, Cobb County, Georgia",067,90174,13
1416.0,"Northeast Cobb CCD, Cobb County, Georgia",067,92202,13
1099.0,"Smyrna CCD, Cobb County, Georgia",067,92784,13
1295.0,"Vinings CCD, Cobb County, Georgia",067,93222,13
1078.0,"Marietta CCD, Cobb County, Georgia",067,91926,13
1121.0,"Powder Springs CCD, Cobb County, Georgia",067,92418,13
910.0,"Fair Oaks CCD, Cobb County, Georgia",067,91140,13
731.0,"Carters Lake CCD, Gilmer County, Georgia",123,90567,13
668.0,"Ellijay CCD, Gilmer County, Georgia",123,91074,13
770.0,"Good Hope CCD, Walton County, Georgia",297,91320,13
642.0,"Rich Mountain CCD, Gilmer County, Georgia",123,92517,13
667.0,"Lookout Mountain CCD, Dade County, Georgia",083,91809,13
597.0,"Sand Mountain CCD, Dade County, Georgia",083,92682,13
1030.0,"Jersey CCD, Walton County, Georgia",297,91608,13
902.0,"Social Circle CCD, Walton County, Georgia",297,92796,13
894.0,"Monroe CCD, Walton County, Georgia",297,92046,13
1113.0,"Campton CCD, Walton County, Georgia",297,90528,13
1088.0,"Loganville CCD, Walton County, Georgia",297,91806,13
457.0,"Tignall CCD, Wilkes County, Georgia",317,93048,13
539.0,"Rayle CCD, Wilkes County, Georgia",317,92448,13
721.0,"Dixie CCD, Brooks County, Georgia",027,90948,13
624.0,"Quitman CCD, Brooks County, Georgia",027,92436,13
728.0,"Morven CCD, Brooks County, Georgia",027,92088,13
507.0,"Eastman CCD, Dodge County, Georgia",091,91014,13
481.0,"Barney CCD, Brooks County, Georgia",027,90222,13
767.0,"Empress CCD, Brooks County, Georgia",027,91086,13
492.0,"Barwick-Pavo CCD, Brooks County, Georgia",027,90234,13
426.0,"Chauncey CCD, Dodge County, Georgia",091,90630,13
356.0,"Chester CCD, Dodge County, Georgia",091,90648,13
558.0,"Rhine CCD, Dodge County, Georgia",091,92496,13
610.0,"Elberton CCD, Elbert County, Georgia",105,91044,13
631.0,"Sugar Valley-Resaca CCD, Gordon County, Georgia",129,92880,13
732.0,"Fairmount CCD, Gordon County, Georgia",129,91134,13
712.0,"Calhoun CCD, Gordon County, Georgia",129,90504,13
562.0,"Bowman CCD, Elbert County, Georgia",105,90354,13
1064.0,"Canton CCD, Cherokee County, Georgia",057,90540,13
1329.0,"Holly Springs CCD, Cherokee County, Georgia",057,91512,13
1090.0,"Ball Ground CCD, Cherokee County, Georgia",057,90204,13
1057.0,"Waleska CCD, Cherokee County, Georgia",057,93234,13
1268.0,"Woodstock CCD, Cherokee County, Georgia",057,93426,13
1590.0,"Lathemtown CCD, Cherokee County, Georgia",057,91692,13
1351.0,"Brooks CCD, Fayette County, Georgia",113,90432,13
1169.0,"Fayetteville CCD, Fayette County, Georgia",113,91164,13
1048.0,"Leesburg CCD, Lee County, Georgia",177,91716,13
617.0,"Smithville CCD, Lee County, Georgia",177,92778,13
801.0,"Philema CCD, Lee County, Georgia",177,92358,13
1034.0,"Mansfield CCD, Newton County, Georgia",217,91920,13
985.0,"Covington-Porterdale CCD, Newton County, Georgia",217,90804,13
929.0,"Jasper CCD, Pickens County, Georgia",227,91590,13
881.0,"Talking Rock CCD, Pickens County, Georgia",227,92952,13
973.0,"Nelson-Tate-Marble Hill CCD, Pickens County, Georgia",227,92139,13
1022.0,"Ludville CCD, Pickens County, Georgia",227,91830,13
610.0,"Siloam CCD, Greene County, Georgia",133,92766,13
912.0,"Greensboro CCD, Greene County, Georgia",133,91356,13
548.0,"Greshamville CCD, Greene County, Georgia",133,91374,13
853.0,"White Plains CCD, Greene County, Georgia",133,93366,13
494.0,"Norman Park CCD, Colquitt County, Georgia",071,92184,13
628.0,"Woodville CCD, Greene County, Georgia",133,93432,13
665.0,"Union Point CCD, Greene County, Georgia",133,93156,13
562.0,"Doerun CCD, Colquitt County, Georgia",071,90960,13
674.0,"Moultrie CCD, Colquitt County, Georgia",071,92100,13
457.0,"Berlin-Ellenton CCD, Colquitt County, Georgia",071,90258,13
634.0,"Funston CCD, Colquitt County, Georgia",071,91254,13
636.0,"Lenox CCD, Cook County, Georgia",075,91722,13
661.0,"Adel-Sparks CCD, Cook County, Georgia",075,90030,13
969.0,"Dawsonville CCD, Dawson County, Georgia",085,90906,13
878.0,"College Park CCD, Clayton County, Georgia",063,90726,13
1005.0,"Jonesboro CCD, Clayton County, Georgia",063,91620,13
903.0,"Forest Park-Morrow CCD, Clayton County, Georgia",063,91200,13
926.0,"Riverdale CCD, Clayton County, Georgia",063,92538,13
1022.0,"Fairburn-Union City CCD, Fulton County, Georgia",121,91128,13
1546.0,"Roswell-Alpharetta CCD, Fulton County, Georgia",121,92604,13
846.0,"College Park CCD, Fulton County, Georgia",121,90732,13
931.0,"East Point CCD, Fulton County, Georgia",121,91020,13
1080.0,"Palmetto CCD, Fulton County, Georgia",121,92298,13
1174.0,"Atlanta CCD, Fulton County, Georgia",121,90144,13
879.0,"Gainesville CCD, Hall County, Georgia",139,91260,13
932.0,"Oakwood CCD, Hall County, Georgia",139,92250,13
1038.0,"Murrayville CCD, Hall County, Georgia",139,92118,13
829.0,"Linton CCD, Hancock County, Georgia",141,91758,13
837.0,"Clermont CCD, Hall County, Georgia",139,90690,13
1159.0,"Flowery Branch CCD, Hall County, Georgia",139,91188,13
776.0,"Lula CCD, Hall County, Georgia",139,91836,13
-666666666.0,"Mayfield CCD, Hancock County, Georgia",141,91944,13
659.0,"Sparta CCD, Hancock County, Georgia",141,92826,13
583.0,"Devereux CCD, Hancock County, Georgia",141,90930,13
678.0,"Mayhaw CCD, Miller County, Georgia",201,91950,13
650.0,"Thomson CCD, McDuffie County, Georgia",189,93018,13
830.0,"Dahlonega CCD, Lumpkin County, Georgia",187,90852,13
676.0,"Dearing CCD, McDuffie County, Georgia",189,90912,13
625.0,"Colquitt CCD, Miller County, Georgia",201,90744,13
658.0,"Bellview CCD, Miller County, Georgia",201,90246,13
938.0,"Godfrey CCD, Morgan County, Georgia",211,91314,13
836.0,"Rutledge CCD, Morgan County, Georgia",211,92640,13
808.0,"Madison CCD, Morgan County, Georgia",211,91902,13
895.0,"Bostwick CCD, Morgan County, Georgia",211,90336,13
958.0,"Buckhead CCD, Morgan County, Georgia",211,90456,13
679.0,"Centralhatchee CCD, Heard County, Georgia",149,90606,13
677.0,"Franklin CCD, Heard County, Georgia",149,91248,13
691.0,"Texas CCD, Heard County, Georgia",149,92988,13
1329.0,"Bogart CCD, Oconee County, Georgia",219,90324,13
1013.0,"Elder CCD, Oconee County, Georgia",219,91050,13
1109.0,"Watkinsville CCD, Oconee County, Georgia",219,93282,13
756.0,"West Dougherty CCD, Dougherty County, Georgia",095,93312,13
660.0,"East Dougherty CCD, Dougherty County, Georgia",095,90996,13
740.0,"Blue Ridge CCD, Fannin County, Georgia",111,90306,13
723.0,"Morganton CCD, Fannin County, Georgia",111,92082,13
719.0,"Higdon-Mobile CCD, Fannin County, Georgia",111,91464,13
521.0,"McCaysville CCD, Fannin County, Georgia",111,91872,13
840.0,"Mineral Bluff CCD, Fannin County, Georgia",111,92034,13
1135.0,"Locust Grove CCD, Henry County, Georgia",151,91800,13
1123.0,"Stockbridge CCD, Henry County, Georgia",151,92862,13
1112.0,"Hampton CCD, Henry County, Georgia",151,91404,13
1192.0,"McDonough CCD, Henry County, Georgia",151,91878,13
939.0,"Perry CCD, Houston County, Georgia",153,92352,13
745.0,"Elko CCD, Houston County, Georgia",153,91056,13
434.0,"Brewton CCD, Laurens County, Georgia",175,90378,13
927.0,"Warner Robins CCD, Houston County, Georgia",153,93252,13
435.0,"East Dublin CCD, Laurens County, Georgia",175,91002,13
626.0,"Dudley CCD, Laurens County, Georgia",175,90984,13
542.0,"Dublin CCD, Laurens County, Georgia",175,90978,13
429.0,"Rentz CCD, Laurens County, Georgia",175,92484,13
408.0,"Cadwell CCD, Laurens County, Georgia",175,90492,13
452.0,"Cedar Grove CCD, Laurens County, Georgia",175,90594,13
539.0,"Dexter CCD, Laurens County, Georgia",175,90936,13
824.0,"Ludowici North CCD, Long County, Georgia",183,91818,13
913.0,"Ludowici South CCD, Long County, Georgia",183,91824,13
862.0,"Rover CCD, Spalding County, Georgia",255,92613,13
829.0,"Griffin CCD, Spalding County, Georgia",255,91380,13
827.0,"Orchard Hill CCD, Spalding County, Georgia",255,92292,13
831.0,"Sunny Side CCD, Spalding County, Georgia",255,92901,13
679.0,"Rock Creek CCD, Stephens County, Georgia",257,92556,13
429.0,"Milan CCD, Telfair County, Georgia",271,92004,13
621.0,"Toccoa CCD, Stephens County, Georgia",257,93054,13
487.0,"McRae-Helena CCD, Telfair County, Georgia",271,91896,13
344.0,"Jacksonville CCD, Telfair County, Georgia",271,91578,13
378.0,"Lumber City CCD, Telfair County, Georgia",271,91842,13
911.0,"Suches CCD, Union County, Georgia",291,92874,13
528.0,"Blairsville CCD, Union County, Georgia",291,90288,13
616.0,"Ivylog CCD, Union County, Georgia",291,91566,13
589.0,"Thomaston CCD, Upson County, Georgia",293,93006,13
823.0,"The Rock-Yatesville CCD, Upson County, Georgia",293,93000,13
464.0,"Harrison CCD, Washington County, Georgia",303,91416,13
663.0,"Sandersville CCD, Washington County, Georgia",303,92676,13
637.0,"Fort Valley CCD, Peach County, Georgia",225,91242,13
923.0,"Helen CCD, White County, Georgia",311,91446,13
858.0,"Byron CCD, Peach County, Georgia",225,90486,13
463.0,"Warthen CCD, Washington County, Georgia",303,93264,13
619.0,"Tennille CCD, Washington County, Georgia",303,92982,13
636.0,"Davisboro CCD, Washington County, Georgia",303,90894,13
1015.0,"Dallas CCD, Paulding County, Georgia",223,90858,13
1071.0,"Hiram CCD, Paulding County, Georgia",223,91494,13
989.0,"Yorkville CCD, Paulding County, Georgia",223,93462,13
584.0,"Patterson CCD, Pierce County, Georgia",229,92322,13
525.0,"Bristol CCD, Pierce County, Georgia",229,90396,13
646.0,"Blackshear CCD, Pierce County, Georgia",229,90282,13
884.0,"Zebulon CCD, Pike County, Georgia",231,93474,13
918.0,"Meansville CCD, Pike County, Georgia",231,91968,13
781.0,"Concord-Molena CCD, Pike County, Georgia",231,90768,13
1131.0,"Williamson CCD, Pike County, Georgia",231,93384,13
874.0,"Hephzibah CCD, Richmond County, Georgia",245,91452,13
1252.0,"Fort Gordon CCD, Richmond County, Georgia",245,91224,13
935.0,"Gracewood CCD, Richmond County, Georgia",245,91338,13
777.0,"Augusta CCD, Richmond County, Georgia",245,90168,13
439.0,"Newington CCD, Screven County, Georgia",251,92148,13
707.0,"Hiltonia CCD, Screven County, Georgia",251,91482,13
459.0,"Millhaven CCD, Screven County, Georgia",251,92022,13
668.0,"Rocky Ford CCD, Screven County, Georgia",251,92580,13
578.0,"Sylvania CCD, Screven County, Georgia",251,92934,13
504.0,"Reidsville CCD, Tattnall County, Georgia",267,92478,13
667.0,"Glennville CCD, Tattnall County, Georgia",267,91302,13
479.0,"Collins CCD, Tattnall County, Georgia",267,90738,13
