B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
4685.0,118.0,476.0,325.0,210.0,210.0,225.0,381.0,291.0,228.0,291.0,436.0,607.0,459.0,188.0,162.0,78.0,"Torrington CCD, Goshen County, Wyoming",015,93465,56
472.0,25.0,11.0,34.0,30.0,49.0,7.0,15.0,15.0,19.0,62.0,37.0,54.0,78.0,13.0,11.0,12.0,"Goshen Hole CCD, Goshen County, Wyoming",015,91430,56
171.0,14.0,0.0,0.0,7.0,0.0,13.0,10.0,0.0,16.0,5.0,12.0,8.0,52.0,11.0,23.0,0.0,"Rawhide Creek CCD, Goshen County, Wyoming",015,92585,56
5443.0,391.0,337.0,239.0,396.0,423.0,120.0,234.0,280.0,286.0,404.0,596.0,603.0,494.0,276.0,226.0,138.0,"Evanston CCD, Uinta County, Wyoming",041,91155,56
2262.0,81.0,111.0,34.0,126.0,48.0,74.0,76.0,85.0,99.0,179.0,167.0,464.0,234.0,281.0,169.0,34.0,"Bridger Valley CCD, Uinta County, Wyoming",041,90440,56
351.0,9.0,11.0,4.0,27.0,16.0,27.0,28.0,12.0,19.0,39.0,47.0,58.0,20.0,10.0,10.0,14.0,"Ten Sleep CCD, Washakie County, Wyoming",043,93300,56
3139.0,136.0,186.0,147.0,215.0,202.0,150.0,129.0,222.0,126.0,280.0,422.0,444.0,211.0,59.0,125.0,85.0,"Worland CCD, Washakie County, Wyoming",043,93795,56
1921.0,140.0,51.0,54.0,113.0,147.0,112.0,82.0,153.0,108.0,150.0,167.0,236.0,241.0,83.0,38.0,46.0,"Thermopolis West CCD, Hot Springs County, Wyoming",017,93410,56
232.0,40.0,36.0,16.0,9.0,32.0,4.0,12.0,10.0,3.0,4.0,6.0,14.0,30.0,5.0,11.0,0.0,"Thermopolis East CCD, Hot Springs County, Wyoming",017,93355,56
822.0,21.0,29.0,80.0,46.0,43.0,69.0,74.0,44.0,37.0,35.0,117.0,110.0,49.0,40.0,8.0,20.0,"Dubois CCD, Fremont County, Wyoming",013,91045,56
4623.0,200.0,182.0,293.0,155.0,146.0,241.0,256.0,185.0,223.0,462.0,567.0,542.0,454.0,313.0,273.0,131.0,"Lander CCD, Fremont County, Wyoming",013,92035,56
339.0,26.0,36.0,53.0,32.0,9.0,10.0,2.0,44.0,20.0,19.0,17.0,24.0,16.0,21.0,6.0,4.0,"Shoshoni CCD, Fremont County, Wyoming",013,93080,56
2348.0,59.0,14.0,65.0,27.0,152.0,0.0,62.0,111.0,281.0,111.0,97.0,546.0,316.0,346.0,136.0,25.0,"Pinedale CCD, Sublette County, Wyoming",035,92475,56
73.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"Boulder CCD, Sublette County, Wyoming",035,90385,56
776.0,8.0,4.0,31.0,38.0,20.0,13.0,52.0,17.0,53.0,60.0,77.0,154.0,155.0,18.0,14.0,62.0,"Big Piney CCD, Sublette County, Wyoming",035,90330,56
658.0,37.0,13.0,65.0,26.0,25.0,33.0,55.0,42.0,9.0,16.0,105.0,94.0,55.0,48.0,26.0,9.0,"Upton CCD, Weston County, Wyoming",045,93520,56
2524.0,145.0,158.0,192.0,93.0,38.0,96.0,127.0,137.0,79.0,208.0,231.0,387.0,254.0,176.0,111.0,92.0,"Newcastle CCD, Weston County, Wyoming",045,92255,56
1368.0,58.0,135.0,118.0,65.0,134.0,65.0,81.0,25.0,47.0,115.0,161.0,174.0,135.0,23.0,27.0,5.0,"Central Big Horn CCD, Big Horn County, Wyoming",003,90688,56
2046.0,134.0,149.0,178.0,97.0,66.0,112.0,63.0,92.0,87.0,210.0,207.0,252.0,210.0,102.0,45.0,42.0,"North Big Horn CCD, Big Horn County, Wyoming",003,92393,56
9338.0,502.0,418.0,471.0,524.0,536.0,426.0,577.0,499.0,472.0,712.0,946.0,1350.0,652.0,526.0,396.0,331.0,"Wind River Reservation CCD, Fremont County, Wyoming",013,93742,56
93.0,6.0,8.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,20.0,21.0,19.0,6.0,0.0,3.0,"Wind River Reservation CCD, Hot Springs County, Wyoming",017,93744,56
1067.0,51.0,29.0,53.0,78.0,48.0,48.0,68.0,42.0,31.0,107.0,164.0,163.0,94.0,60.0,23.0,8.0,"South Big Horn CCD, Big Horn County, Wyoming",003,93142,56
406.0,26.0,7.0,61.0,22.0,11.0,33.0,15.0,7.0,10.0,51.0,58.0,28.0,44.0,7.0,12.0,14.0,"East Niobrara CCD, Niobrara County, Wyoming",027,91128,56
576.0,76.0,41.0,22.0,38.0,93.0,28.0,62.0,14.0,2.0,46.0,56.0,21.0,33.0,28.0,5.0,11.0,"West Niobrara CCD, Niobrara County, Wyoming",027,93603,56
6325.0,157.0,113.0,110.0,120.0,200.0,115.0,132.0,167.0,142.0,379.0,658.0,1182.0,1049.0,776.0,642.0,383.0,"Gillette South CCD, Campbell County, Wyoming",005,91265,56
11263.0,505.0,520.0,286.0,576.0,499.0,381.0,521.0,453.0,291.0,562.0,1247.0,1749.0,1401.0,1077.0,834.0,361.0,"Gillette North CCD, Campbell County, Wyoming",005,91210,56
4898.0,165.0,118.0,199.0,309.0,254.0,371.0,144.0,131.0,246.0,382.0,565.0,744.0,493.0,283.0,233.0,261.0,"Afton CCD, Lincoln County, Wyoming",023,90055,56
443.0,0.0,2.0,11.0,36.0,14.0,13.0,4.0,26.0,7.0,48.0,53.0,98.0,83.0,0.0,32.0,16.0,"Kemmerer West CCD, Lincoln County, Wyoming",023,91980,56
1722.0,100.0,72.0,42.0,57.0,110.0,80.0,47.0,111.0,69.0,99.0,206.0,251.0,159.0,177.0,106.0,36.0,"Kemmerer East CCD, Lincoln County, Wyoming",023,91925,56
332.0,16.0,1.0,1.0,4.0,4.0,62.0,50.0,4.0,0.0,54.0,39.0,70.0,14.0,2.0,0.0,11.0,"Kaycee CCD, Johnson County, Wyoming",019,91870,56
3446.0,259.0,187.0,155.0,166.0,156.0,230.0,135.0,263.0,82.0,405.0,249.0,529.0,214.0,105.0,179.0,132.0,"Buffalo CCD, Johnson County, Wyoming",019,90495,56
