B07004I_001E,B07004I_002E,B07004I_003E,B07004I_004E,B07004I_005E,B07004I_006E,name,county,county subdivision,state
19.0,0.0,19.0,0.0,0.0,0.0,"District 3, Sequatchie County, Tennessee",153,90534,47
47.0,4.0,0.0,43.0,0.0,0.0,"District 4, Sequatchie County, Tennessee",153,90724,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 7, Scott County, Tennessee",151,91292,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 2, Sequatchie County, Tennessee",153,90344,47
78.0,78.0,0.0,0.0,0.0,0.0,"District 5, Sequatchie County, Tennessee",153,90914,47
252.0,252.0,0.0,0.0,0.0,0.0,"District 6, Sequatchie County, Tennessee",153,91104,47
73.0,73.0,0.0,0.0,0.0,0.0,"District 4, Jackson County, Tennessee",087,90658,47
8.0,0.0,0.0,6.0,2.0,0.0,"District 1, Jackson County, Tennessee",087,90088,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 7, Macon County, Tennessee",111,91252,47
116.0,92.0,0.0,24.0,0.0,0.0,"District 6, Macon County, Tennessee",111,91062,47
85.0,78.0,0.0,7.0,0.0,0.0,"District 4, Macon County, Tennessee",111,90682,47
26.0,26.0,0.0,0.0,0.0,0.0,"District 5, Macon County, Tennessee",111,90872,47
21.0,21.0,0.0,0.0,0.0,0.0,"District 8, Macon County, Tennessee",111,91442,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 9, Macon County, Tennessee",111,91632,47
183.0,60.0,0.0,91.0,32.0,0.0,"District 10, Macon County, Tennessee",111,91822,47
3.0,3.0,0.0,0.0,0.0,0.0,"District 5, Bledsoe County, Tennessee",007,90768,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 6, Bledsoe County, Tennessee",007,90958,47
802.0,802.0,0.0,0.0,0.0,0.0,"District 1, Blount County, Tennessee",009,90010,47
253.0,207.0,0.0,0.0,46.0,0.0,"District 2, Blount County, Tennessee",009,90200,47
583.0,515.0,39.0,0.0,6.0,23.0,"District 3, Blount County, Tennessee",009,90390,47
217.0,217.0,0.0,0.0,0.0,0.0,"District 4, Blount County, Tennessee",009,90580,47
185.0,149.0,11.0,25.0,0.0,0.0,"District 5, Blount County, Tennessee",009,90770,47
203.0,193.0,10.0,0.0,0.0,0.0,"District 6, Blount County, Tennessee",009,90960,47
383.0,329.0,20.0,9.0,25.0,0.0,"District 7, Blount County, Tennessee",009,91150,47
377.0,377.0,0.0,0.0,0.0,0.0,"District 8, Blount County, Tennessee",009,91340,47
654.0,632.0,0.0,0.0,0.0,22.0,"District 9, Blount County, Tennessee",009,91530,47
250.0,210.0,40.0,0.0,0.0,0.0,"District 10, Blount County, Tennessee",009,91720,47
68.0,68.0,0.0,0.0,0.0,0.0,"District 1, Bradley County, Tennessee",011,90012,47
593.0,587.0,0.0,6.0,0.0,0.0,"District 2, Bradley County, Tennessee",011,90202,47
1383.0,908.0,355.0,15.0,85.0,20.0,"District 3, Bradley County, Tennessee",011,90392,47
153.0,40.0,27.0,0.0,86.0,0.0,"District 4, Bradley County, Tennessee",011,90582,47
730.0,457.0,172.0,36.0,65.0,0.0,"District 5, Bradley County, Tennessee",011,90772,47
653.0,358.0,247.0,0.0,48.0,0.0,"District 6, Bradley County, Tennessee",011,90962,47
2213.0,1592.0,369.0,45.0,200.0,7.0,"District 7, Bradley County, Tennessee",011,91152,47
155.0,155.0,0.0,0.0,0.0,0.0,"District 1, Campbell County, Tennessee",013,90014,47
29.0,29.0,0.0,0.0,0.0,0.0,"District 2, Campbell County, Tennessee",013,90204,47
191.0,156.0,0.0,24.0,11.0,0.0,"District 3, Campbell County, Tennessee",013,90394,47
81.0,81.0,0.0,0.0,0.0,0.0,"District 4, Campbell County, Tennessee",013,90584,47
213.0,213.0,0.0,0.0,0.0,0.0,"District 3, Cannon County, Tennessee",015,90396,47
22.0,22.0,0.0,0.0,0.0,0.0,"District 5, Campbell County, Tennessee",013,90774,47
35.0,35.0,0.0,0.0,0.0,0.0,"District 1, Cannon County, Tennessee",015,90016,47
5.0,4.0,0.0,1.0,0.0,0.0,"District 2, Cannon County, Tennessee",015,90206,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 4, Cannon County, Tennessee",015,90586,47
20.0,14.0,6.0,0.0,0.0,0.0,"District 5, Cannon County, Tennessee",015,90776,47
137.0,73.0,0.0,53.0,11.0,0.0,"District 1, Carroll County, Tennessee",017,90018,47
86.0,86.0,0.0,0.0,0.0,0.0,"District 2, Carroll County, Tennessee",017,90208,47
82.0,63.0,0.0,0.0,19.0,0.0,"District 3, Carroll County, Tennessee",017,90398,47
176.0,176.0,0.0,0.0,0.0,0.0,"District 4, Carroll County, Tennessee",017,90588,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 5, Carroll County, Tennessee",017,90778,47
62.0,62.0,0.0,0.0,0.0,0.0,"District 6, Carroll County, Tennessee",017,90968,47
276.0,151.0,109.0,16.0,0.0,0.0,"District 10, Jefferson County, Tennessee",089,91800,47
199.0,188.0,8.0,0.0,3.0,0.0,"District 7, Jefferson County, Tennessee",089,91230,47
110.0,67.0,0.0,43.0,0.0,0.0,"District 8, Jefferson County, Tennessee",089,91420,47
355.0,274.0,81.0,0.0,0.0,0.0,"District 2, McMinn County, Tennessee",107,90298,47
107.0,17.0,90.0,0.0,0.0,0.0,"District 5, Decatur County, Tennessee",039,90800,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 2, Decatur County, Tennessee",039,90230,47
38.0,38.0,0.0,0.0,0.0,0.0,"District 3, Decatur County, Tennessee",039,90420,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 4, Decatur County, Tennessee",039,90610,47
79.0,79.0,0.0,0.0,0.0,0.0,"District 6, Decatur County, Tennessee",039,90990,47
14.0,14.0,0.0,0.0,0.0,0.0,"District 7, Decatur County, Tennessee",039,91180,47
102.0,0.0,95.0,7.0,0.0,0.0,"District 8, Decatur County, Tennessee",039,91370,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 9, Decatur County, Tennessee",039,91560,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 1, DeKalb County, Tennessee",041,90042,47
13.0,4.0,9.0,0.0,0.0,0.0,"District 2, DeKalb County, Tennessee",041,90232,47
70.0,61.0,0.0,0.0,0.0,9.0,"District 3, DeKalb County, Tennessee",041,90422,47
221.0,221.0,0.0,0.0,0.0,0.0,"District 4, DeKalb County, Tennessee",041,90612,47
483.0,374.0,109.0,0.0,0.0,0.0,"District 5, DeKalb County, Tennessee",041,90802,47
55.0,55.0,0.0,0.0,0.0,0.0,"District 6, DeKalb County, Tennessee",041,90992,47
628.0,533.0,0.0,95.0,0.0,0.0,"District 7, DeKalb County, Tennessee",041,91182,47
91.0,81.0,4.0,6.0,0.0,0.0,"District 1, Dickson County, Tennessee",043,90044,47
68.0,60.0,0.0,0.0,0.0,8.0,"District 2, Dickson County, Tennessee",043,90234,47
90.0,90.0,0.0,0.0,0.0,0.0,"District 6, Dickson County, Tennessee",043,90994,47
92.0,92.0,0.0,0.0,0.0,0.0,"District 3, Dickson County, Tennessee",043,90424,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 4, Dickson County, Tennessee",043,90614,47
63.0,63.0,0.0,0.0,0.0,0.0,"District 5, Dickson County, Tennessee",043,90804,47
321.0,321.0,0.0,0.0,0.0,0.0,"District 10, Dickson County, Tennessee",043,91754,47
222.0,222.0,0.0,0.0,0.0,0.0,"District 7, Dickson County, Tennessee",043,91184,47
358.0,172.0,0.0,62.0,124.0,0.0,"District 8, Dickson County, Tennessee",043,91374,47
91.0,24.0,67.0,0.0,0.0,0.0,"District 9, Dickson County, Tennessee",043,91564,47
218.0,216.0,0.0,2.0,0.0,0.0,"District 11, Dickson County, Tennessee",043,91944,47
69.0,69.0,0.0,0.0,0.0,0.0,"District 12, Dickson County, Tennessee",043,92134,47
97.0,97.0,0.0,0.0,0.0,0.0,"District 1, Dyer County, Tennessee",045,90046,47
23.0,23.0,0.0,0.0,0.0,0.0,"District 6, Lewis County, Tennessee",101,91052,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 7, Lewis County, Tennessee",101,91242,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 8, Lewis County, Tennessee",101,91432,47
4.0,0.0,4.0,0.0,0.0,0.0,"District 9, Lewis County, Tennessee",101,91622,47
85.0,55.0,0.0,0.0,19.0,11.0,"District 1, Lincoln County, Tennessee",103,90104,47
140.0,122.0,0.0,18.0,0.0,0.0,"District 2, Lincoln County, Tennessee",103,90294,47
67.0,67.0,0.0,0.0,0.0,0.0,"District 9, Jefferson County, Tennessee",089,91610,47
27.0,23.0,0.0,0.0,0.0,4.0,"District 1, Johnson County, Tennessee",091,90092,47
162.0,17.0,0.0,0.0,145.0,0.0,"District 2, Johnson County, Tennessee",091,90282,47
15.0,15.0,0.0,0.0,0.0,0.0,"District 3, Johnson County, Tennessee",091,90472,47
6.0,6.0,0.0,0.0,0.0,0.0,"District 4, Johnson County, Tennessee",091,90662,47
53.0,34.0,0.0,19.0,0.0,0.0,"District 5, Johnson County, Tennessee",091,90852,47
19.0,19.0,0.0,0.0,0.0,0.0,"District 6, Johnson County, Tennessee",091,91042,47
54.0,54.0,0.0,0.0,0.0,0.0,"District 7, Johnson County, Tennessee",091,91232,47
3484.0,2928.0,349.0,100.0,52.0,55.0,"District 1, Knox County, Tennessee",093,90094,47
1900.0,1621.0,249.0,9.0,9.0,12.0,"District 2, Knox County, Tennessee",093,90284,47
3645.0,3205.0,249.0,127.0,47.0,17.0,"District 3, Knox County, Tennessee",093,90474,47
2048.0,1703.0,215.0,16.0,77.0,37.0,"District 4, Knox County, Tennessee",093,90664,47
1673.0,1341.0,117.0,87.0,128.0,0.0,"District 5, Knox County, Tennessee",093,90854,47
1720.0,1186.0,259.0,187.0,87.0,1.0,"District 6, Knox County, Tennessee",093,91044,47
1387.0,1105.0,252.0,3.0,27.0,0.0,"District 7, Knox County, Tennessee",093,91234,47
671.0,549.0,42.0,47.0,32.0,1.0,"District 8, Knox County, Tennessee",093,91424,47
1134.0,660.0,228.0,133.0,113.0,0.0,"District 9, Knox County, Tennessee",093,91614,47
76.0,68.0,0.0,8.0,0.0,0.0,"District 1, Lake County, Tennessee",095,90096,47
36.0,29.0,2.0,5.0,0.0,0.0,"District 2, Lake County, Tennessee",095,90286,47
52.0,52.0,0.0,0.0,0.0,0.0,"District 3, Lake County, Tennessee",095,90476,47
12.0,12.0,0.0,0.0,0.0,0.0,"District 1, Lauderdale County, Tennessee",097,90098,47
277.0,156.0,121.0,0.0,0.0,0.0,"District 1, Sevier County, Tennessee",155,90156,47
227.0,227.0,0.0,0.0,0.0,0.0,"District 3, Sevier County, Tennessee",155,90536,47
910.0,840.0,70.0,0.0,0.0,0.0,"District 4, Sevier County, Tennessee",155,90726,47
1484.0,1265.0,62.0,39.0,102.0,16.0,"District 5, Sevier County, Tennessee",155,90916,47
356.0,356.0,0.0,0.0,0.0,0.0,"District 6, Sevier County, Tennessee",155,91106,47
756.0,580.0,28.0,0.0,0.0,148.0,"District 7, Sevier County, Tennessee",155,91296,47
262.0,236.0,0.0,0.0,26.0,0.0,"District 8, Sevier County, Tennessee",155,91486,47
22.0,3.0,19.0,0.0,0.0,0.0,"District 12, Lawrence County, Tennessee",099,92190,47
25.0,25.0,0.0,0.0,0.0,0.0,"District 13, Lawrence County, Tennessee",099,92380,47
20.0,16.0,0.0,0.0,4.0,0.0,"District 14, Lawrence County, Tennessee",099,92570,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 15, Lawrence County, Tennessee",099,92760,47
359.0,359.0,0.0,0.0,0.0,0.0,"District 16, Lawrence County, Tennessee",099,92950,47
7.0,7.0,0.0,0.0,0.0,0.0,"District 17, Lawrence County, Tennessee",099,93140,47
7.0,7.0,0.0,0.0,0.0,0.0,"District 18, Lawrence County, Tennessee",099,93330,47
48.0,48.0,0.0,0.0,0.0,0.0,"District 1, Lewis County, Tennessee",101,90102,47
17.0,17.0,0.0,0.0,0.0,0.0,"District 2, Lewis County, Tennessee",101,90292,47
18.0,18.0,0.0,0.0,0.0,0.0,"District 3, Lewis County, Tennessee",101,90482,47
13.0,13.0,0.0,0.0,0.0,0.0,"District 4, Lewis County, Tennessee",101,90672,47
34.0,12.0,22.0,0.0,0.0,0.0,"District 2, Lauderdale County, Tennessee",097,90288,47
90.0,78.0,0.0,0.0,12.0,0.0,"District 3, Lauderdale County, Tennessee",097,90478,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 4, Lauderdale County, Tennessee",097,90668,47
116.0,78.0,0.0,36.0,0.0,2.0,"District 5, Lauderdale County, Tennessee",097,90858,47
119.0,110.0,9.0,0.0,0.0,0.0,"District 6, Lauderdale County, Tennessee",097,91048,47
79.0,77.0,0.0,0.0,2.0,0.0,"District 7, Lauderdale County, Tennessee",097,91238,47
167.0,167.0,0.0,0.0,0.0,0.0,"District 8, Lauderdale County, Tennessee",097,91428,47
47.0,47.0,0.0,0.0,0.0,0.0,"District 1, Lawrence County, Tennessee",099,90100,47
5.0,0.0,4.0,0.0,0.0,1.0,"District 2, Lawrence County, Tennessee",099,90290,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 3, Lawrence County, Tennessee",099,90480,47
14.0,14.0,0.0,0.0,0.0,0.0,"District 4, Lawrence County, Tennessee",099,90670,47
60.0,60.0,0.0,0.0,0.0,0.0,"District 5, Lawrence County, Tennessee",099,90860,47
39.0,39.0,0.0,0.0,0.0,0.0,"District 6, Lawrence County, Tennessee",099,91050,47
0.0,0.0,0.0,0.0,0.0,0.0,"District 7, Lawrence County, Tennessee",099,91240,47
14.0,7.0,7.0,0.0,0.0,0.0,"District 8, Lawrence County, Tennessee",099,91430,47
79.0,79.0,0.0,0.0,0.0,0.0,"District 9, Lawrence County, Tennessee",099,91620,47
46.0,46.0,0.0,0.0,0.0,0.0,"District 10, Lawrence County, Tennessee",099,91810,47
95.0,95.0,0.0,0.0,0.0,0.0,"District 11, Lawrence County, Tennessee",099,92000,47
75.0,75.0,0.0,0.0,0.0,0.0,"District 1, Carter County, Tennessee",019,90020,47
59.0,59.0,0.0,0.0,0.0,0.0,"District 7, Carroll County, Tennessee",017,91158,47
7.0,7.0,0.0,0.0,0.0,0.0,"District 8, Carroll County, Tennessee",017,91348,47
65.0,65.0,0.0,0.0,0.0,0.0,"District 9, Carroll County, Tennessee",017,91538,47
62.0,62.0,0.0,0.0,0.0,0.0,"District 2, Carter County, Tennessee",019,90210,47
69.0,45.0,16.0,0.0,8.0,0.0,"District 3, Carter County, Tennessee",019,90400,47
