B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B07003_007E,B07003_008E,B07003_009E,B07003_010E,B07003_011E,B07003_012E,B07003_013E,B07003_014E,B07003_015E,B07003_016E,B07003_017E,B07003_018E,name,county,county subdivision,state
3998.0,2053.0,1945.0,3644.0,1908.0,1736.0,291.0,134.0,157.0,42.0,11.0,31.0,21.0,0.0,21.0,0.0,0.0,0.0,"South Wheatland township, Macon County, Illinois",115,71357,17
50469.0,23615.0,26854.0,39354.0,18445.0,20909.0,8578.0,4027.0,4551.0,1692.0,731.0,961.0,730.0,351.0,379.0,115.0,61.0,54.0,"Decatur township, Macon County, Illinois",115,18836,17
1475.0,670.0,805.0,1330.0,620.0,710.0,39.0,7.0,32.0,106.0,43.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pleasant View township, Macon County, Illinois",115,60677,17
10301.0,5184.0,5117.0,9395.0,4819.0,4576.0,554.0,221.0,333.0,96.0,48.0,48.0,247.0,93.0,154.0,9.0,3.0,6.0,"Long Creek township, Macon County, Illinois",115,44511,17
7083.0,3468.0,3615.0,6552.0,3152.0,3400.0,446.0,291.0,155.0,28.0,0.0,28.0,57.0,25.0,32.0,0.0,0.0,0.0,"Mount Zion township, Macon County, Illinois",115,51219,17
197.0,103.0,94.0,184.0,90.0,94.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Austin township, Macon County, Illinois",115,03051,17
1752.0,827.0,925.0,1542.0,712.0,830.0,93.0,45.0,48.0,114.0,67.0,47.0,0.0,0.0,0.0,3.0,3.0,0.0,"Illini township, Macon County, Illinois",115,37023,17
517.0,291.0,226.0,430.0,241.0,189.0,80.0,43.0,37.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,"Lynnville precinct, Morgan County, Illinois",137,91962,17
1865.0,982.0,883.0,1689.0,885.0,804.0,111.0,72.0,39.0,47.0,18.0,29.0,0.0,0.0,0.0,18.0,7.0,11.0,"Maroa township, Macon County, Illinois",115,47085,17
881.0,452.0,429.0,853.0,433.0,420.0,9.0,5.0,4.0,14.0,9.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,"Blue Mound township, Macon County, Illinois",115,06769,17
