B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B07003_007E,B07003_008E,B07003_009E,B07003_010E,B07003_011E,B07003_012E,B07003_013E,B07003_014E,B07003_015E,B07003_016E,B07003_017E,B07003_018E,name,county,county subdivision,state
5788.0,2939.0,2849.0,4694.0,2458.0,2236.0,442.0,86.0,356.0,131.0,40.0,91.0,510.0,355.0,155.0,11.0,0.0,11.0,"Kanab CCD, Kane County, Utah",025,91591,49
2135.0,1117.0,1018.0,2002.0,1062.0,940.0,77.0,35.0,42.0,25.0,2.0,23.0,31.0,18.0,13.0,0.0,0.0,0.0,"Enterprise CCD, Washington County, Utah",053,90817,49
123659.0,61127.0,62532.0,99312.0,49149.0,50163.0,12989.0,6329.0,6660.0,5316.0,2700.0,2616.0,5637.0,2721.0,2916.0,405.0,228.0,177.0,"St. George CCD, Washington County, Utah",053,92924,49
1368.0,649.0,719.0,1115.0,548.0,567.0,176.0,82.0,94.0,15.0,3.0,12.0,62.0,16.0,46.0,0.0,0.0,0.0,"Orderville CCD, Kane County, Utah",025,92494,49
26777.0,13797.0,12980.0,22817.0,11827.0,10990.0,1863.0,926.0,937.0,688.0,383.0,305.0,1163.0,566.0,597.0,246.0,95.0,151.0,"Park City CCD, Summit County, Utah",043,92580,49
6647.0,3412.0,3235.0,5999.0,3117.0,2882.0,301.0,113.0,188.0,234.0,109.0,125.0,88.0,61.0,27.0,25.0,12.0,13.0,"Kamas CCD, Summit County, Utah",043,91548,49
5921.0,3019.0,2902.0,5302.0,2739.0,2563.0,380.0,145.0,235.0,122.0,69.0,53.0,111.0,66.0,45.0,6.0,0.0,6.0,"Coalville CCD, Summit County, Utah",043,90430,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Uintah and Ouray CCD, Grand County, Utah",019,93526,49
9074.0,4578.0,4496.0,8246.0,4191.0,4055.0,608.0,261.0,347.0,30.0,28.0,2.0,189.0,98.0,91.0,1.0,0.0,1.0,"Moab CCD, Grand County, Utah",019,91935,49
1241.0,614.0,627.0,1134.0,530.0,604.0,14.0,2.0,12.0,37.0,31.0,6.0,56.0,51.0,5.0,0.0,0.0,0.0,"Circleville CCD, Piute County, Utah",031,90387,49
616.0,349.0,267.0,587.0,326.0,261.0,1.0,1.0,0.0,27.0,21.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,"Marysvale CCD, Piute County, Utah",031,91849,49
1177.0,650.0,527.0,1034.0,550.0,484.0,107.0,77.0,30.0,14.0,6.0,8.0,22.0,17.0,5.0,0.0,0.0,0.0,"Randolph-Woodruff CCD, Rich County, Utah",033,92752,49
1105.0,461.0,644.0,975.0,403.0,572.0,53.0,15.0,38.0,17.0,15.0,2.0,60.0,28.0,32.0,0.0,0.0,0.0,"Garden City-Laketown CCD, Rich County, Utah",033,91032,49
21.0,10.0,11.0,21.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Uintah and Ouray CCD, Wasatch County, Utah",051,93612,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Soldier Summit CCD, Wasatch County, Utah",051,93139,49
3573.0,1793.0,1780.0,3112.0,1558.0,1554.0,226.0,122.0,104.0,183.0,77.0,106.0,46.0,30.0,16.0,6.0,6.0,0.0,"Beaver CCD, Beaver County, Utah",001,90086,49
2695.0,1419.0,1276.0,2373.0,1240.0,1133.0,170.0,90.0,80.0,49.0,21.0,28.0,91.0,64.0,27.0,12.0,4.0,8.0,"Milford-Minersville CCD, Beaver County, Utah",001,91892,49
