B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
2487.0,2188.0,173.0,77.0,44.0,5.0,"Harrison township, Blackford County, Indiana",009,31630,18
23981.0,19102.0,2633.0,1365.0,830.0,51.0,"Perry township, Vanderburgh County, Indiana",163,59166,18
280.0,280.0,0.0,0.0,0.0,0.0,"Union township, Vanderburgh County, Indiana",163,77696,18
7955.0,7118.0,626.0,126.0,85.0,0.0,"Scott township, Vanderburgh County, Indiana",163,68472,18
7535.0,7094.0,359.0,0.0,82.0,0.0,"German township, Vanderburgh County, Indiana",163,27486,18
53245.0,43952.0,5922.0,1814.0,1471.0,86.0,"Knight township, Vanderburgh County, Indiana",163,40212,18
21030.0,17123.0,2888.0,586.0,402.0,31.0,"Pigeon township, Vanderburgh County, Indiana",163,59670,18
7071.0,6389.0,390.0,215.0,77.0,0.0,"Licking township, Blackford County, Indiana",009,43650,18
1131.0,1039.0,58.0,34.0,0.0,0.0,"Jackson township, Blackford County, Indiana",009,36774,18
850.0,811.0,0.0,30.0,0.0,9.0,"Washington township, Blackford County, Indiana",009,80360,18
1825.0,1546.0,32.0,247.0,0.0,0.0,"Jefferson township, Carroll County, Indiana",015,37872,18
1157.0,978.0,120.0,59.0,0.0,0.0,"Jackson township, Carroll County, Indiana",015,36828,18
2650.0,2460.0,62.0,107.0,21.0,0.0,"Monroe township, Carroll County, Indiana",015,50256,18
660.0,653.0,7.0,0.0,0.0,0.0,"Rock Creek township, Carroll County, Indiana",015,65268,18
871.0,829.0,29.0,13.0,0.0,0.0,"Democrat township, Carroll County, Indiana",015,17686,18
466.0,430.0,0.0,36.0,0.0,0.0,"Madison township, Carroll County, Indiana",015,45900,18
696.0,601.0,0.0,44.0,51.0,0.0,"Adams township, Carroll County, Indiana",015,00316,18
543.0,543.0,0.0,0.0,0.0,0.0,"Liberty township, Carroll County, Indiana",015,43200,18
3790.0,3402.0,263.0,114.0,5.0,6.0,"Deer Creek township, Carroll County, Indiana",015,17236,18
1563.0,1328.0,121.0,93.0,21.0,0.0,"Burlington township, Carroll County, Indiana",015,09262,18
2336.0,2095.0,188.0,53.0,0.0,0.0,"Tippecanoe township, Carroll County, Indiana",015,75824,18
382.0,343.0,39.0,0.0,0.0,0.0,"Washington township, Carroll County, Indiana",015,80414,18
3266.0,3070.0,143.0,35.0,18.0,0.0,"Lexington township, Scott County, Indiana",143,43164,18
1442.0,1275.0,117.0,19.0,23.0,8.0,"Finley township, Scott County, Indiana",143,23224,18
6038.0,5164.0,602.0,243.0,29.0,0.0,"Jennings township, Scott County, Indiana",143,38448,18
9366.0,7915.0,786.0,557.0,108.0,0.0,"Vienna township, Scott County, Indiana",143,79100,18
1645.0,1570.0,0.0,0.0,75.0,0.0,"Webster township, Harrison County, Indiana",061,82106,18
2335.0,2182.0,95.0,16.0,25.0,17.0,"Blue River township, Harrison County, Indiana",061,06058,18
3835.0,3442.0,56.0,178.0,146.0,13.0,"Franklin township, Harrison County, Indiana",061,25396,18
32967.0,27494.0,3248.0,692.0,1479.0,54.0,"Wayne township, Wayne County, Indiana",177,81944,18
25843.0,21776.0,1973.0,1402.0,677.0,15.0,"Pike township, Marion County, Indiana",097,59742,18
75971.0,60844.0,9450.0,3835.0,1600.0,242.0,"Center township, Marion County, Indiana",097,11512,18
28092.0,23650.0,2881.0,988.0,473.0,100.0,"Decatur township, Marion County, Indiana",097,17092,18
2578.0,2474.0,65.0,39.0,0.0,0.0,"Jackson township, Clay County, Indiana",021,36864,18
63942.0,54507.0,5909.0,2775.0,677.0,74.0,"Wayne township, Marion County, Indiana",097,81800,18
52221.0,47201.0,3470.0,916.0,538.0,96.0,"Warren township, Marion County, Indiana",097,80144,18
676.0,514.0,18.0,144.0,0.0,0.0,"Carrollton township, Carroll County, Indiana",015,10540,18
