B19013D_001E,name,county,county subdivision,state
82788.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
-666666666.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
-666666666.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
80515.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
228462.0,"Sebring CCD, Highlands County, Florida",055,93120,12
-666666666.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
48015.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
-666666666.0,"Branford CCD, Suwannee County, Florida",121,90299,12
-666666666.0,"Dade City CCD, Pasco County, Florida",101,90741,12
72656.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
-666666666.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
-666666666.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
-666666666.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
42885.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
-666666666.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
82763.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
-666666666.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
83750.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
-666666666.0,"Waldo CCD, Alachua County, Florida",001,93536,12
-666666666.0,"Arcadia West CCD, DeSoto County, Florida",027,90078,12
-666666666.0,"Arcadia East CCD, DeSoto County, Florida",027,90065,12
-666666666.0,"Altha CCD, Calhoun County, Florida",013,90026,12
108594.0,"Blountstown CCD, Calhoun County, Florida",013,90169,12
-666666666.0,"Fort White CCD, Columbia County, Florida",023,91183,12
78021.0,"Punta Gorda CCD, Charlotte County, Florida",015,92899,12
52333.0,"Grove City-Rotonda CCD, Charlotte County, Florida",015,91352,12
51923.0,"Port Charlotte CCD, Charlotte County, Florida",015,92834,12
-666666666.0,"North Columbia CCD, Columbia County, Florida",023,92366,12
-666666666.0,"Lake City CCD, Columbia County, Florida",023,91820,12
-666666666.0,"Cross City South CCD, Dixie County, Florida",029,90702,12
-666666666.0,"Cross City North CCD, Dixie County, Florida",029,90689,12
71307.0,"Stuart CCD, Martin County, Florida",085,93250,12
-666666666.0,"Indiantown CCD, Martin County, Florida",085,91586,12
78083.0,"Port Salerno-Hobe Sound CCD, Martin County, Florida",085,92873,12
52328.0,"Venice CCD, Sarasota County, Florida",115,93484,12
115511.0,"Interlachen-Florahome CCD, Putnam County, Florida",107,91612,12
97625.0,"Crescent City CCD, Putnam County, Florida",107,90663,12
-666666666.0,"Palatka CCD, Putnam County, Florida",107,92574,12
-666666666.0,"Interior County CCD, Sarasota County, Florida",115,91599,12
-666666666.0,"East Palatka CCD, Putnam County, Florida",107,90923,12
-666666666.0,"Englewood CCD, Sarasota County, Florida",115,90975,12
-666666666.0,"Longboat Key CCD, Sarasota County, Florida",115,91963,12
73112.0,"North Port CCD, Sarasota County, Florida",115,92431,12
49103.0,"Sarasota CCD, Sarasota County, Florida",115,93107,12
-666666666.0,"Raiford CCD, Union County, Florida",125,92925,12
-666666666.0,"Lake Butler CCD, Union County, Florida",125,91807,12
-666666666.0,"Worthington Springs CCD, Union County, Florida",125,93731,12
43320.0,"Spring Hill CCD, Hernando County, Florida",053,93230,12
-666666666.0,"DeLand CCD, Volusia County, Florida",127,90832,12
-666666666.0,"Hallandale Beach CCD, Broward County, Florida",011,91417,12
-666666666.0,"LaBelle CCD, Hendry County, Florida",051,91781,12
72554.0,"DeBary-Orange City CCD, Volusia County, Florida",127,90793,12
-666666666.0,"Midway CCD, Santa Rosa County, Florida",113,92218,12
-666666666.0,"Whiting Field CCD, Santa Rosa County, Florida",113,93659,12
-666666666.0,"Skyline CCD, Santa Rosa County, Florida",113,93127,12
-666666666.0,"Navarre Beach CCD, Santa Rosa County, Florida",113,92309,12
44429.0,"Holley-Navarre CCD, Santa Rosa County, Florida",113,91500,12
-666666666.0,"East Wakulla CCD, Wakulla County, Florida",129,90949,12
-666666666.0,"Caryville CCD, Washington County, Florida",133,90442,12
-666666666.0,"Vernon CCD, Washington County, Florida",133,93497,12
-666666666.0,"West Wakulla CCD, Wakulla County, Florida",129,93627,12
-666666666.0,"Chipley CCD, Washington County, Florida",133,90546,12
-666666666.0,"Starke CCD, Bradford County, Florida",007,93237,12
-666666666.0,"Brooker CCD, Bradford County, Florida",007,90312,12
-666666666.0,"Hampton CCD, Bradford County, Florida",007,91430,12
-666666666.0,"Lawtey CCD, Bradford County, Florida",007,91898,12
64630.0,"Melbourne CCD, Brevard County, Florida",009,92106,12
-666666666.0,"Space Center CCD, Brevard County, Florida",009,93224,12
