B07004D_001E,B07004D_002E,B07004D_003E,B07004D_004E,B07004D_005E,B07004D_006E,name,county,county subdivision,state
298.0,290.0,8.0,0.0,0.0,0.0,"Marana CCD, Pima County, Arizona",019,92040,04
65.0,65.0,0.0,0.0,0.0,0.0,"Ajo CCD, Pima County, Arizona",019,90051,04
26313.0,20121.0,3404.0,429.0,1085.0,1274.0,"Tucson CCD, Pima County, Arizona",019,93570,04
1090.0,1002.0,16.0,30.0,18.0,24.0,"Arivaca CCD, Pima County, Arizona",019,90153,04
165.0,165.0,0.0,0.0,0.0,0.0,"Gila Bend CCD, Maricopa County, Arizona",013,91377,04
32631.0,26450.0,3620.0,91.0,1463.0,1007.0,"Chandler CCD, Maricopa County, Arizona",013,90561,04
112619.0,89013.0,12909.0,704.0,4934.0,5059.0,"Phoenix CCD, Maricopa County, Arizona",013,92601,04
14021.0,11615.0,1239.0,25.0,671.0,471.0,"Deer Valley CCD, Maricopa County, Arizona",013,90867,04
66.0,46.0,20.0,0.0,0.0,0.0,"St. Johns CCD, Maricopa County, Arizona",013,93009,04
0.0,0.0,0.0,0.0,0.0,0.0,"San Carlos CCD, Graham County, Arizona",009,93111,04
1376.0,1158.0,99.0,9.0,100.0,10.0,"Wickenburg CCD, Maricopa County, Arizona",013,93774,04
1095.0,987.0,93.0,0.0,0.0,15.0,"Buckeye CCD, Maricopa County, Arizona",013,90459,04
100.0,100.0,0.0,0.0,0.0,0.0,"Payson CCD, Gila County, Arizona",007,92570,04
6.0,6.0,0.0,0.0,0.0,0.0,"Winkelman CCD, Gila County, Arizona",007,93927,04
75.0,58.0,16.0,0.0,0.0,1.0,"Salt River CCD, Maricopa County, Arizona",013,93060,04
218.0,158.0,52.0,0.0,0.0,8.0,"Globe-Miami CCD, Gila County, Arizona",007,91495,04
71.0,21.0,16.0,21.0,13.0,0.0,"Bonita-Klondyke CCD, Graham County, Arizona",009,90357,04
2.0,2.0,0.0,0.0,0.0,0.0,"Pima CCD, Graham County, Arizona",009,92652,04
202.0,160.0,16.0,0.0,6.0,20.0,"Safford CCD, Graham County, Arizona",009,92907,04
381.0,348.0,0.0,28.0,0.0,5.0,"Nogales CCD, Santa Cruz County, Arizona",023,92295,04
14.0,10.0,0.0,0.0,4.0,0.0,"Patagonia CCD, Santa Cruz County, Arizona",023,92550,04
8.0,8.0,0.0,0.0,0.0,0.0,"Benson CCD, Cochise County, Arizona",003,90255,04
1641.0,1176.0,110.0,68.0,244.0,43.0,"Sierra Vista CCD, Cochise County, Arizona",003,93182,04
10.0,10.0,0.0,0.0,0.0,0.0,"Willcox CCD, Cochise County, Arizona",003,93825,04
156.0,116.0,40.0,0.0,0.0,0.0,"Douglas CCD, Cochise County, Arizona",003,90969,04
464.0,401.0,0.0,20.0,25.0,18.0,"Bisbee CCD, Cochise County, Arizona",003,90306,04
162.0,134.0,0.0,2.0,26.0,0.0,"Parker CCD, La Paz County, Arizona",012,92480,04
