B01002_001E,B01002_002E,B01002_003E,name,county,county subdivision,state
40.9,39.4,44.1,"Timberlake district, Campbell County, Virginia",031,96087,51
47.3,46.5,48.3,"Concord district, Campbell County, Virginia",031,90968,51
45.4,46.7,44.7,"Seneca district, Campbell County, Virginia",031,95623,51
45.1,42.8,49.0,"Brookneal district, Campbell County, Virginia",031,90504,51
40.9,38.3,42.4,"Rustburg district, Campbell County, Virginia",031,95503,51
40.1,38.2,41.5,"Tuckahoe district, Henrico County, Virginia",087,96119,51
38.5,35.0,41.2,"Fairfield district, Henrico County, Virginia",087,93511,51
36.6,36.0,36.9,"Three Chopt district, Henrico County, Virginia",087,96079,51
44.8,42.7,46.7,"Iriswood district, Henry County, Virginia",089,93975,51
37.2,35.5,39.2,"Brookland district, Henrico County, Virginia",087,90496,51
40.0,38.3,41.0,"Varina district, Henrico County, Virginia",087,96175,51
47.4,45.7,49.1,"Collinsville district, Henry County, Virginia",089,90944,51
45.8,44.2,49.1,"Reed Creek district, Henry County, Virginia",089,95263,51
45.8,44.8,47.1,"Blackberry district, Henry County, Virginia",089,90288,51
46.2,44.4,47.4,"Ridgeway district, Henry County, Virginia",089,95295,51
50.1,48.5,51.8,"Horsepasture district, Henry County, Virginia",089,93919,51
33.3,30.8,34.7,"Dahlgren district, King George County, Virginia",099,91080,51
40.2,38.8,41.7,"James Monroe district, King George County, Virginia",099,94039,51
37.1,37.4,36.0,"Shiloh district, King George County, Virginia",099,95687,51
36.5,36.6,36.4,"James Madison district, King George County, Virginia",099,94031,51
43.8,42.5,47.0,"West Point district, King William County, Virginia",101,96327,51
42.3,42.1,42.6,"Acquinton district, King William County, Virginia",101,90016,51
35.9,32.8,40.1,"Mangohick district, King William County, Virginia",101,94479,51
46.0,48.6,45.5,"Mountain Road district, Louisa County, Virginia",109,94759,51
44.9,45.6,44.8,"Patrick Henry district, Louisa County, Virginia",109,95015,51
42.3,38.4,44.8,"Louisa district, Louisa County, Virginia",109,94375,51
47.5,42.0,49.9,"Mineral district, Louisa County, Virginia",109,94711,51
52.1,50.0,53.2,"Cuckoo district, Louisa County, Virginia",109,91040,51
42.4,44.8,39.8,"Green Spring district, Louisa County, Virginia",109,93767,51
40.1,40.3,40.0,"Jackson district, Louisa County, Virginia",109,93999,51
54.8,54.9,54.7,"Chesapeake district, Mathews County, Virginia",115,90808,51
55.8,55.4,57.1,"Westville district, Mathews County, Virginia",115,96335,51
48.0,47.3,49.0,"Piankatank district, Mathews County, Virginia",115,95055,51
46.4,46.7,44.9,"Jamaica district, Middlesex County, Virginia",119,94023,51
58.0,55.4,60.7,"Pine Top district, Middlesex County, Virginia",119,95079,51
50.4,49.4,50.9,"Saluda district, Middlesex County, Virginia",119,95559,51
45.6,47.6,43.8,"District 501, Prince Edward County, Virginia",147,92593,51
46.5,37.6,51.7,"District 701, Prince Edward County, Virginia",147,92613,51
