C16001_001E,C16001_002E,C16001_004E,C16001_005E,C16001_007E,C16001_008E,C16001_010E,C16001_011E,C16001_013E,C16001_014E,C16001_016E,C16001_017E,C16001_019E,C16001_020E,C16001_022E,C16001_023E,C16001_025E,C16001_026E,C16001_028E,C16001_029E,C16001_031E,C16001_032E,C16001_034E,C16001_035E,C16001_037E,C16001_038E,name,county,county subdivision,state
3453.0,3249.0,52.0,0.0,24.0,10.0,8.0,0.0,0.0,0.0,93.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,"Little Compton town, Newport County, Rhode Island",005,42400,44
15354.0,13662.0,353.0,153.0,137.0,0.0,18.0,0.0,47.0,19.0,276.0,155.0,99.0,4.0,39.0,26.0,15.0,16.0,91.0,30.0,65.0,0.0,22.0,50.0,59.0,18.0,"Middletown town, Newport County, Rhode Island",005,45460,44
23362.0,20232.0,1282.0,670.0,180.0,29.0,45.0,11.0,67.0,29.0,379.0,71.0,18.0,0.0,43.0,16.0,0.0,0.0,21.0,0.0,107.0,43.0,26.0,0.0,93.0,0.0,"Newport city, Newport County, Rhode Island",005,49960,44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"County subdivisions not defined, Newport County, Rhode Island",005,00000,44
5341.0,4744.0,43.0,0.0,12.0,28.0,127.0,0.0,0.0,0.0,178.0,49.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,"Jamestown town, Newport County, Rhode Island",005,36820,44
16919.0,15408.0,443.0,22.0,217.0,34.0,142.0,0.0,187.0,0.0,283.0,27.0,9.0,44.0,11.0,18.0,0.0,10.0,19.0,0.0,31.0,0.0,14.0,0.0,0.0,0.0,"Portsmouth town, Newport County, Rhode Island",005,57880,44
15117.0,14062.0,59.0,0.0,117.0,9.0,16.0,0.0,18.0,11.0,546.0,77.0,0.0,0.0,0.0,0.0,15.0,0.0,6.0,0.0,30.0,29.0,0.0,0.0,94.0,28.0,"Tiverton town, Newport County, Rhode Island",005,70880,44
77032.0,69380.0,1758.0,800.0,294.0,24.0,181.0,13.0,205.0,45.0,2029.0,700.0,26.0,44.0,133.0,183.0,15.0,11.0,195.0,53.0,380.0,244.0,29.0,38.0,234.0,18.0,"Warwick city, Kent County, Rhode Island",003,74300,44
33364.0,31340.0,356.0,66.0,247.0,59.0,26.0,10.0,134.0,76.0,543.0,134.0,0.0,0.0,26.0,22.0,0.0,0.0,0.0,0.0,147.0,52.0,74.0,30.0,0.0,22.0,"Coventry town, Kent County, Rhode Island",003,18640,44
27131.0,24586.0,487.0,234.0,182.0,54.0,28.0,0.0,37.0,33.0,705.0,287.0,0.0,0.0,40.0,78.0,0.0,0.0,0.0,11.0,154.0,107.0,36.0,33.0,39.0,0.0,"West Warwick town, Kent County, Rhode Island",003,78440,44
5926.0,5500.0,113.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,61.0,42.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,22.0,22.0,"West Greenwich town, Kent County, Rhode Island",003,77720,44
12543.0,11566.0,188.0,21.0,81.0,0.0,34.0,0.0,28.0,43.0,190.0,23.0,0.0,0.0,82.0,155.0,18.0,0.0,0.0,0.0,35.0,19.0,34.0,0.0,15.0,11.0,"East Greenwich town, Kent County, Rhode Island",003,22240,44
33080.0,27515.0,1308.0,567.0,465.0,95.0,24.0,31.0,18.0,61.0,1575.0,845.0,0.0,0.0,194.0,50.0,0.0,0.0,0.0,0.0,139.0,88.0,61.0,14.0,30.0,0.0,"Cumberland town, Providence County, Rhode Island",007,20080,44
38932.0,28788.0,2942.0,2106.0,1110.0,415.0,64.0,5.0,108.0,99.0,606.0,206.0,73.0,24.0,104.0,117.0,132.0,241.0,28.0,27.0,845.0,551.0,21.0,14.0,219.0,87.0,"Woonsocket city, Providence County, Rhode Island",007,80780,44
30955.0,24356.0,1637.0,1197.0,472.0,79.0,29.0,9.0,268.0,177.0,1101.0,322.0,5.0,0.0,0.0,68.0,33.0,47.0,69.0,0.0,247.0,81.0,173.0,258.0,262.0,65.0,"North Providence town, Providence County, Rhode Island",007,51760,44
20369.0,17429.0,435.0,201.0,319.0,72.0,8.0,0.0,100.0,9.0,1061.0,239.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,73.0,28.0,222.0,111.0,43.0,0.0,"Lincoln town, Providence County, Rhode Island",007,41500,44
45124.0,34955.0,1059.0,619.0,433.0,151.0,42.0,19.0,19.0,64.0,4047.0,2734.0,0.0,0.0,0.0,281.0,0.0,19.0,8.0,17.0,429.0,119.0,70.0,30.0,9.0,0.0,"East Providence city, Providence County, Rhode Island",007,22960,44
9450.0,9121.0,82.0,8.0,54.0,0.0,9.0,15.0,0.0,0.0,81.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,14.0,0.0,0.0,0.0,"Glocester town, Providence County, Rhode Island",007,30340,44
11778.0,10640.0,216.0,33.0,596.0,116.0,24.0,0.0,5.0,20.0,64.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,11.0,0.0,5.0,0.0,"North Smithfield town, Providence County, Rhode Island",007,52480,44
17587.0,5188.0,4565.0,5362.0,628.0,390.0,0.0,0.0,48.0,112.0,501.0,641.0,0.0,0.0,24.0,16.0,0.0,0.0,19.0,0.0,5.0,8.0,20.0,15.0,37.0,8.0,"Central Falls city, Providence County, Rhode Island",007,14140,44
20884.0,19218.0,203.0,132.0,272.0,11.0,20.0,22.0,79.0,37.0,415.0,54.0,25.0,0.0,88.0,43.0,21.0,0.0,17.0,0.0,96.0,109.0,4.0,0.0,16.0,2.0,"Smithfield town, Providence County, Rhode Island",007,66200,44
66863.0,39268.0,7405.0,5986.0,2650.0,1848.0,35.0,36.0,157.0,236.0,4161.0,3229.0,11.0,9.0,60.0,149.0,54.0,95.0,36.0,17.0,152.0,137.0,100.0,127.0,650.0,255.0,"Pawtucket city, Providence County, Rhode Island",007,54640,44
168220.0,84883.0,35203.0,27549.0,2783.0,930.0,301.0,47.0,494.0,181.0,3807.0,1538.0,407.0,231.0,1330.0,1088.0,231.0,243.0,111.0,48.0,1981.0,2325.0,218.0,180.0,1748.0,363.0,"Providence city, Providence County, Rhode Island",007,59000,44
4462.0,4209.0,0.0,16.0,74.0,5.0,15.0,0.0,10.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,"Foster town, Providence County, Rhode Island",007,27460,44
27714.0,23720.0,1145.0,638.0,172.0,24.0,22.0,0.0,164.0,68.0,982.0,349.0,0.0,0.0,32.0,32.0,0.0,0.0,31.0,4.0,172.0,71.0,42.0,0.0,46.0,0.0,"Johnston town, Providence County, Rhode Island",007,37720,44
10187.0,9630.0,46.0,92.0,33.0,0.0,69.0,0.0,0.0,0.0,150.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,15.0,0.0,0.0,0.0,17.0,0.0,"Scituate town, Providence County, Rhode Island",007,64220,44
