B25003D_001E,B25003D_002E,B25003D_003E,name,county,county subdivision,state
0.0,0.0,0.0,"Kanab CCD, Kane County, Utah",025,91591,49
10.0,10.0,0.0,"Enterprise CCD, Washington County, Utah",053,90817,49
245.0,166.0,79.0,"St. George CCD, Washington County, Utah",053,92924,49
0.0,0.0,0.0,"Orderville CCD, Kane County, Utah",025,92494,49
201.0,104.0,97.0,"Park City CCD, Summit County, Utah",043,92580,49
0.0,0.0,0.0,"Kamas CCD, Summit County, Utah",043,91548,49
0.0,0.0,0.0,"Coalville CCD, Summit County, Utah",043,90430,49
0.0,0.0,0.0,"Uintah and Ouray CCD, Grand County, Utah",019,93526,49
0.0,0.0,0.0,"Moab CCD, Grand County, Utah",019,91935,49
0.0,0.0,0.0,"Circleville CCD, Piute County, Utah",031,90387,49
0.0,0.0,0.0,"Marysvale CCD, Piute County, Utah",031,91849,49
0.0,0.0,0.0,"Randolph-Woodruff CCD, Rich County, Utah",033,92752,49
0.0,0.0,0.0,"Garden City-Laketown CCD, Rich County, Utah",033,91032,49
0.0,0.0,0.0,"Uintah and Ouray CCD, Wasatch County, Utah",051,93612,49
0.0,0.0,0.0,"Soldier Summit CCD, Wasatch County, Utah",051,93139,49
0.0,0.0,0.0,"Beaver CCD, Beaver County, Utah",001,90086,49
16.0,16.0,0.0,"Milford-Minersville CCD, Beaver County, Utah",001,91892,49
51.0,35.0,16.0,"Brigham City CCD, Box Elder County, Utah",003,90258,49
108.0,73.0,35.0,"Tremonton CCD, Box Elder County, Utah",003,93440,49
0.0,0.0,0.0,"West Box Elder CCD, Box Elder County, Utah",003,93827,49
5.0,0.0,5.0,"Howell-Snowville CCD, Box Elder County, Utah",003,91419,49
16.0,16.0,0.0,"Parowan CCD, Iron County, Utah",021,92623,49
0.0,0.0,0.0,"Beryl-Newcastle CCD, Iron County, Utah",021,90129,49
86.0,54.0,32.0,"Cedar City CCD, Iron County, Utah",021,90344,49
4.0,0.0,4.0,"Mount Pleasant-Moroni CCD, Sanpete County, Utah",039,92150,49
0.0,0.0,0.0,"Gunnison CCD, Sanpete County, Utah",039,91204,49
19.0,19.0,0.0,"Ephraim-Manti CCD, Sanpete County, Utah",039,90860,49
5.0,5.0,0.0,"Richfield CCD, Sevier County, Utah",041,92838,49
16.0,5.0,11.0,"Monroe CCD, Sevier County, Utah",041,91978,49
0.0,0.0,0.0,"Salina CCD, Sevier County, Utah",041,92967,49
0.0,0.0,0.0,"Goshen CCD, Utah County, Utah",049,91118,49
432.0,288.0,144.0,"American Fork-Pleasant Grove CCD, Utah County, Utah",049,90043,49
1405.0,597.0,808.0,"Provo-Orem CCD, Utah County, Utah",049,92709,49
285.0,216.0,69.0,"Lehi CCD, Utah County, Utah",049,91634,49
66.0,49.0,17.0,"Spanish Fork-Payson CCD, Utah County, Utah",049,93268,49
37.0,26.0,11.0,"Springville-Mapleton CCD, Utah County, Utah",049,93311,49
