B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
376.0,0.0,25.0,21.0,52.0,48.0,88.0,32.0,0.0,23.0,41.0,25.0,0.0,0.0,0.0,0.0,21.0,"Skinnersville township, Washington County, North Carolina",187,92968,37
1305.0,100.0,60.0,89.0,54.0,82.0,21.0,64.0,65.0,91.0,206.0,216.0,116.0,102.0,29.0,10.0,0.0,"Plymouth township, Washington County, North Carolina",187,92540,37
518.0,17.0,16.0,22.0,34.0,55.0,31.0,81.0,64.0,38.0,53.0,50.0,1.0,7.0,34.0,14.0,1.0,"Scuppernong township, Washington County, North Carolina",187,92876,37
462.0,17.0,0.0,30.0,81.0,0.0,18.0,13.0,16.0,20.0,36.0,124.0,61.0,31.0,0.0,15.0,0.0,"Lees Mill township, Washington County, North Carolina",187,91768,37
1169.0,112.0,7.0,40.0,29.0,24.0,59.0,92.0,58.0,16.0,122.0,131.0,151.0,118.0,82.0,80.0,48.0,"Courthouse township, Camden County, North Carolina",029,90784,37
795.0,60.0,26.0,20.0,69.0,21.0,24.0,60.0,27.0,28.0,70.0,36.0,145.0,145.0,8.0,39.0,17.0,"Shiloh township, Camden County, North Carolina",029,92920,37
1140.0,9.0,27.0,14.0,14.0,47.0,25.0,26.0,49.0,67.0,78.0,122.0,394.0,108.0,44.0,100.0,16.0,"South Mills township, Camden County, North Carolina",029,93044,37
361.0,0.0,42.0,35.0,0.0,49.0,48.0,0.0,0.0,0.0,0.0,66.0,96.0,13.0,0.0,12.0,0.0,"Sweetwater township, Clay County, North Carolina",043,93192,37
592.0,59.0,9.0,91.0,45.0,32.0,14.0,23.0,80.0,48.0,21.0,44.0,48.0,0.0,17.0,50.0,11.0,"Shooting Creek township, Clay County, North Carolina",043,92944,37
355.0,0.0,50.0,11.0,55.0,19.0,0.0,16.0,0.0,14.0,31.0,38.0,39.0,53.0,0.0,0.0,29.0,"Tusquittee township, Clay County, North Carolina",043,93792,37
933.0,76.0,110.0,0.0,62.0,17.0,122.0,67.0,79.0,94.0,71.0,155.0,38.0,28.0,0.0,0.0,14.0,"Brasstown township, Clay County, North Carolina",043,90360,37
1727.0,150.0,113.0,245.0,170.0,50.0,189.0,166.0,57.0,76.0,81.0,91.0,155.0,67.0,69.0,31.0,17.0,"Hayesville township, Clay County, North Carolina",043,91436,37
