B19013B_001E,name,county,county subdivision,state
66408.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
-666666666.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
17239.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
35653.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
26006.0,"Sebring CCD, Highlands County, Florida",055,93120,12
17330.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
28875.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
156010.0,"Branford CCD, Suwannee County, Florida",121,90299,12
34338.0,"Dade City CCD, Pasco County, Florida",101,90741,12
34205.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
25357.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
-666666666.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
37599.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
26688.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
42928.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
47180.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
44306.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
26781.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
32885.0,"Waldo CCD, Alachua County, Florida",001,93536,12
23043.0,"Arcadia West CCD, DeSoto County, Florida",027,90078,12
25393.0,"Arcadia East CCD, DeSoto County, Florida",027,90065,12
32315.0,"Altha CCD, Calhoun County, Florida",013,90026,12
21625.0,"Blountstown CCD, Calhoun County, Florida",013,90169,12
63056.0,"Fort White CCD, Columbia County, Florida",023,91183,12
20273.0,"Punta Gorda CCD, Charlotte County, Florida",015,92899,12
64500.0,"Grove City-Rotonda CCD, Charlotte County, Florida",015,91352,12
35264.0,"Port Charlotte CCD, Charlotte County, Florida",015,92834,12
11533.0,"North Columbia CCD, Columbia County, Florida",023,92366,12
36152.0,"Lake City CCD, Columbia County, Florida",023,91820,12
-666666666.0,"Cross City South CCD, Dixie County, Florida",029,90702,12
27125.0,"Cross City North CCD, Dixie County, Florida",029,90689,12
27271.0,"Stuart CCD, Martin County, Florida",085,93250,12
29821.0,"Indiantown CCD, Martin County, Florida",085,91586,12
41399.0,"Port Salerno-Hobe Sound CCD, Martin County, Florida",085,92873,12
93519.0,"Venice CCD, Sarasota County, Florida",115,93484,12
32783.0,"Interlachen-Florahome CCD, Putnam County, Florida",107,91612,12
23538.0,"Crescent City CCD, Putnam County, Florida",107,90663,12
18604.0,"Palatka CCD, Putnam County, Florida",107,92574,12
-666666666.0,"Interior County CCD, Sarasota County, Florida",115,91599,12
19643.0,"East Palatka CCD, Putnam County, Florida",107,90923,12
-666666666.0,"Englewood CCD, Sarasota County, Florida",115,90975,12
-666666666.0,"Longboat Key CCD, Sarasota County, Florida",115,91963,12
39483.0,"North Port CCD, Sarasota County, Florida",115,92431,12
27236.0,"Sarasota CCD, Sarasota County, Florida",115,93107,12
-666666666.0,"Raiford CCD, Union County, Florida",125,92925,12
25441.0,"Lake Butler CCD, Union County, Florida",125,91807,12
40469.0,"Worthington Springs CCD, Union County, Florida",125,93731,12
55012.0,"Spring Hill CCD, Hernando County, Florida",053,93230,12
26082.0,"DeLand CCD, Volusia County, Florida",127,90832,12
34449.0,"Hallandale Beach CCD, Broward County, Florida",011,91417,12
25076.0,"LaBelle CCD, Hendry County, Florida",051,91781,12
51296.0,"DeBary-Orange City CCD, Volusia County, Florida",127,90793,12
71886.0,"Midway CCD, Santa Rosa County, Florida",113,92218,12
-666666666.0,"Whiting Field CCD, Santa Rosa County, Florida",113,93659,12
-666666666.0,"Skyline CCD, Santa Rosa County, Florida",113,93127,12
-666666666.0,"Navarre Beach CCD, Santa Rosa County, Florida",113,92309,12
83421.0,"Holley-Navarre CCD, Santa Rosa County, Florida",113,91500,12
49886.0,"East Wakulla CCD, Wakulla County, Florida",129,90949,12
11181.0,"Caryville CCD, Washington County, Florida",133,90442,12
32284.0,"Vernon CCD, Washington County, Florida",133,93497,12
-666666666.0,"West Wakulla CCD, Wakulla County, Florida",129,93627,12
-666666666.0,"Chipley CCD, Washington County, Florida",133,90546,12
23914.0,"Starke CCD, Bradford County, Florida",007,93237,12
-666666666.0,"Brooker CCD, Bradford County, Florida",007,90312,12
37636.0,"Hampton CCD, Bradford County, Florida",007,91430,12
17847.0,"Lawtey CCD, Bradford County, Florida",007,91898,12
24957.0,"Melbourne CCD, Brevard County, Florida",009,92106,12
-666666666.0,"Space Center CCD, Brevard County, Florida",009,93224,12
32431.0,"Titusville CCD, Brevard County, Florida",009,93419,12
41388.0,"Cocoa-Rockledge CCD, Brevard County, Florida",009,90624,12
-666666666.0,"Melbourne Shores-Floridana Beach CCD, Brevard County, Florida",009,92119,12
40316.0,"Merritt Island CCD, Brevard County, Florida",009,92132,12
48430.0,"Cocoa Beach-Cape Canaveral CCD, Brevard County, Florida",009,90611,12
36775.0,"Palm Bay CCD, Brevard County, Florida",009,92587,12
55111.0,"Indialantic-Melbourne Beach CCD, Brevard County, Florida",009,91573,12
37266.0,"Malabar CCD, Brevard County, Florida",009,92028,12
84036.0,"West Brevard CCD, Brevard County, Florida",009,93588,12
53711.0,"Orange Park CCD, Clay County, Florida",019,92509,12
71250.0,"Middleburg-Clay Hill CCD, Clay County, Florida",019,92197,12
118057.0,"Penney Farms CCD, Clay County, Florida",019,92678,12
31287.0,"Green Cove Springs CCD, Clay County, Florida",019,91300,12
-666666666.0,"Keystone Heights CCD, Clay County, Florida",019,91742,12
-666666666.0,"Day CCD, Lafayette County, Florida",067,90767,12
31530.0,"Mayo CCD, Lafayette County, Florida",067,92093,12
31276.0,"Fruitland Park-Lady Lake CCD, Lake County, Florida",069,91235,12
43594.0,"Groveland-Mascotte CCD, Lake County, Florida",069,91365,12
49050.0,"Leesburg East CCD, Lake County, Florida",069,91924,12
30875.0,"Eustis CCD, Lake County, Florida",069,91014,12
53703.0,"Clermont CCD, Lake County, Florida",069,90585,12
56169.0,"Howey-in-the-Hills-Okahumpka CCD, Lake County, Florida",069,91541,12
46187.0,"Umatilla CCD, Lake County, Florida",069,93445,12
32554.0,"Tavares CCD, Lake County, Florida",069,93393,12
19770.0,"Leesburg CCD, Lake County, Florida",069,91911,12
39071.0,"Mount Dora CCD, Lake County, Florida",069,92262,12
-666666666.0,"Yulee CCD, Nassau County, Florida",089,93757,12
63333.0,"Callahan-Hilliard CCD, Nassau County, Florida",089,90364,12
25256.0,"Fernandina Beach CCD, Nassau County, Florida",089,91079,12
35049.0,"Clearwater CCD, Pinellas County, Florida",103,90572,12
31980.0,"St. Petersburg CCD, Pinellas County, Florida",103,93042,12
34063.0,"Tarpon Springs CCD, Pinellas County, Florida",103,93380,12
-666666666.0,"St. Pete Beach CCD, Pinellas County, Florida",103,93036,12
39028.0,"Boca Ciega CCD, Pinellas County, Florida",103,90182,12
19141.0,"Frostproof CCD, Polk County, Florida",105,91209,12
32266.0,"Lakeland CCD, Polk County, Florida",105,91833,12
38756.0,"Haines City CCD, Polk County, Florida",105,91404,12
27169.0,"Lake Wales CCD, Polk County, Florida",105,91859,12
41660.0,"Bartow CCD, Polk County, Florida",105,90117,12
30755.0,"Winter Haven-Auburndale CCD, Polk County, Florida",105,93718,12
-666666666.0,"West St. Lucie CCD, St. Lucie County, Florida",111,93620,12
25475.0,"Fort Pierce CCD, St. Lucie County, Florida",111,91157,12
-666666666.0,"Hutchinson Island CCD, St. Lucie County, Florida",111,91547,12
51596.0,"Port St. Lucie CCD, St. Lucie County, Florida",111,92866,12
-666666666.0,"Northeast Glades CCD, Glades County, Florida",043,92379,12
26417.0,"Southwest Glades CCD, Glades County, Florida",043,93185,12
27024.0,"Clewiston CCD, Hendry County, Florida",051,90598,12
26214.0,"Fellsmere CCD, Indian River County, Florida",061,91066,12
35324.0,"Vero Beach CCD, Indian River County, Florida",061,93510,12
34071.0,"Alford CCD, Jackson County, Florida",063,90013,12
22601.0,"Cottondale CCD, Jackson County, Florida",063,90650,12
19840.0,"Marianna CCD, Jackson County, Florida",063,92067,12
35982.0,"Graceville CCD, Jackson County, Florida",063,91287,12
17454.0,"Sneads CCD, Jackson County, Florida",063,93133,12
35406.0,"Malone CCD, Jackson County, Florida",063,92041,12
26080.0,"Campbellton CCD, Jackson County, Florida",063,90377,12
30882.0,"Greenwood CCD, Jackson County, Florida",063,91339,12
21645.0,"Cypress CCD, Jackson County, Florida",063,90728,12
21722.0,"Belle Glade-Pahokee CCD, Palm Beach County, Florida",099,90143,12
45544.0,"Boynton Beach-Delray Beach CCD, Palm Beach County, Florida",099,90260,12
62686.0,"Royal Palm Beach-West Jupiter CCD, Palm Beach County, Florida",099,92990,12
14331.0,"Glades CCD, Palm Beach County, Florida",099,91274,12
35774.0,"Boca Raton CCD, Palm Beach County, Florida",099,90208,12
67786.0,"Sunshine Parkway CCD, Palm Beach County, Florida",099,93276,12
37649.0,"Jupiter CCD, Palm Beach County, Florida",099,91690,12
39889.0,"Lake Worth CCD, Palm Beach County, Florida",099,91872,12
37060.0,"Riviera Beach CCD, Palm Beach County, Florida",099,92977,12
36546.0,"West Palm Beach CCD, Palm Beach County, Florida",099,93614,12
11731.0,"Hastings CCD, St. Johns County, Florida",109,91443,12
87414.0,"Fruit Cove CCD, St. Johns County, Florida",109,91222,12
-666666666.0,"Matanzas CCD, St. Johns County, Florida",109,92080,12
-666666666.0,"Ponte Vedra CCD, St. Johns County, Florida",109,92795,12
35750.0,"St. Augustine CCD, St. Johns County, Florida",109,93016,12
41371.0,"Casselberry-Altamonte Springs CCD, Seminole County, Florida",117,90455,12
35787.0,"Sanford CCD, Seminole County, Florida",117,93081,12
54453.0,"Oviedo CCD, Seminole County, Florida",117,92548,12
-666666666.0,"Everglades CCD, Miami-Dade County, Florida",086,91040,12
30339.0,"Miami CCD, Miami-Dade County, Florida",086,92158,12
-666666666.0,"Key Biscayne CCD, Miami-Dade County, Florida",086,91729,12
35716.0,"Homestead CCD, Miami-Dade County, Florida",086,91534,12
38775.0,"Miami Beach CCD, Miami-Dade County, Florida",086,92171,12
62250.0,"North Westside CCD, Miami-Dade County, Florida",086,92470,12
25789.0,"South Westside CCD, Miami-Dade County, Florida",086,93211,12
71406.0,"Crystal River CCD, Citrus County, Florida",017,90715,12
63633.0,"Parrish CCD, Manatee County, Florida",081,92652,12
35527.0,"Bradenton CCD, Manatee County, Florida",081,90273,12
42333.0,"Palmetto CCD, Manatee County, Florida",081,92600,12
36115.0,"Inverness CCD, Citrus County, Florida",017,91625,12
24233.0,"Williston-Bronson CCD, Levy County, Florida",075,93679,12
21250.0,"Chiefland CCD, Levy County, Florida",075,90533,12
-666666666.0,"Cedar Key-Yankeetown CCD, Levy County, Florida",075,90468,12
35541.0,"Sanderson CCD, Baker County, Florida",003,93068,12
-666666666.0,"Jay CCD, Santa Rosa County, Florida",113,91664,12
104188.0,"Pace CCD, Santa Rosa County, Florida",113,92561,12
33446.0,"Macclenny CCD, Baker County, Florida",003,92009,12
40294.0,"New Smyrna Beach CCD, Volusia County, Florida",127,92340,12
-666666666.0,"Central Volusia CCD, Volusia County, Florida",127,90494,12
46111.0,"Milton CCD, Santa Rosa County, Florida",113,92223,12
23099.0,"Daytona Beach CCD, Volusia County, Florida",127,90780,12
29825.0,"North Peninsula CCD, Volusia County, Florida",127,92418,12
26781.0,"Pierson-Seville CCD, Volusia County, Florida",127,92730,12
45976.0,"Deltona CCD, Volusia County, Florida",127,90845,12
-666666666.0,"South Peninsula CCD, Volusia County, Florida",127,93159,12
29809.0,"Ormond Beach CCD, Volusia County, Florida",127,92535,12
34624.0,"Port Orange CCD, Volusia County, Florida",127,92847,12
53786.0,"East Leon CCD, Leon County, Florida",073,90878,12
38412.0,"Tallahassee East CCD, Leon County, Florida",073,93302,12
39440.0,"Southwest Leon CCD, Leon County, Florida",073,93190,12
39899.0,"Tallahassee Northeast CCD, Leon County, Florida",073,93315,12
42794.0,"Northwest Leon CCD, Leon County, Florida",073,92463,12
22733.0,"Tallahassee Central CCD, Leon County, Florida",073,93295,12
32843.0,"Tallahassee South CCD, Leon County, Florida",073,93335,12
29147.0,"Tallahassee Northwest CCD, Leon County, Florida",073,93328,12
62826.0,"Northeast Leon CCD, Leon County, Florida",073,92384,12
22913.0,"Tallahassee Southwest CCD, Leon County, Florida",073,93354,12
42315.0,"Southeast Leon CCD, Leon County, Florida",073,93152,12
61178.0,"Davie CCD, Broward County, Florida",011,90754,12
57582.0,"Miramar-Pembroke Pines CCD, Broward County, Florida",011,92236,12
50809.0,"Deerfield Beach CCD, Broward County, Florida",011,90806,12
44889.0,"Plantation CCD, Broward County, Florida",011,92756,12
31962.0,"Pompano Beach CCD, Broward County, Florida",011,92782,12
37777.0,"Hollywood CCD, Broward County, Florida",011,91508,12
-666666666.0,"Eglin AFB CCD, Santa Rosa County, Florida",113,90964,12
32007.0,"East Milton CCD, Santa Rosa County, Florida",113,90903,12
-666666666.0,"Allentown CCD, Santa Rosa County, Florida",113,90020,12
-666666666.0,"Berrydale CCD, Santa Rosa County, Florida",113,90162,12
-666666666.0,"Bagdad CCD, Santa Rosa County, Florida",113,90097,12
-666666666.0,"Avalon-Mulat CCD, Santa Rosa County, Florida",113,90085,12
-666666666.0,"Gulf Breeze CCD, Santa Rosa County, Florida",113,91376,12
-666666666.0,"Walton Beaches CCD, Walton County, Florida",131,93542,12
-666666666.0,"Harold CCD, Santa Rosa County, Florida",113,91436,12
46158.0,"Palm River-Gibsonton CCD, Hillsborough County, Florida",057,92614,12
-666666666.0,"Munson CCD, Santa Rosa County, Florida",113,92269,12
63571.0,"Keystone-Citrus Park CCD, Hillsborough County, Florida",057,91735,12
-666666666.0,"Gulf Gate Estates-Osprey CCD, Sarasota County, Florida",115,91393,12
-666666666.0,"West Holmes CCD, Holmes County, Florida",059,93596,12
16307.0,"Hernando Beach CCD, Hernando County, Florida",053,91475,12
48467.0,"Coral Springs-Margate CCD, Broward County, Florida",011,90644,12
51295.0,"Jacksonville North CCD, Duval County, Florida",031,91644,12
40755.0,"Jacksonville East CCD, Duval County, Florida",031,91642,12
36375.0,"Jacksonville Beaches CCD, Duval County, Florida",031,91640,12
61487.0,"Baldwin CCD, Duval County, Florida",031,90110,12
31604.0,"Jacksonville West CCD, Duval County, Florida",031,91646,12
67059.0,"Myakka City CCD, Manatee County, Florida",081,92290,12
-666666666.0,"West Calhoun CCD, Calhoun County, Florida",013,93592,12
82000.0,"Western Community CCD, Palm Beach County, Florida",099,93594,12
27712.0,"Bushnell-Center Hill CCD, Sumter County, Florida",119,90344,12
32456.0,"Eglin AFB CCD, Okaloosa County, Florida",091,90962,12
47537.0,"Kendall-Palmetto Bay CCD, Miami-Dade County, Florida",086,91714,12
67602.0,"Kendale Lakes-Tamiami CCD, Miami-Dade County, Florida",086,91705,12
