B03002_001E,B03002_003E,B03002_004E,B03002_005E,B03002_006E,B03002_007E,B03002_008E,B03002_009E,B03002_012E,name,county,county subdivision,state
10196.0,9894.0,19.0,0.0,22.0,3.0,0.0,133.0,125.0,"Northern district, Harrison County, West Virginia",033,92352,54
11345.0,10942.0,127.0,0.0,18.0,0.0,0.0,129.0,129.0,"Southwest district, Harrison County, West Virginia",033,92952,54
11647.0,10802.0,252.0,0.0,54.0,0.0,0.0,305.0,234.0,"South Urban district, Harrison County, West Virginia",033,92932,54
12467.0,11844.0,179.0,0.0,65.0,0.0,0.0,117.0,262.0,"Southern district, Harrison County, West Virginia",033,92923,54
9642.0,8783.0,232.0,7.0,47.0,18.0,0.0,383.0,172.0,"North Urban district, Harrison County, West Virginia",033,92368,54
13141.0,12370.0,321.0,0.0,180.0,0.0,0.0,129.0,141.0,"Eastern district, Harrison County, West Virginia",033,90975,54
11958.0,10183.0,1111.0,9.0,200.0,0.0,16.0,295.0,144.0,"District 2, Ohio County, West Virginia",069,90824,54
15174.0,14412.0,310.0,30.0,74.0,0.0,58.0,212.0,78.0,"District 3, Ohio County, West Virginia",069,90862,54
15774.0,15027.0,294.0,27.0,47.0,0.0,0.0,154.0,225.0,"District 1, Ohio County, West Virginia",069,90788,54
1821.0,1727.0,0.0,0.0,0.0,0.0,58.0,36.0,0.0,"Grant district, Ritchie County, West Virginia",085,91380,54
1286.0,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,"Murphy district, Ritchie County, West Virginia",085,92244,54
3434.0,3412.0,5.0,0.0,0.0,0.0,0.0,8.0,9.0,"Union district, Ritchie County, West Virginia",085,93336,54
3464.0,3462.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"Clay district, Ritchie County, West Virginia",085,90552,54
1816.0,1809.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,"District 4, Calhoun County, West Virginia",013,90873,54
1276.0,1205.0,0.0,0.0,0.0,0.0,0.0,20.0,51.0,"District 1, Calhoun County, West Virginia",013,90766,54
1963.0,1941.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,"District 5, Calhoun County, West Virginia",013,90885,54
1496.0,1414.0,2.0,0.0,0.0,0.0,0.0,37.0,43.0,"District 3, Calhoun County, West Virginia",013,90836,54
899.0,881.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,"District 2, Calhoun County, West Virginia",013,90800,54
6010.0,5750.0,20.0,26.0,20.0,0.0,0.0,70.0,124.0,"District 2, Morgan County, West Virginia",065,90822,54
5361.0,5035.0,78.0,15.0,48.0,0.0,0.0,91.0,94.0,"District 1, Morgan County, West Virginia",065,90786,54
6139.0,5969.0,21.0,0.0,0.0,0.0,26.0,91.0,32.0,"District 3, Morgan County, West Virginia",065,90858,54
25145.0,21673.0,2000.0,57.0,407.0,39.0,0.0,501.0,468.0,"District 2, Raleigh County, West Virginia",081,90828,54
22493.0,21430.0,591.0,0.0,0.0,37.0,93.0,200.0,142.0,"District 1, Raleigh County, West Virginia",081,90792,54
29459.0,23940.0,3407.0,284.0,356.0,10.0,336.0,526.0,600.0,"District 3, Raleigh County, West Virginia",081,90864,54
3324.0,3324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Western district, Braxton County, West Virginia",007,93597,54
3847.0,3745.0,0.0,0.0,0.0,0.0,0.0,97.0,5.0,"Northern district, Braxton County, West Virginia",007,92346,54
3930.0,3857.0,0.0,9.0,0.0,27.0,0.0,17.0,20.0,"Southern district, Braxton County, West Virginia",007,92922,54
3244.0,3008.0,50.0,0.0,0.0,0.0,0.0,67.0,119.0,"Eastern district, Braxton County, West Virginia",007,90968,54
10089.0,9695.0,136.0,0.0,45.0,0.0,0.0,180.0,33.0,"Curry district, Putnam County, West Virginia",079,90720,54
10742.0,10372.0,12.0,7.0,16.0,0.0,0.0,83.0,252.0,"Buffalo-Union district, Putnam County, West Virginia",079,90292,54
8647.0,8440.0,102.0,24.0,0.0,12.0,0.0,0.0,69.0,"Pocatalico district, Putnam County, West Virginia",079,92508,54
15110.0,14099.0,345.0,28.0,137.0,0.0,118.0,175.0,208.0,"Teays district, Putnam County, West Virginia",079,93090,54
12056.0,11466.0,99.0,0.0,126.0,0.0,0.0,298.0,67.0,"Scott district, Putnam County, West Virginia",079,92736,54
3793.0,3722.0,27.0,0.0,0.0,0.0,0.0,8.0,36.0,"West district, Barbour County, West Virginia",001,93588,54
5803.0,5677.0,5.0,40.0,0.0,0.0,0.0,44.0,37.0,"South district, Barbour County, West Virginia",001,92892,54
