B07004D_001E,B07004D_002E,B07004D_003E,B07004D_004E,B07004D_005E,B07004D_006E,name,county,county subdivision,state
0.0,0.0,0.0,0.0,0.0,0.0,"South Wheatland township, Macon County, Illinois",115,71357,17
569.0,510.0,20.0,11.0,9.0,19.0,"Decatur township, Macon County, Illinois",115,18836,17
0.0,0.0,0.0,0.0,0.0,0.0,"Pleasant View township, Macon County, Illinois",115,60677,17
73.0,73.0,0.0,0.0,0.0,0.0,"Long Creek township, Macon County, Illinois",115,44511,17
15.0,15.0,0.0,0.0,0.0,0.0,"Mount Zion township, Macon County, Illinois",115,51219,17
0.0,0.0,0.0,0.0,0.0,0.0,"Austin township, Macon County, Illinois",115,03051,17
0.0,0.0,0.0,0.0,0.0,0.0,"Illini township, Macon County, Illinois",115,37023,17
24.0,0.0,24.0,0.0,0.0,0.0,"Lynnville precinct, Morgan County, Illinois",137,91962,17
12.0,12.0,0.0,0.0,0.0,0.0,"Maroa township, Macon County, Illinois",115,47085,17
0.0,0.0,0.0,0.0,0.0,0.0,"Blue Mound township, Macon County, Illinois",115,06769,17
470.0,362.0,55.0,53.0,0.0,0.0,"Hickory Point township, Macon County, Illinois",115,34527,17
0.0,0.0,0.0,0.0,0.0,0.0,"Niantic township, Macon County, Illinois",115,52974,17
0.0,0.0,0.0,0.0,0.0,0.0,"Oakley township, Macon County, Illinois",115,54859,17
32.0,25.0,7.0,0.0,0.0,0.0,"Jacksonville No. 2 precinct, Morgan County, Illinois",137,91712,17
0.0,0.0,0.0,0.0,0.0,0.0,"Jacksonville No. 9 precinct, Morgan County, Illinois",137,91719,17
0.0,0.0,0.0,0.0,0.0,0.0,"Nortonville precinct, Morgan County, Illinois",137,92268,17
0.0,0.0,0.0,0.0,0.0,0.0,"Markham precinct, Morgan County, Illinois",137,92034,17
0.0,0.0,0.0,0.0,0.0,0.0,"Jacksonville No. 5 precinct, Morgan County, Illinois",137,91715,17
15.0,15.0,0.0,0.0,0.0,0.0,"Jacksonville No. 6 precinct, Morgan County, Illinois",137,91716,17
0.0,0.0,0.0,0.0,0.0,0.0,"Appanoose township, Hancock County, Illinois",067,01621,17
0.0,0.0,0.0,0.0,0.0,0.0,"Harmony township, Hancock County, Illinois",067,32993,17
