B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
864.0,33.0,52.0,73.0,55.0,62.0,48.0,36.0,20.0,8.0,69.0,90.0,138.0,57.0,54.0,58.0,11.0,"District 2, Yazoo County, Mississippi",163,91476,28
737.0,61.0,90.0,60.0,26.0,53.0,64.0,39.0,27.0,17.0,24.0,75.0,107.0,22.0,37.0,28.0,7.0,"District 4, Yazoo County, Mississippi",163,92952,28
1263.0,161.0,84.0,93.0,73.0,92.0,96.0,21.0,81.0,54.0,91.0,58.0,83.0,138.0,68.0,40.0,30.0,"District 2, Winston County, Mississippi",159,91458,28
830.0,60.0,38.0,35.0,50.0,11.0,32.0,14.0,60.0,52.0,54.0,165.0,76.0,56.0,25.0,46.0,56.0,"District 1, Winston County, Mississippi",159,90720,28
1544.0,65.0,104.0,153.0,87.0,104.0,41.0,64.0,94.0,126.0,120.0,139.0,230.0,92.0,97.0,28.0,0.0,"District 1, Yazoo County, Mississippi",163,90738,28
262.0,44.0,39.0,36.0,0.0,0.0,0.0,8.0,23.0,9.0,0.0,66.0,12.0,9.0,9.0,7.0,0.0,"District 3, Yazoo County, Mississippi",163,92214,28
163.0,10.0,6.0,0.0,31.0,0.0,0.0,0.0,16.0,22.0,23.0,5.0,14.0,17.0,5.0,14.0,0.0,"District 5, Yazoo County, Mississippi",163,93690,28
986.0,23.0,85.0,40.0,132.0,73.0,87.0,29.0,47.0,17.0,54.0,56.0,198.0,42.0,26.0,23.0,54.0,"District 1, Attala County, Mississippi",007,90036,28
493.0,9.0,21.0,19.0,19.0,2.0,23.0,33.0,52.0,40.0,71.0,88.0,70.0,13.0,3.0,0.0,30.0,"District 2, Attala County, Mississippi",007,90774,28
986.0,12.0,76.0,50.0,58.0,68.0,123.0,54.0,25.0,60.0,85.0,130.0,124.0,29.0,17.0,53.0,22.0,"District 5, Attala County, Mississippi",007,92988,28
473.0,63.0,54.0,6.0,25.0,27.0,2.0,24.0,35.0,45.0,78.0,19.0,49.0,37.0,0.0,7.0,2.0,"District 4, Attala County, Mississippi",007,92250,28
1013.0,25.0,84.0,103.0,28.0,70.0,99.0,54.0,29.0,69.0,84.0,107.0,99.0,78.0,32.0,15.0,37.0,"District 3, Attala County, Mississippi",007,91512,28
557.0,41.0,11.0,63.0,42.0,5.0,5.0,88.0,31.0,64.0,25.0,83.0,29.0,25.0,27.0,18.0,0.0,"District 4, Benton County, Mississippi",009,92259,28
145.0,0.0,14.0,25.0,0.0,0.0,7.0,0.0,0.0,0.0,39.0,0.0,0.0,60.0,0.0,0.0,0.0,"District 2, Benton County, Mississippi",009,90783,28
394.0,17.0,40.0,14.0,31.0,9.0,33.0,15.0,30.0,31.0,56.0,32.0,29.0,38.0,7.0,9.0,3.0,"District 3, Benton County, Mississippi",009,91521,28
474.0,33.0,72.0,27.0,10.0,80.0,14.0,5.0,48.0,47.0,26.0,37.0,14.0,31.0,12.0,16.0,2.0,"District 5, Benton County, Mississippi",009,92997,28
571.0,58.0,0.0,0.0,13.0,55.0,103.0,9.0,45.0,28.0,48.0,35.0,27.0,99.0,34.0,0.0,17.0,"District 5, Franklin County, Mississippi",037,93123,28
279.0,0.0,61.0,0.0,1.0,39.0,0.0,0.0,0.0,17.0,34.0,23.0,40.0,49.0,0.0,0.0,15.0,"District 1, Benton County, Mississippi",009,90045,28
231.0,29.0,11.0,1.0,43.0,14.0,2.0,10.0,1.0,0.0,13.0,21.0,28.0,3.0,8.0,17.0,30.0,"District 1, Franklin County, Mississippi",037,90171,28
401.0,73.0,2.0,9.0,13.0,5.0,29.0,32.0,31.0,11.0,17.0,77.0,37.0,13.0,4.0,19.0,29.0,"District 2, Franklin County, Mississippi",037,90909,28
243.0,16.0,28.0,12.0,9.0,3.0,4.0,17.0,0.0,24.0,0.0,27.0,11.0,35.0,29.0,28.0,0.0,"District 3, Franklin County, Mississippi",037,91647,28
540.0,53.0,10.0,0.0,23.0,64.0,0.0,19.0,45.0,21.0,45.0,84.0,92.0,51.0,2.0,21.0,10.0,"District 4, Franklin County, Mississippi",037,92385,28
558.0,49.0,54.0,93.0,50.0,17.0,31.0,35.0,5.0,18.0,46.0,25.0,36.0,33.0,12.0,35.0,19.0,"District 5, Coahoma County, Mississippi",027,93078,28
838.0,28.0,23.0,48.0,23.0,36.0,31.0,24.0,18.0,40.0,121.0,75.0,109.0,81.0,24.0,90.0,67.0,"District 1, Coahoma County, Mississippi",027,90126,28
116.0,4.0,0.0,0.0,5.0,9.0,13.0,0.0,10.0,9.0,21.0,25.0,5.0,15.0,0.0,0.0,0.0,"District 3, Coahoma County, Mississippi",027,91602,28
160.0,0.0,0.0,0.0,0.0,8.0,13.0,9.0,7.0,36.0,37.0,17.0,26.0,7.0,0.0,0.0,0.0,"District 4, Coahoma County, Mississippi",027,92340,28
593.0,27.0,21.0,24.0,35.0,0.0,36.0,7.0,54.0,49.0,46.0,113.0,59.0,30.0,35.0,29.0,28.0,"District 2, Coahoma County, Mississippi",027,90864,28
272.0,0.0,20.0,20.0,32.0,0.0,0.0,42.0,2.0,0.0,4.0,24.0,38.0,35.0,7.0,24.0,24.0,"District 5, Jasper County, Mississippi",061,93231,28
926.0,28.0,80.0,102.0,39.0,123.0,25.0,39.0,164.0,3.0,55.0,64.0,106.0,30.0,10.0,42.0,16.0,"District 4, Jasper County, Mississippi",061,92493,28
512.0,0.0,35.0,33.0,36.0,55.0,26.0,0.0,30.0,4.0,25.0,26.0,116.0,41.0,32.0,22.0,31.0,"District 2, Jasper County, Mississippi",061,91017,28
691.0,66.0,27.0,20.0,15.0,64.0,72.0,55.0,0.0,43.0,25.0,115.0,29.0,0.0,10.0,64.0,86.0,"District 1, Jasper County, Mississippi",061,90279,28
719.0,66.0,42.0,46.0,37.0,35.0,66.0,32.0,62.0,38.0,65.0,58.0,68.0,41.0,30.0,21.0,12.0,"District 3, Jasper County, Mississippi",061,91755,28
4507.0,213.0,304.0,299.0,242.0,316.0,413.0,258.0,206.0,287.0,297.0,449.0,564.0,235.0,273.0,116.0,35.0,"District 3, Jones County, Mississippi",067,91782,28
