B19001I_001E,B19001I_002E,B19001I_003E,B19001I_004E,B19001I_005E,B19001I_006E,B19001I_007E,B19001I_008E,B19001I_009E,B19001I_010E,B19001I_011E,B19001I_012E,B19001I_013E,B19001I_014E,B19001I_015E,B19001I_016E,B19001I_017E,name,county,county subdivision,state
1158.0,168.0,84.0,32.0,106.0,49.0,33.0,27.0,9.0,36.0,46.0,162.0,186.0,72.0,106.0,42.0,0.0,"Hilo CCD, Hawaii County, Hawaii",001,90630,15
295.0,40.0,0.0,11.0,31.0,9.0,16.0,42.0,19.0,16.0,43.0,0.0,19.0,30.0,0.0,19.0,0.0,"South Kona CCD, Hawaii County, Hawaii",001,93240,15
825.0,36.0,33.0,9.0,27.0,20.0,56.0,56.0,31.0,146.0,72.0,76.0,75.0,87.0,71.0,11.0,19.0,"North Kona CCD, Hawaii County, Hawaii",001,92610,15
98.0,9.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,38.0,5.0,13.0,21.0,0.0,0.0,0.0,"Honokaa-Kukuihaele CCD, Hawaii County, Hawaii",001,90720,15
72.0,5.0,0.0,23.0,23.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,8.0,"Paauhau-Paauilo CCD, Hawaii County, Hawaii",001,92700,15
401.0,104.0,4.0,14.0,0.0,20.0,5.0,32.0,34.0,0.0,46.0,65.0,74.0,0.0,0.0,3.0,0.0,"Pahoa-Kalapana CCD, Hawaii County, Hawaii",001,92790,15
181.0,0.0,10.0,18.0,0.0,0.0,0.0,2.0,26.0,14.0,0.0,19.0,71.0,7.0,14.0,0.0,0.0,"North Kohala CCD, Hawaii County, Hawaii",001,92520,15
172.0,30.0,43.0,22.0,1.0,18.0,13.0,4.0,10.0,0.0,7.0,19.0,0.0,4.0,0.0,0.0,1.0,"Papaikou-Wailea CCD, Hawaii County, Hawaii",001,92880,15
230.0,46.0,0.0,43.0,10.0,0.0,9.0,9.0,7.0,5.0,8.0,54.0,0.0,0.0,0.0,12.0,27.0,"Kau CCD, Hawaii County, Hawaii",001,91170,15
382.0,32.0,0.0,18.0,13.0,0.0,0.0,0.0,4.0,23.0,69.0,62.0,80.0,81.0,0.0,0.0,0.0,"South Kohala CCD, Hawaii County, Hawaii",001,93150,15
1397.0,299.0,18.0,153.0,44.0,192.0,66.0,11.0,35.0,35.0,117.0,126.0,172.0,50.0,42.0,0.0,37.0,"Keaau-Mountain View CCD, Hawaii County, Hawaii",001,91350,15
44.0,0.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,"North Hilo CCD, Hawaii County, Hawaii",001,92430,15
2379.0,31.0,21.0,16.0,131.0,92.0,92.0,99.0,174.0,80.0,133.0,349.0,403.0,160.0,178.0,182.0,238.0,"Koolaupoko CCD, Honolulu County, Hawaii",003,91800,15
1480.0,134.0,22.0,35.0,76.0,34.0,142.0,73.0,67.0,52.0,257.0,189.0,209.0,99.0,47.0,28.0,16.0,"Wahiawa CCD, Honolulu County, Hawaii",003,93420,15
8023.0,183.0,217.0,264.0,211.0,109.0,396.0,213.0,249.0,416.0,376.0,924.0,1493.0,1031.0,795.0,627.0,519.0,"Ewa CCD, Honolulu County, Hawaii",003,90270,15
402.0,21.0,9.0,35.0,0.0,39.0,37.0,25.0,31.0,2.0,49.0,26.0,26.0,21.0,27.0,11.0,43.0,"Waialua CCD, Honolulu County, Hawaii",003,93510,15
299.0,25.0,9.0,12.0,12.0,11.0,9.0,31.0,12.0,0.0,21.0,17.0,66.0,13.0,36.0,17.0,8.0,"Koolauloa CCD, Honolulu County, Hawaii",003,91710,15
1460.0,212.0,63.0,33.0,49.0,124.0,108.0,26.0,46.0,80.0,65.0,200.0,123.0,93.0,98.0,107.0,33.0,"Waianae CCD, Honolulu County, Hawaii",003,93600,15
7434.0,448.0,295.0,339.0,357.0,408.0,477.0,300.0,317.0,331.0,757.0,834.0,652.0,646.0,345.0,493.0,435.0,"Honolulu CCD, Honolulu County, Hawaii",003,90810,15
264.0,0.0,0.0,12.0,0.0,0.0,25.0,0.0,26.0,0.0,3.0,2.0,31.0,49.0,8.0,80.0,28.0,"Kula CCD, Maui County, Hawaii",009,91890,15
616.0,54.0,12.0,33.0,2.0,68.0,11.0,9.0,0.0,59.0,6.0,97.0,149.0,80.0,0.0,20.0,16.0,"Makawao-Paia CCD, Maui County, Hawaii",009,92250,15
752.0,17.0,12.0,11.0,13.0,0.0,8.0,56.0,61.0,69.0,91.0,57.0,192.0,43.0,40.0,33.0,49.0,"Kihei CCD, Maui County, Hawaii",009,91530,15
228.0,22.0,32.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,19.0,25.0,55.0,28.0,15.0,13.0,0.0,"Haiku-Pauwela CCD, Maui County, Hawaii",009,90360,15
18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hana CCD, Maui County, Hawaii",009,90450,15
636.0,119.0,0.0,5.0,12.0,20.0,34.0,11.0,3.0,28.0,98.0,71.0,129.0,40.0,16.0,38.0,12.0,"Wailuku CCD, Maui County, Hawaii",009,93870,15
37.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,"Lanai CCD, Maui County, Hawaii",009,92070,15
184.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,15.0,4.0,12.0,45.0,18.0,56.0,28.0,"Waihee-Waikapu CCD, Maui County, Hawaii",009,93690,15
734.0,0.0,7.0,80.0,0.0,23.0,94.0,38.0,74.0,24.0,56.0,140.0,96.0,39.0,4.0,18.0,41.0,"Lahaina CCD, Maui County, Hawaii",009,91980,15
24.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,"West Molokai CCD, Maui County, Hawaii",009,93960,15
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,12.0,0.0,3.0,0.0,"East Molokai CCD, Maui County, Hawaii",009,90090,15
812.0,71.0,8.0,42.0,46.0,56.0,28.0,68.0,100.0,10.0,54.0,108.0,40.0,77.0,65.0,39.0,0.0,"Kahului CCD, Maui County, Hawaii",009,90900,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Puunene CCD, Maui County, Hawaii",009,93060,15
12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,"Spreckelsville CCD, Maui County, Hawaii",009,93330,15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Niihau CCD, Kauai County, Hawaii",007,92340,15
145.0,7.0,0.0,0.0,0.0,0.0,8.0,15.0,5.0,0.0,31.0,19.0,48.0,6.0,1.0,5.0,0.0,"Kekaha-Waimea CCD, Kauai County, Hawaii",007,91440,15
144.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,55.0,0.0,52.0,0.0,0.0,0.0,0.0,"Lihue CCD, Kauai County, Hawaii",007,92160,15
139.0,0.0,0.0,3.0,0.0,22.0,17.0,0.0,0.0,15.0,12.0,12.0,24.0,15.0,0.0,8.0,11.0,"Puhi-Hanamaulu CCD, Kauai County, Hawaii",007,92970,15
129.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,10.0,0.0,11.0,66.0,14.0,11.0,0.0,0.0,"Kaumakani-Hanapepe CCD, Kauai County, Hawaii",007,91260,15
402.0,7.0,0.0,0.0,0.0,4.0,55.0,20.0,40.0,0.0,44.0,10.0,79.0,106.0,6.0,0.0,31.0,"Eleele-Kalaheo CCD, Kauai County, Hawaii",007,90180,15
206.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,0.0,53.0,39.0,0.0,22.0,0.0,"Kapaa CCD, Kauai County, Hawaii",007,91080,15
