B19013I_001E,name,county,county subdivision,state
44879.0,"Sonora CCD, Tuolumne County, California",109,93080,06
66417.0,"East Sonora-Phoenix Lake CCD, Tuolumne County, California",109,90835,06
50087.0,"Escalon CCD, San Joaquin County, California",077,90900,06
87096.0,"Thornton CCD, San Joaquin County, California",077,93340,06
53417.0,"Linden-Farmington CCD, San Joaquin County, California",077,91630,06
46205.0,"Lockeford CCD, San Joaquin County, California",077,91690,06
43671.0,"Lodi CCD, San Joaquin County, California",077,91700,06
41906.0,"Stockton CCD, San Joaquin County, California",077,93240,06
59727.0,"Manteca CCD, San Joaquin County, California",077,91870,06
57813.0,"Ripon CCD, San Joaquin County, California",077,92620,06
73133.0,"Tracy CCD, San Joaquin County, California",077,93400,06
56250.0,"Sutter Creek-Plymouth CCD, Amador County, California",005,93300,06
61202.0,"Jackson CCD, Amador County, California",005,91430,06
102245.0,"Pine Grove-Silver Lake CCD, Amador County, California",005,92470,06
83321.0,"Ione CCD, Amador County, California",005,91410,06
45257.0,"Dos Palos CCD, Merced County, California",047,90720,06
40952.0,"Planada-Le Grand CCD, Merced County, California",047,92500,06
41327.0,"Los Banos CCD, Merced County, California",047,91760,06
37651.0,"Merced CCD, Merced County, California",047,91960,06
48333.0,"Snelling CCD, Merced County, California",047,93050,06
38596.0,"Hilmar-Irwin CCD, Merced County, California",047,91290,06
49180.0,"Gustine CCD, Merced County, California",047,91210,06
29870.0,"Lakeport CCD, Lake County, California",033,91540,06
39706.0,"Mariposa CCD, Mariposa County, California",043,91880,06
46576.0,"Coulterville CCD, Mariposa County, California",043,90600,06
75938.0,"Surprise Valley CCD, Modoc County, California",049,93270,06
41914.0,"Atwater CCD, Merced County, California",047,90150,06
51701.0,"Livingston-Delhi CCD, Merced County, California",047,91670,06
-666666666.0,"Yuba Foothills CCD, Yuba County, California",115,93830,06
49375.0,"Marysville CCD, Yuba County, California",115,91900,06
-666666666.0,"Adin-Lookout CCD, Modoc County, California",049,90010,06
26184.0,"Alturas CCD, Modoc County, California",049,90040,06
52681.0,"Olivehurst CCD, Yuba County, California",115,92250,06
47788.0,"Wheatland CCD, Yuba County, California",115,93720,06
37391.0,"Linda CCD, Yuba County, California",115,91610,06
71464.0,"East Contra Costa CCD, Contra Costa County, California",013,90780,06
117878.0,"Tassajara CCD, Contra Costa County, California",013,93310,06
56150.0,"West Contra Costa CCD, Contra Costa County, California",013,93620,06
75617.0,"Central Contra Costa CCD, Contra Costa County, California",013,90440,06
26786.0,"Death Valley CCD, Inyo County, California",027,90650,06
26619.0,"Lone Pine CCD, Inyo County, California",027,91720,06
52083.0,"Bishop CCD, Inyo County, California",027,90250,06
54926.0,"Independence CCD, Inyo County, California",027,91390,06
-666666666.0,"Madeline Plains CCD, Lassen County, California",035,91820,06
50833.0,"Susanville CCD, Lassen County, California",035,93280,06
29375.0,"Westwood CCD, Lassen County, California",035,93710,06
81964.0,"Honey Lake CCD, Lassen County, California",035,91320,06
-666666666.0,"Big Valley CCD, Lassen County, California",035,90240,06
39384.0,"Waterford CCD, Stanislaus County, California",099,93580,06
41458.0,"Hughson CCD, Stanislaus County, California",099,91350,06
