B15002_001E,B15002_002E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B15002_010E,B15002_011E,B15002_012E,B15002_013E,B15002_014E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_019E,B15002_020E,B15002_021E,B15002_022E,B15002_023E,B15002_024E,B15002_025E,B15002_026E,B15002_027E,B15002_028E,B15002_029E,B15002_030E,B15002_031E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,name,county,county subdivision,state
169.0,75.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,54.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,25.0,13.0,4.0,17.0,19.0,0.0,0.0,0.0,"Tomlinson township, Logan County, Arkansas",083,93619,05
283.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,89.0,0.0,29.0,12.0,0.0,0.0,0.0,0.0,"East Roanoke township, Randolph County, Arkansas",121,91204,05
170.0,97.0,0.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,45.0,9.0,10.0,0.0,12.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,23.0,13.0,6.0,0.0,0.0,0.0,"Wharton township, Madison County, Arkansas",087,93976,05
167.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,25.0,6.0,38.0,0.0,9.0,0.0,0.0,0.0,"Tyler township, Prairie County, Arkansas",117,93654,05
503.0,284.0,0.0,0.0,0.0,32.0,0.0,7.0,15.0,5.0,74.0,37.0,93.0,9.0,6.0,0.0,0.0,6.0,219.0,0.0,0.0,0.0,0.0,11.0,38.0,0.0,22.0,85.0,19.0,28.0,16.0,0.0,0.0,0.0,0.0,"Caddo Gap township, Montgomery County, Arkansas",097,90595,05
274.0,131.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,83.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,143.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,82.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,"Black River-Marshell township, Independence County, Arkansas",063,90343,05
72.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,14.0,0.0,0.0,0.0,"Alamo township, Montgomery County, Arkansas",097,90013,05
355.0,191.0,0.0,0.0,4.0,12.0,14.0,1.0,13.0,8.0,89.0,12.0,14.0,12.0,12.0,0.0,0.0,0.0,164.0,0.0,0.0,2.0,0.0,0.0,11.0,10.0,0.0,86.0,8.0,1.0,34.0,2.0,10.0,0.0,0.0,"Black Springs township, Montgomery County, Arkansas",097,90346,05
182.0,84.0,6.0,0.0,6.0,0.0,15.0,0.0,21.0,0.0,32.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,11.0,36.0,0.0,13.0,12.0,0.0,0.0,"Fannie township, Montgomery County, Arkansas",097,91273,05
141.0,77.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,29.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,38.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,"Hopper township, Montgomery County, Arkansas",097,91765,05
