B25003D_001E,B25003D_002E,B25003D_003E,name,county,county subdivision,state
58.0,15.0,43.0,"Shiprock-Sanostee CCD, San Juan County, New Mexico",045,92970,35
19.0,6.0,13.0,"Bloomfield CCD, San Juan County, New Mexico",045,90360,35
130.0,69.0,61.0,"Farmington CCD, San Juan County, New Mexico",045,91290,35
5.0,5.0,0.0,"Naschitti CCD, San Juan County, New Mexico",045,92160,35
22.0,15.0,7.0,"Aztec CCD, San Juan County, New Mexico",045,90180,35
0.0,0.0,0.0,"San Jon CCD, Quay County, New Mexico",037,92730,35
8.0,8.0,0.0,"Tucumcari CCD, Quay County, New Mexico",037,93540,35
0.0,0.0,0.0,"Hondo CCD, Lincoln County, New Mexico",027,91500,35
3.0,0.0,3.0,"Logan-Nara Visa CCD, Quay County, New Mexico",037,91830,35
0.0,0.0,0.0,"House-Forrest CCD, Quay County, New Mexico",037,91530,35
0.0,0.0,0.0,"Corona CCD, Lincoln County, New Mexico",027,90780,35
0.0,0.0,0.0,"Carrizozo CCD, Lincoln County, New Mexico",027,90510,35
0.0,0.0,0.0,"Capitan CCD, Lincoln County, New Mexico",027,90450,35
28.0,28.0,0.0,"Ruidoso CCD, Lincoln County, New Mexico",027,92700,35
0.0,0.0,0.0,"Hagerman CCD, Chaves County, New Mexico",005,91410,35
0.0,0.0,0.0,"Northwest Chaves CCD, Chaves County, New Mexico",005,92280,35
0.0,0.0,0.0,"Southwest Chaves CCD, Chaves County, New Mexico",005,93240,35
6.0,0.0,6.0,"Dexter CCD, Chaves County, New Mexico",005,90960,35
0.0,0.0,0.0,"Southeast Chaves CCD, Chaves County, New Mexico",005,93090,35
41.0,41.0,0.0,"Roswell CCD, Chaves County, New Mexico",005,92670,35
0.0,0.0,0.0,"Northeast Chaves CCD, Chaves County, New Mexico",005,92190,35
0.0,0.0,0.0,"Lovington CCD, Lea County, New Mexico",025,91950,35
8.0,8.0,0.0,"Jal CCD, Lea County, New Mexico",025,91620,35
10.0,10.0,0.0,"Hobbs CCD, Lea County, New Mexico",025,91470,35
0.0,0.0,0.0,"Eunice CCD, Lea County, New Mexico",025,91230,35
0.0,0.0,0.0,"Tatum CCD, Lea County, New Mexico",025,93360,35
205.0,205.0,0.0,"Santa Fe South CCD, Santa Fe County, New Mexico",049,92880,35
476.0,271.0,205.0,"Santa Fe CCD, Santa Fe County, New Mexico",049,92820,35
32.0,6.0,26.0,"Santa Fe North CCD, Santa Fe County, New Mexico",049,92850,35
0.0,0.0,0.0,"Clayton North CCD, Union County, New Mexico",059,90660,35
0.0,0.0,0.0,"Clayton South CCD, Union County, New Mexico",059,90690,35
0.0,0.0,0.0,"Truth or Consequences West CCD, Sierra County, New Mexico",051,93510,35
15.0,8.0,7.0,"Truth or Consequences East CCD, Sierra County, New Mexico",051,93480,35
0.0,0.0,0.0,"Magdalena CCD, Socorro County, New Mexico",053,91980,35
0.0,0.0,0.0,"Claunch CCD, Socorro County, New Mexico",053,90630,35
0.0,0.0,0.0,"Portales CCD, Roosevelt County, New Mexico",041,92430,35
0.0,0.0,0.0,"Elida CCD, Roosevelt County, New Mexico",041,91140,35
0.0,0.0,0.0,"Dora CCD, Roosevelt County, New Mexico",041,91080,35
332.0,193.0,139.0,"Los Alamos CCD, Los Alamos County, New Mexico",028,91860,35
65.0,65.0,0.0,"White Rock CCD, Los Alamos County, New Mexico",028,93810,35
0.0,0.0,0.0,"Dixon CCD, Rio Arriba County, New Mexico",039,91020,35
0.0,0.0,0.0,"Rio Chama CCD, Rio Arriba County, New Mexico",039,92610,35
6.0,0.0,6.0,"Coyote CCD, Rio Arriba County, New Mexico",039,90810,35
0.0,0.0,0.0,"Tierra Amarilla CCD, Rio Arriba County, New Mexico",039,93390,35
0.0,0.0,0.0,"Conchas Dam CCD, San Miguel County, New Mexico",047,90750,35
9.0,0.0,9.0,"Villanueva CCD, San Miguel County, New Mexico",047,93690,35
17.0,17.0,0.0,"South Rio Arriba CCD, Rio Arriba County, New Mexico",039,93210,35
0.0,0.0,0.0,"Chimayo CCD, Rio Arriba County, New Mexico",039,90570,35
0.0,0.0,0.0,"Pecos CCD, San Miguel County, New Mexico",047,92310,35
21.0,4.0,17.0,"Santa Clara Pueblo CCD, Rio Arriba County, New Mexico",039,92790,35
28.0,11.0,17.0,"Las Vegas CCD, San Miguel County, New Mexico",047,91770,35
0.0,0.0,0.0,"Trementina CCD, San Miguel County, New Mexico",047,93420,35
0.0,0.0,0.0,"Belen CCD, Valencia County, New Mexico",061,90240,35
137.0,128.0,9.0,"Los Lunas CCD, Valencia County, New Mexico",061,91890,35
3.0,3.0,0.0,"Mountainair-Encino CCD, Torrance County, New Mexico",057,92135,35
