B07004I_001E,B07004I_002E,B07004I_003E,B07004I_004E,B07004I_005E,B07004I_006E,name,county,county subdivision,state
978.0,350.0,525.0,15.0,0.0,88.0,"Bow CCD, Skagit County, Washington",057,90272,53
101.0,70.0,12.0,5.0,14.0,0.0,"Swinomish Reservation CCD, Skagit County, Washington",057,93360,53
11889.0,9912.0,1505.0,355.0,31.0,86.0,"Mount Vernon CCD, Skagit County, Washington",057,92096,53
4016.0,3574.0,350.0,65.0,0.0,27.0,"Burlington CCD, Skagit County, Washington",057,90384,53
230.0,224.0,0.0,3.0,0.0,3.0,"Conway CCD, Skagit County, Washington",057,90768,53
311.0,186.0,38.0,0.0,80.0,7.0,"La Conner CCD, Skagit County, Washington",057,91536,53
108.0,108.0,0.0,0.0,0.0,0.0,"Lyman-Hamilton CCD, Skagit County, Washington",057,91776,53
1956.0,1500.0,360.0,62.0,34.0,0.0,"Sedro-Woolley CCD, Skagit County, Washington",057,92944,53
53.0,43.0,10.0,0.0,0.0,0.0,"Clear Lake CCD, Skagit County, Washington",057,90608,53
851.0,704.0,63.0,32.0,52.0,0.0,"Anacortes CCD, Skagit County, Washington",057,90064,53
315.0,313.0,2.0,0.0,0.0,0.0,"Springdale CCD, Stevens County, Washington",065,93232,53
65.0,35.0,21.0,0.0,9.0,0.0,"Chewelah CCD, Stevens County, Washington",065,90560,53
498.0,381.0,84.0,3.0,30.0,0.0,"Colville CCD, Stevens County, Washington",065,90688,53
139.0,132.0,0.0,4.0,3.0,0.0,"Spokane Reservation CCD, Stevens County, Washington",065,93216,53
176.0,153.0,23.0,0.0,0.0,0.0,"Loon Lake CCD, Stevens County, Washington",065,91680,53
298.0,256.0,31.0,7.0,4.0,0.0,"Kettle Falls CCD, Stevens County, Washington",065,91472,53
20403.0,16092.0,2418.0,883.0,819.0,191.0,"Spokane CCD, Spokane County, Washington",063,93200,53
1149.0,893.0,127.0,58.0,34.0,37.0,"Deer Park CCD, Spokane County, Washington",063,90880,53
59.0,46.0,4.0,2.0,7.0,0.0,"Rockford CCD, Spokane County, Washington",063,92816,53
29.0,29.0,0.0,0.0,0.0,0.0,"Valleyford CCD, Spokane County, Washington",063,93584,53
952.0,728.0,117.0,92.0,15.0,0.0,"Airway Heights CCD, Spokane County, Washington",063,90048,53
201.0,151.0,19.0,0.0,31.0,0.0,"Colbert CCD, Spokane County, Washington",063,90640,53
