B07004B_001E,B07004B_002E,B07004B_003E,B07004B_004E,B07004B_005E,B07004B_006E,name,county,county subdivision,state
30.0,30.0,0.0,0.0,0.0,0.0,"Little Compton town, Newport County, Rhode Island",005,42400,44
1121.0,878.0,7.0,0.0,184.0,52.0,"Middletown town, Newport County, Rhode Island",005,45460,44
1443.0,1047.0,96.0,104.0,142.0,54.0,"Newport city, Newport County, Rhode Island",005,49960,44
0.0,0.0,0.0,0.0,0.0,0.0,"County subdivisions not defined, Newport County, Rhode Island",005,00000,44
11.0,11.0,0.0,0.0,0.0,0.0,"Jamestown town, Newport County, Rhode Island",005,36820,44
198.0,171.0,0.0,26.0,1.0,0.0,"Portsmouth town, Newport County, Rhode Island",005,57880,44
186.0,186.0,0.0,0.0,0.0,0.0,"Tiverton town, Newport County, Rhode Island",005,70880,44
986.0,745.0,41.0,115.0,85.0,0.0,"Warwick city, Kent County, Rhode Island",003,74300,44
418.0,367.0,7.0,36.0,1.0,7.0,"Coventry town, Kent County, Rhode Island",003,18640,44
811.0,606.0,29.0,112.0,32.0,32.0,"West Warwick town, Kent County, Rhode Island",003,78440,44
81.0,29.0,0.0,52.0,0.0,0.0,"West Greenwich town, Kent County, Rhode Island",003,77720,44
52.0,52.0,0.0,0.0,0.0,0.0,"East Greenwich town, Kent County, Rhode Island",003,22240,44
478.0,401.0,75.0,1.0,1.0,0.0,"Cumberland town, Providence County, Rhode Island",007,20080,44
3527.0,3098.0,242.0,44.0,117.0,26.0,"Woonsocket city, Providence County, Rhode Island",007,80780,44
2412.0,2290.0,102.0,20.0,0.0,0.0,"North Providence town, Providence County, Rhode Island",007,51760,44
241.0,136.0,77.0,0.0,28.0,0.0,"Lincoln town, Providence County, Rhode Island",007,41500,44
3176.0,2327.0,614.0,66.0,137.0,32.0,"East Providence city, Providence County, Rhode Island",007,22960,44
43.0,24.0,10.0,9.0,0.0,0.0,"Glocester town, Providence County, Rhode Island",007,30340,44
301.0,292.0,0.0,0.0,0.0,9.0,"North Smithfield town, Providence County, Rhode Island",007,52480,44
3483.0,2914.0,412.0,1.0,125.0,31.0,"Central Falls city, Providence County, Rhode Island",007,14140,44
380.0,288.0,20.0,0.0,42.0,30.0,"Smithfield town, Providence County, Rhode Island",007,66200,44
13121.0,10513.0,1993.0,46.0,383.0,186.0,"Pawtucket city, Providence County, Rhode Island",007,54640,44
27730.0,23464.0,3013.0,96.0,947.0,210.0,"Providence city, Providence County, Rhode Island",007,59000,44
16.0,16.0,0.0,0.0,0.0,0.0,"Foster town, Providence County, Rhode Island",007,27460,44
187.0,157.0,30.0,0.0,0.0,0.0,"Johnston town, Providence County, Rhode Island",007,37720,44
18.0,17.0,1.0,0.0,0.0,0.0,"Scituate town, Providence County, Rhode Island",007,64220,44
145.0,113.0,32.0,0.0,0.0,0.0,"Burrillville town, Providence County, Rhode Island",007,11800,44
4503.0,4052.0,329.0,3.0,88.0,31.0,"Cranston city, Providence County, Rhode Island",007,19180,44
96.0,84.0,1.0,0.0,10.0,1.0,"Barrington town, Bristol County, Rhode Island",001,05140,44
36.0,21.0,15.0,0.0,0.0,0.0,"Warren town, Bristol County, Rhode Island",001,73760,44
542.0,534.0,0.0,7.0,1.0,0.0,"Bristol town, Bristol County, Rhode Island",001,09280,44
222.0,174.0,1.0,0.0,47.0,0.0,"Westerly town, Washington County, Rhode Island",009,77000,44
182.0,139.0,0.0,1.0,42.0,0.0,"North Kingstown town, Washington County, Rhode Island",009,51580,44
837.0,654.0,4.0,74.0,105.0,0.0,"South Kingstown town, Washington County, Rhode Island",009,67460,44
163.0,163.0,0.0,0.0,0.0,0.0,"Hopkinton town, Washington County, Rhode Island",009,35380,44
120.0,119.0,0.0,0.0,1.0,0.0,"Richmond town, Washington County, Rhode Island",009,61160,44
61.0,16.0,3.0,19.0,23.0,0.0,"Exeter town, Washington County, Rhode Island",009,25300,44
91.0,86.0,0.0,5.0,0.0,0.0,"Narragansett town, Washington County, Rhode Island",009,48340,44
10.0,6.0,0.0,0.0,4.0,0.0,"New Shoreham town, Washington County, Rhode Island",009,50500,44
12.0,3.0,9.0,0.0,0.0,0.0,"Charlestown town, Washington County, Rhode Island",009,14500,44
