B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
4350.0,207.0,239.0,273.0,229.0,276.0,353.0,188.0,297.0,173.0,295.0,568.0,557.0,327.0,165.0,108.0,95.0,"Gainesville CCD, Cooke County, Texas",097,91435,48
620.0,97.0,132.0,31.0,24.0,22.0,39.0,28.0,12.0,20.0,9.0,45.0,71.0,0.0,73.0,17.0,0.0,"Raymondville CCD, Willacy County, Texas",489,93205,48
1672.0,32.0,83.0,23.0,70.0,146.0,91.0,59.0,97.0,31.0,118.0,233.0,242.0,202.0,108.0,70.0,67.0,"Valley View CCD, Cooke County, Texas",097,93995,48
2789.0,106.0,62.0,107.0,67.0,105.0,79.0,87.0,73.0,96.0,67.0,473.0,269.0,338.0,316.0,356.0,188.0,"Gainesville Southeast CCD, Cooke County, Texas",097,91440,48
2006.0,44.0,10.0,86.0,79.0,83.0,222.0,105.0,39.0,65.0,208.0,182.0,381.0,283.0,76.0,67.0,76.0,"Callisburg CCD, Cooke County, Texas",097,90580,48
1767.0,50.0,62.0,44.0,74.0,100.0,103.0,74.0,32.0,47.0,95.0,164.0,235.0,221.0,146.0,170.0,150.0,"Muenster CCD, Cooke County, Texas",097,92680,48
431.0,32.0,32.0,26.0,22.0,20.0,31.0,34.0,36.0,11.0,34.0,26.0,46.0,33.0,21.0,3.0,24.0,"Crosbyton CCD, Crosby County, Texas",107,90905,48
388.0,6.0,15.0,29.0,40.0,36.0,46.0,27.0,25.0,23.0,31.0,15.0,58.0,18.0,8.0,11.0,0.0,"Ralls CCD, Crosby County, Texas",107,93185,48
217.0,12.0,5.0,12.0,0.0,16.0,9.0,5.0,13.0,9.0,30.0,31.0,32.0,9.0,13.0,1.0,20.0,"Lorenzo CCD, Crosby County, Texas",107,92290,48
64.0,7.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,11.0,12.0,6.0,1.0,0.0,14.0,"Lamesa Southwest CCD, Dawson County, Texas",115,92125,48
77.0,13.0,0.0,4.0,1.0,2.0,5.0,2.0,2.0,2.0,8.0,11.0,9.0,10.0,6.0,2.0,0.0,"Lamesa Northwest CCD, Dawson County, Texas",115,92115,48
1750.0,133.0,73.0,88.0,74.0,85.0,178.0,72.0,127.0,46.0,131.0,143.0,168.0,161.0,117.0,48.0,106.0,"Lamesa CCD, Dawson County, Texas",115,92105,48
84.0,10.0,6.0,2.0,12.0,0.0,0.0,11.0,3.0,0.0,7.0,5.0,7.0,5.0,14.0,0.0,2.0,"Lamesa Southeast CCD, Dawson County, Texas",115,92120,48
89.0,1.0,0.0,0.0,0.0,15.0,2.0,0.0,7.0,3.0,6.0,11.0,13.0,14.0,4.0,4.0,9.0,"Lamesa Northeast CCD, Dawson County, Texas",115,92110,48
557.0,11.0,23.0,32.0,22.0,16.0,29.0,21.0,60.0,26.0,48.0,50.0,81.0,74.0,32.0,20.0,12.0,"Roby CCD, Fisher County, Texas",151,93275,48
512.0,49.0,41.0,12.0,47.0,35.0,42.0,10.0,16.0,5.0,40.0,83.0,72.0,25.0,27.0,5.0,3.0,"Rotan CCD, Fisher County, Texas",151,93340,48
97.0,8.0,8.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,24.0,28.0,5.0,0.0,0.0,"McCaulley CCD, Fisher County, Texas",151,92350,48
81.0,3.0,3.0,3.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,14.0,0.0,0.0,0.0,29.0,"Realitos-Concepcion CCD, Duval County, Texas",131,93215,48
57.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,0.0,0.0,0.0,"Benavides CCD, Duval County, Texas",131,90260,48
38.0,14.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"San Diego CCD, Duval County, Texas",131,93420,48
274.0,15.0,0.0,13.0,13.0,0.0,0.0,39.0,50.0,0.0,70.0,15.0,40.0,0.0,0.0,11.0,8.0,"Freer CCD, Duval County, Texas",131,91405,48
798.0,46.0,30.0,12.0,20.0,16.0,93.0,11.0,72.0,63.0,39.0,46.0,133.0,69.0,68.0,51.0,29.0,"Old River CCD, Burleson County, Texas",051,92890,48
1188.0,33.0,100.0,58.0,66.0,54.0,60.0,89.0,109.0,31.0,132.0,130.0,190.0,42.0,39.0,41.0,14.0,"Somerville CCD, Burleson County, Texas",051,93610,48
2260.0,154.0,124.0,157.0,89.0,58.0,111.0,51.0,132.0,58.0,167.0,267.0,326.0,244.0,77.0,82.0,163.0,"Caldwell CCD, Burleson County, Texas",051,90570,48
438.0,6.0,0.0,5.0,6.0,11.0,16.0,25.0,35.0,15.0,73.0,61.0,44.0,58.0,33.0,19.0,31.0,"Cooks Point CCD, Burleson County, Texas",051,90825,48
1631.0,45.0,26.0,70.0,94.0,103.0,115.0,65.0,106.0,82.0,90.0,206.0,210.0,61.0,139.0,89.0,130.0,"Blanco CCD, Blanco County, Texas",031,90330,48
1894.0,88.0,105.0,76.0,84.0,73.0,54.0,91.0,106.0,28.0,194.0,296.0,248.0,174.0,84.0,95.0,98.0,"Johnson City CCD, Blanco County, Texas",031,91950,48
