C16001_001E,C16001_002E,C16001_004E,C16001_005E,C16001_007E,C16001_008E,C16001_010E,C16001_011E,C16001_013E,C16001_014E,C16001_016E,C16001_017E,C16001_019E,C16001_020E,C16001_022E,C16001_023E,C16001_025E,C16001_026E,C16001_028E,C16001_029E,C16001_031E,C16001_032E,C16001_034E,C16001_035E,C16001_037E,C16001_038E,name,county,county subdivision,state
17940.0,16000.0,921.0,410.0,17.0,0.0,164.0,0.0,0.0,9.0,136.0,39.0,8.0,0.0,31.0,27.0,0.0,0.0,55.0,10.0,53.0,45.0,7.0,0.0,8.0,0.0,"Sonora CCD, Tuolumne County, California",109,93080,06
12933.0,12120.0,336.0,163.0,7.0,0.0,54.0,0.0,30.0,0.0,84.0,105.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,"East Sonora-Phoenix Lake CCD, Tuolumne County, California",109,90835,06
12622.0,9695.0,1399.0,1114.0,0.0,0.0,101.0,0.0,0.0,0.0,105.0,136.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,27.0,33.0,0.0,0.0,0.0,0.0,"Escalon CCD, San Joaquin County, California",077,90900,06
13321.0,8084.0,1377.0,965.0,0.0,0.0,12.0,0.0,0.0,0.0,259.0,191.0,54.0,53.0,66.0,70.0,263.0,295.0,263.0,377.0,338.0,330.0,27.0,0.0,297.0,0.0,"Thornton CCD, San Joaquin County, California",077,93340,06
5782.0,3409.0,1191.0,909.0,0.0,0.0,0.0,0.0,12.0,0.0,155.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,38.0,4.0,0.0,0.0,0.0,0.0,"Linden-Farmington CCD, San Joaquin County, California",077,91630,06
10957.0,7659.0,1229.0,1512.0,35.0,37.0,80.0,50.0,0.0,0.0,86.0,49.0,29.0,0.0,0.0,50.0,0.0,6.0,14.0,9.0,81.0,31.0,0.0,0.0,0.0,0.0,"Lockeford CCD, San Joaquin County, California",077,91690,06
78807.0,49706.0,11257.0,8916.0,98.0,8.0,259.0,28.0,169.0,70.0,1949.0,2509.0,21.0,9.0,214.0,519.0,194.0,221.0,551.0,524.0,775.0,473.0,237.0,62.0,38.0,0.0,"Lodi CCD, San Joaquin County, California",077,91700,06
327668.0,173282.0,59945.0,42262.0,301.0,161.0,552.0,75.0,165.0,92.0,5493.0,4017.0,236.0,274.0,1503.0,2887.0,1396.0,2595.0,5910.0,5230.0,9839.0,9640.0,1009.0,420.0,230.0,154.0,"Stockton CCD, San Joaquin County, California",077,93240,06
98339.0,64550.0,13251.0,8378.0,88.0,0.0,212.0,19.0,58.0,52.0,3490.0,2648.0,41.0,68.0,216.0,493.0,80.0,183.0,1797.0,989.0,836.0,452.0,74.0,64.0,220.0,80.0,"Manteca CCD, San Joaquin County, California",077,91870,06
16657.0,13792.0,1387.0,1007.0,32.0,0.0,9.0,30.0,64.0,16.0,124.0,13.0,0.0,0.0,22.0,57.0,0.0,0.0,52.0,0.0,8.0,23.0,0.0,0.0,21.0,0.0,"Ripon CCD, San Joaquin County, California",077,92620,06
107444.0,64458.0,14220.0,8353.0,66.0,8.0,194.0,54.0,110.0,49.0,6203.0,3441.0,117.0,107.0,322.0,561.0,626.0,502.0,2840.0,1175.0,2155.0,628.0,550.0,88.0,534.0,83.0,"Tracy CCD, San Joaquin County, California",077,93400,06
8155.0,7385.0,278.0,207.0,0.0,0.0,36.0,16.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,155.0,13.0,0.0,0.0,0.0,"Sutter Creek-Plymouth CCD, Amador County, California",005,93300,06
7164.0,6644.0,141.0,76.0,8.0,0.0,52.0,0.0,15.0,0.0,73.0,25.0,23.0,0.0,10.0,0.0,0.0,0.0,78.0,0.0,8.0,0.0,0.0,0.0,11.0,0.0,"Jackson CCD, Amador County, California",005,91430,06
9638.0,8740.0,618.0,42.0,26.0,0.0,64.0,9.0,0.0,0.0,30.0,0.0,0.0,18.0,37.0,22.0,0.0,0.0,7.0,0.0,19.0,0.0,0.0,0.0,6.0,0.0,"Pine Grove-Silver Lake CCD, Amador County, California",005,92470,06
10878.0,9079.0,817.0,495.0,49.0,0.0,44.0,0.0,141.0,0.0,81.0,18.0,0.0,0.0,10.0,4.0,0.0,4.0,6.0,24.0,28.0,2.0,37.0,0.0,34.0,5.0,"Ione CCD, Amador County, California",005,91410,06
