B23025_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E,name,county,county subdivision,state
25686.0,16294.0,16244.0,15249.0,995.0,50.0,9392.0,"Gloucester city, Essex County, Massachusetts",009,26150,25
6069.0,3903.0,3903.0,3754.0,149.0,0.0,2166.0,"Hamilton town, Essex County, Massachusetts",009,27900,25
1799.0,1167.0,1167.0,1117.0,50.0,0.0,632.0,"Bernardston town, Franklin County, Massachusetts",011,05560,25
1452.0,1102.0,1102.0,1056.0,46.0,0.0,350.0,"Gill town, Franklin County, Massachusetts",011,25730,25
364.0,229.0,229.0,216.0,13.0,0.0,135.0,"Hawley town, Franklin County, Massachusetts",011,29475,25
1664.0,991.0,991.0,923.0,68.0,0.0,673.0,"Shelburne town, Franklin County, Massachusetts",011,61135,25
1666.0,1096.0,1096.0,1056.0,40.0,0.0,570.0,"Leverett town, Franklin County, Massachusetts",011,35180,25
589.0,353.0,353.0,349.0,4.0,0.0,236.0,"Heath town, Franklin County, Massachusetts",011,29650,25
585.0,420.0,420.0,406.0,14.0,0.0,165.0,"Leyden town, Franklin County, Massachusetts",011,35285,25
2453.0,1713.0,1713.0,1589.0,124.0,0.0,740.0,"Northfield town, Franklin County, Massachusetts",011,47835,25
8163.0,5332.0,5295.0,4912.0,383.0,37.0,2831.0,"Ware town, Hampshire County, Massachusetts",015,72880,25
24383.0,15933.0,15933.0,15012.0,921.0,0.0,8450.0,"Northampton city, Hampshire County, Massachusetts",015,46330,25
574.0,406.0,406.0,386.0,20.0,0.0,168.0,"Plainfield town, Hampshire County, Massachusetts",015,54030,25
1487.0,1141.0,1137.0,1076.0,61.0,4.0,346.0,"Westhampton town, Hampshire County, Massachusetts",015,76380,25
1078.0,756.0,756.0,746.0,10.0,0.0,322.0,"Worthington town, Hampshire County, Massachusetts",015,82175,25
36782.0,20771.0,20771.0,18716.0,2055.0,0.0,16011.0,"Amherst town, Hampshire County, Massachusetts",015,01325,25
5314.0,3713.0,3693.0,3514.0,179.0,20.0,1601.0,"Granby town, Hampshire County, Massachusetts",015,26535,25
918.0,693.0,693.0,674.0,19.0,0.0,225.0,"Goshen town, Hampshire County, Massachusetts",015,26290,25
1071.0,798.0,790.0,718.0,72.0,8.0,273.0,"Chesterfield town, Hampshire County, Massachusetts",015,13590,25
4629.0,2664.0,2664.0,2632.0,32.0,0.0,1965.0,"Hadley town, Hampshire County, Massachusetts",015,27690,25
1652.0,1132.0,1127.0,1113.0,14.0,5.0,520.0,"Huntington town, Hampshire County, Massachusetts",015,31785,25
1060.0,690.0,690.0,647.0,43.0,0.0,370.0,"Pelham town, Hampshire County, Massachusetts",015,52560,25
15635.0,10026.0,9975.0,9360.0,615.0,51.0,5609.0,"South Hadley town, Hampshire County, Massachusetts",015,64145,25
12173.0,8953.0,8953.0,8554.0,399.0,0.0,3220.0,"Belchertown town, Hampshire County, Massachusetts",015,04825,25
427.0,321.0,321.0,312.0,9.0,0.0,106.0,"Middlefield town, Hampshire County, Massachusetts",015,40990,25
