B15002_001E,B15002_002E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B15002_010E,B15002_011E,B15002_012E,B15002_013E,B15002_014E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_019E,B15002_020E,B15002_021E,B15002_022E,B15002_023E,B15002_024E,B15002_025E,B15002_026E,B15002_027E,B15002_028E,B15002_029E,B15002_030E,B15002_031E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,name,county,county subdivision,state
25093.0,11887.0,159.0,135.0,234.0,207.0,332.0,494.0,310.0,259.0,4967.0,870.0,1276.0,554.0,1457.0,460.0,83.0,90.0,13206.0,257.0,30.0,188.0,154.0,332.0,349.0,318.0,266.0,4798.0,1041.0,1751.0,943.0,1833.0,748.0,90.0,108.0,"Lower Christiana CCD, New Castle County, Delaware",003,91924,10
21585.0,10618.0,30.0,7.0,31.0,28.0,36.0,20.0,42.0,108.0,1618.0,371.0,795.0,434.0,3380.0,1792.0,941.0,985.0,10967.0,60.0,43.0,92.0,32.0,11.0,32.0,54.0,78.0,1602.0,430.0,788.0,762.0,3723.0,2163.0,628.0,469.0,"Piedmont CCD, New Castle County, Delaware",003,92960,10
48303.0,22235.0,280.0,129.0,294.0,398.0,421.0,1053.0,804.0,528.0,8291.0,720.0,2673.0,911.0,3457.0,1291.0,718.0,267.0,26068.0,341.0,96.0,239.0,392.0,373.0,835.0,913.0,422.0,9297.0,1107.0,3688.0,1446.0,3702.0,2190.0,673.0,354.0,"Wilmington CCD, New Castle County, Delaware",003,93996,10
6864.0,3400.0,30.0,35.0,38.0,21.0,12.0,84.0,90.0,16.0,1219.0,94.0,531.0,175.0,758.0,211.0,78.0,8.0,3464.0,18.0,50.0,0.0,67.0,17.0,14.0,0.0,15.0,1250.0,216.0,491.0,265.0,668.0,230.0,106.0,57.0,"Red Lion CCD, New Castle County, Delaware",003,93256,10
19287.0,9246.0,161.0,69.0,94.0,167.0,67.0,110.0,159.0,105.0,2678.0,348.0,1406.0,627.0,2081.0,969.0,65.0,140.0,10041.0,126.0,78.0,50.0,26.0,63.0,87.0,104.0,157.0,2701.0,680.0,1555.0,1149.0,2202.0,859.0,133.0,71.0,"Upper Christiana CCD, New Castle County, Delaware",003,93848,10
57773.0,26753.0,228.0,34.0,79.0,195.0,51.0,309.0,124.0,485.0,6246.0,1526.0,3349.0,1417.0,7167.0,3216.0,1359.0,968.0,31020.0,278.0,20.0,93.0,157.0,71.0,211.0,251.0,308.0,7549.0,1789.0,3592.0,2372.0,7978.0,4968.0,793.0,590.0,"Brandywine CCD, New Castle County, Delaware",003,90148,10
37718.0,19223.0,146.0,32.0,81.0,213.0,253.0,355.0,676.0,222.0,6236.0,1307.0,2604.0,1568.0,3204.0,1799.0,304.0,223.0,18495.0,79.0,20.0,8.0,138.0,182.0,178.0,73.0,202.0,5681.0,1192.0,2522.0,1511.0,3624.0,2701.0,164.0,220.0,"Middletown-Odessa CCD, New Castle County, Delaware",003,92072,10
30665.0,14355.0,121.0,24.0,97.0,64.0,188.0,201.0,347.0,124.0,3754.0,939.0,1861.0,1055.0,3246.0,1461.0,313.0,560.0,16310.0,38.0,88.0,163.0,77.0,135.0,149.0,171.0,126.0,4469.0,1153.0,1569.0,1218.0,4018.0,2243.0,381.0,312.0,"Pike Creek-Central Kirkwood CCD, New Castle County, Delaware",003,93108,10
15433.0,7266.0,70.0,45.0,90.0,204.0,181.0,409.0,311.0,146.0,3116.0,303.0,1017.0,433.0,576.0,241.0,68.0,56.0,8167.0,101.0,72.0,49.0,63.0,144.0,285.0,265.0,90.0,3286.0,773.0,984.0,874.0,756.0,353.0,44.0,28.0,"Laurel-Delmar CCD, Sussex County, Delaware",005,91628,10
13625.0,6622.0,218.0,26.0,8.0,62.0,34.0,60.0,92.0,165.0,2056.0,334.0,923.0,602.0,1110.0,683.0,177.0,72.0,7003.0,47.0,8.0,0.0,39.0,129.0,57.0,147.0,132.0,1763.0,442.0,894.0,898.0,1280.0,962.0,114.0,91.0,"Milton CCD, Sussex County, Delaware",005,92664,10
