B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
98.0,5.0,0.0,6.0,0.0,1.0,0.0,0.0,18.0,2.0,8.0,17.0,14.0,13.0,9.0,5.0,0.0,"Shiprock-Sanostee CCD, San Juan County, New Mexico",045,92970,35
3000.0,257.0,228.0,140.0,165.0,107.0,70.0,83.0,76.0,168.0,265.0,293.0,528.0,303.0,82.0,98.0,137.0,"Bloomfield CCD, San Juan County, New Mexico",045,90360,35
10545.0,736.0,357.0,410.0,260.0,433.0,472.0,469.0,501.0,552.0,789.0,1146.0,1424.0,1076.0,593.0,850.0,477.0,"Farmington CCD, San Juan County, New Mexico",045,91290,35
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Naschitti CCD, San Juan County, New Mexico",045,92160,35
6678.0,206.0,402.0,278.0,375.0,304.0,512.0,450.0,255.0,276.0,447.0,662.0,1153.0,720.0,221.0,297.0,120.0,"Aztec CCD, San Juan County, New Mexico",045,90180,35
135.0,3.0,3.0,10.0,9.0,9.0,6.0,15.0,7.0,0.0,16.0,2.0,23.0,21.0,10.0,1.0,0.0,"San Jon CCD, Quay County, New Mexico",037,92730,35
1252.0,73.0,79.0,201.0,179.0,198.0,29.0,64.0,20.0,48.0,94.0,47.0,112.0,41.0,28.0,36.0,3.0,"Tucumcari CCD, Quay County, New Mexico",037,93540,35
259.0,32.0,7.0,15.0,52.0,34.0,0.0,5.0,0.0,5.0,6.0,36.0,8.0,33.0,0.0,16.0,10.0,"Hondo CCD, Lincoln County, New Mexico",027,91500,35
390.0,10.0,49.0,41.0,14.0,28.0,21.0,45.0,22.0,23.0,19.0,25.0,21.0,11.0,14.0,39.0,8.0,"Logan-Nara Visa CCD, Quay County, New Mexico",037,91830,35
79.0,0.0,6.0,0.0,6.0,4.0,9.0,6.0,0.0,6.0,3.0,0.0,16.0,1.0,11.0,5.0,6.0,"House-Forrest CCD, Quay County, New Mexico",037,91530,35
130.0,13.0,7.0,6.0,8.0,7.0,6.0,6.0,0.0,8.0,25.0,5.0,20.0,8.0,0.0,8.0,3.0,"Corona CCD, Lincoln County, New Mexico",027,90780,35
358.0,55.0,28.0,46.0,17.0,45.0,44.0,4.0,7.0,14.0,10.0,24.0,38.0,10.0,16.0,0.0,0.0,"Carrizozo CCD, Lincoln County, New Mexico",027,90510,35
994.0,34.0,89.0,58.0,69.0,87.0,19.0,61.0,86.0,65.0,84.0,75.0,60.0,16.0,56.0,94.0,41.0,"Capitan CCD, Lincoln County, New Mexico",027,90450,35
4029.0,281.0,190.0,266.0,294.0,316.0,144.0,153.0,176.0,103.0,291.0,473.0,468.0,380.0,238.0,49.0,207.0,"Ruidoso CCD, Lincoln County, New Mexico",027,92700,35
367.0,31.0,28.0,33.0,18.0,9.0,30.0,2.0,35.0,37.0,20.0,36.0,38.0,26.0,6.0,3.0,15.0,"Hagerman CCD, Chaves County, New Mexico",005,91410,35
972.0,54.0,96.0,32.0,46.0,48.0,20.0,35.0,23.0,27.0,58.0,98.0,149.0,148.0,89.0,19.0,30.0,"Northwest Chaves CCD, Chaves County, New Mexico",005,92280,35
686.0,0.0,29.0,104.0,23.0,110.0,13.0,81.0,11.0,8.0,56.0,62.0,64.0,58.0,49.0,10.0,8.0,"Southwest Chaves CCD, Chaves County, New Mexico",005,93240,35
326.0,36.0,23.0,36.0,21.0,17.0,0.0,3.0,21.0,0.0,31.0,23.0,62.0,16.0,4.0,20.0,13.0,"Dexter CCD, Chaves County, New Mexico",005,90960,35
336.0,10.0,30.0,13.0,26.0,11.0,5.0,55.0,17.0,14.0,28.0,37.0,47.0,22.0,11.0,0.0,10.0,"Southeast Chaves CCD, Chaves County, New Mexico",005,93090,35
8916.0,524.0,520.0,731.0,515.0,755.0,477.0,271.0,479.0,467.0,601.0,805.0,983.0,739.0,456.0,265.0,328.0,"Roswell CCD, Chaves County, New Mexico",005,92670,35
22.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,4.0,"Northeast Chaves CCD, Chaves County, New Mexico",005,92190,35
2081.0,76.0,111.0,100.0,88.0,137.0,65.0,61.0,143.0,111.0,225.0,173.0,268.0,277.0,108.0,90.0,48.0,"Lovington CCD, Lea County, New Mexico",025,91950,35
432.0,0.0,28.0,12.0,28.0,16.0,32.0,21.0,17.0,5.0,72.0,57.0,36.0,34.0,41.0,21.0,12.0,"Jal CCD, Lea County, New Mexico",025,91620,35
6967.0,283.0,390.0,193.0,396.0,204.0,271.0,237.0,283.0,155.0,428.0,825.0,1014.0,790.0,474.0,447.0,577.0,"Hobbs CCD, Lea County, New Mexico",025,91470,35
619.0,6.0,60.0,10.0,35.0,19.0,30.0,38.0,16.0,11.0,41.0,68.0,106.0,87.0,20.0,47.0,25.0,"Eunice CCD, Lea County, New Mexico",025,91230,35
281.0,15.0,20.0,28.0,0.0,5.0,24.0,3.0,12.0,13.0,13.0,25.0,48.0,49.0,11.0,3.0,12.0,"Tatum CCD, Lea County, New Mexico",025,93360,35
11547.0,479.0,415.0,364.0,514.0,479.0,471.0,313.0,348.0,376.0,884.0,1404.0,1436.0,1318.0,762.0,898.0,1086.0,"Santa Fe South CCD, Santa Fe County, New Mexico",049,92880,35
19806.0,1014.0,774.0,906.0,953.0,971.0,880.0,736.0,925.0,786.0,1541.0,2035.0,2321.0,1587.0,1155.0,1438.0,1784.0,"Santa Fe CCD, Santa Fe County, New Mexico",049,92820,35
1917.0,173.0,64.0,136.0,67.0,47.0,44.0,81.0,62.0,106.0,87.0,130.0,208.0,218.0,115.0,99.0,280.0,"Santa Fe North CCD, Santa Fe County, New Mexico",049,92850,35
209.0,5.0,17.0,15.0,5.0,5.0,18.0,14.0,27.0,0.0,15.0,14.0,26.0,19.0,14.0,11.0,4.0,"Clayton North CCD, Union County, New Mexico",059,90660,35
752.0,40.0,54.0,67.0,64.0,29.0,41.0,55.0,39.0,3.0,71.0,103.0,51.0,48.0,18.0,43.0,26.0,"Clayton South CCD, Union County, New Mexico",059,90690,35
770.0,67.0,47.0,52.0,36.0,143.0,66.0,49.0,21.0,25.0,91.0,29.0,79.0,16.0,9.0,9.0,31.0,"Truth or Consequences West CCD, Sierra County, New Mexico",051,93510,35
3243.0,451.0,318.0,281.0,250.0,311.0,171.0,251.0,166.0,227.0,198.0,215.0,181.0,105.0,63.0,32.0,23.0,"Truth or Consequences East CCD, Sierra County, New Mexico",051,93480,35
308.0,3.0,23.0,26.0,31.0,25.0,7.0,31.0,18.0,29.0,0.0,40.0,26.0,10.0,0.0,39.0,0.0,"Magdalena CCD, Socorro County, New Mexico",053,91980,35
4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Claunch CCD, Socorro County, New Mexico",053,90630,35
3381.0,373.0,254.0,296.0,358.0,124.0,220.0,109.0,201.0,51.0,211.0,280.0,495.0,187.0,138.0,56.0,28.0,"Portales CCD, Roosevelt County, New Mexico",041,92430,35
335.0,31.0,14.0,9.0,12.0,24.0,15.0,15.0,11.0,7.0,27.0,58.0,27.0,30.0,33.0,7.0,15.0,"Elida CCD, Roosevelt County, New Mexico",041,91140,35
509.0,55.0,17.0,77.0,4.0,12.0,2.0,13.0,13.0,29.0,39.0,23.0,82.0,59.0,24.0,27.0,33.0,"Dora CCD, Roosevelt County, New Mexico",041,91080,35
4056.0,248.0,25.0,21.0,74.0,81.0,75.0,152.0,87.0,72.0,178.0,328.0,560.0,578.0,509.0,550.0,518.0,"Los Alamos CCD, Los Alamos County, New Mexico",028,91860,35
1816.0,0.0,68.0,0.0,7.0,11.0,0.0,0.0,38.0,36.0,117.0,152.0,257.0,238.0,207.0,411.0,274.0,"White Rock CCD, Los Alamos County, New Mexico",028,93810,35
87.0,0.0,0.0,35.0,0.0,10.0,0.0,0.0,29.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"Dixon CCD, Rio Arriba County, New Mexico",039,91020,35
187.0,0.0,0.0,14.0,0.0,0.0,21.0,29.0,0.0,0.0,0.0,31.0,0.0,78.0,0.0,14.0,0.0,"Rio Chama CCD, Rio Arriba County, New Mexico",039,92610,35
223.0,76.0,24.0,0.0,48.0,3.0,0.0,0.0,3.0,0.0,17.0,23.0,18.0,0.0,0.0,0.0,11.0,"Coyote CCD, Rio Arriba County, New Mexico",039,90810,35
412.0,101.0,14.0,41.0,11.0,0.0,68.0,4.0,14.0,4.0,16.0,57.0,30.0,0.0,36.0,16.0,0.0,"Tierra Amarilla CCD, Rio Arriba County, New Mexico",039,93390,35
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,"Conchas Dam CCD, San Miguel County, New Mexico",047,90750,35
159.0,42.0,22.0,0.0,11.0,18.0,0.0,0.0,0.0,21.0,24.0,0.0,0.0,13.0,0.0,0.0,8.0,"Villanueva CCD, San Miguel County, New Mexico",047,93690,35
408.0,91.0,0.0,15.0,64.0,23.0,38.0,21.0,0.0,31.0,22.0,16.0,51.0,0.0,18.0,0.0,18.0,"South Rio Arriba CCD, Rio Arriba County, New Mexico",039,93210,35
95.0,0.0,29.0,0.0,0.0,0.0,0.0,10.0,25.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,"Chimayo CCD, Rio Arriba County, New Mexico",039,90570,35
725.0,172.0,44.0,38.0,62.0,0.0,80.0,58.0,0.0,0.0,104.0,16.0,60.0,73.0,18.0,0.0,0.0,"Pecos CCD, San Miguel County, New Mexico",047,92310,35
658.0,115.0,56.0,28.0,11.0,23.0,16.0,35.0,24.0,21.0,57.0,51.0,62.0,67.0,12.0,37.0,43.0,"Santa Clara Pueblo CCD, Rio Arriba County, New Mexico",039,92790,35
1358.0,137.0,105.0,165.0,95.0,97.0,22.0,105.0,74.0,44.0,97.0,187.0,99.0,53.0,10.0,48.0,20.0,"Las Vegas CCD, San Miguel County, New Mexico",047,91770,35
16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Trementina CCD, San Miguel County, New Mexico",047,93420,35
