B19013B_001E,name,county,county subdivision,state
-666666666.0,"St. Anthony CCD, Fremont County, Idaho",043,93128,16
-666666666.0,"Sugar City CCD, Madison County, Idaho",065,93381,16
-666666666.0,"Mullan CCD, Shoshone County, Idaho",079,92346,16
-666666666.0,"Murray CCD, Shoshone County, Idaho",079,92392,16
-666666666.0,"Kellogg CCD, Shoshone County, Idaho",079,91794,16
-666666666.0,"Avery-Clarkia CCD, Shoshone County, Idaho",079,90230,16
-666666666.0,"Cottonwood CCD, Idaho County, Idaho",049,90644,16
-666666666.0,"Grangeville CCD, Idaho County, Idaho",049,91334,16
-666666666.0,"Elk City CCD, Idaho County, Idaho",049,90897,16
-666666666.0,"Riggins CCD, Idaho County, Idaho",049,93013,16
-666666666.0,"Nez Perce CCD, Idaho County, Idaho",049,92553,16
-666666666.0,"Victor CCD, Teton County, Idaho",081,93611,16
-666666666.0,"Tetonia CCD, Teton County, Idaho",081,93473,16
-666666666.0,"Driggs CCD, Teton County, Idaho",081,90782,16
-666666666.0,"Fort Hall CCD, Power County, Idaho",077,91127,16
-666666666.0,"Rockland CCD, Power County, Idaho",077,93082,16
-666666666.0,"American Falls CCD, Power County, Idaho",077,90092,16
-666666666.0,"Arbon CCD, Power County, Idaho",077,90115,16
-666666666.0,"Weiser CCD, Washington County, Idaho",087,93703,16
-666666666.0,"Cambridge CCD, Washington County, Idaho",087,90506,16
-666666666.0,"Midvale CCD, Washington County, Idaho",087,92139,16
-666666666.0,"Albion CCD, Cassia County, Idaho",031,90046,16
-666666666.0,"Burley CCD, Cassia County, Idaho",031,90460,16
-666666666.0,"Holbrook CCD, Oneida County, Idaho",071,91472,16
-666666666.0,"Malad City CCD, Oneida County, Idaho",071,92047,16
-666666666.0,"Declo CCD, Cassia County, Idaho",031,90759,16
-666666666.0,"Oakley CCD, Cassia County, Idaho",031,92645,16
-666666666.0,"Emmett Valley CCD, Gem County, Idaho",045,90966,16
-666666666.0,"Emmett Bench CCD, Gem County, Idaho",045,90943,16
-666666666.0,"Sweet CCD, Gem County, Idaho",045,93427,16
-666666666.0,"Richfield CCD, Lincoln County, Idaho",063,92967,16
-666666666.0,"Shoshone CCD, Lincoln County, Idaho",063,93243,16
-666666666.0,"McCall CCD, Valley County, Idaho",085,92001,16
-666666666.0,"Cascade CCD, Valley County, Idaho",085,90552,16
-666666666.0,"Stibnite CCD, Valley County, Idaho",085,93358,16
-666666666.0,"Mink Creek CCD, Franklin County, Idaho",041,92185,16
-666666666.0,"Dayton CCD, Franklin County, Idaho",041,90713,16
-666666666.0,"Council CCD, Adams County, Idaho",003,90667,16
-666666666.0,"New Meadows CCD, Adams County, Idaho",003,92484,16
-666666666.0,"Preston CCD, Franklin County, Idaho",041,92921,16
-666666666.0,"Leland CCD, Nez Perce County, Idaho",069,91909,16
-666666666.0,"Nez Perce CCD, Nez Perce County, Idaho",069,92599,16
