B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
33456.0,1013.0,774.0,908.0,943.0,1002.0,1127.0,1147.0,1440.0,1303.0,2799.0,3591.0,5448.0,4282.0,2751.0,2707.0,2221.0,"Central Pasco CCD, Pasco County, Florida",101,90481,12
2248.0,170.0,114.0,178.0,207.0,266.0,98.0,72.0,214.0,62.0,127.0,227.0,308.0,95.0,22.0,71.0,17.0,"Bell CCD, Gilchrist County, Florida",041,90130,12
4441.0,322.0,219.0,245.0,174.0,249.0,303.0,368.0,223.0,183.0,448.0,570.0,680.0,173.0,88.0,12.0,184.0,"Live Oak CCD, Suwannee County, Florida",121,91950,12
42182.0,3199.0,2752.0,3328.0,3319.0,2766.0,2803.0,2909.0,2556.0,2412.0,3376.0,4514.0,3906.0,2052.0,1138.0,606.0,546.0,"Port Richey CCD, Pasco County, Florida",101,92860,12
14884.0,954.0,978.0,1361.0,1227.0,1041.0,1335.0,708.0,1104.0,681.0,1372.0,1586.0,1190.0,648.0,217.0,319.0,163.0,"Sebring CCD, Highlands County, Florida",055,93120,12
7609.0,572.0,423.0,588.0,555.0,353.0,639.0,393.0,606.0,316.0,739.0,778.0,907.0,264.0,114.0,205.0,157.0,"Lake Placid CCD, Highlands County, Florida",055,91846,12
9088.0,471.0,513.0,446.0,629.0,837.0,682.0,898.0,599.0,343.0,841.0,981.0,835.0,431.0,297.0,197.0,88.0,"Avon Park CCD, Highlands County, Florida",055,90091,12
2342.0,230.0,141.0,89.0,255.0,114.0,120.0,122.0,21.0,82.0,319.0,320.0,218.0,214.0,33.0,50.0,14.0,"Branford CCD, Suwannee County, Florida",121,90299,12
3459.0,307.0,339.0,239.0,236.0,174.0,226.0,227.0,118.0,216.0,376.0,303.0,244.0,203.0,166.0,67.0,18.0,"Dade City CCD, Pasco County, Florida",101,90741,12
59257.0,4141.0,3541.0,3422.0,4177.0,3859.0,3298.0,3325.0,2869.0,2918.0,5725.0,5984.0,6474.0,3657.0,2211.0,1926.0,1730.0,"New Port Richey CCD, Pasco County, Florida",101,92327,12
3767.0,244.0,226.0,205.0,298.0,184.0,235.0,211.0,159.0,223.0,322.0,407.0,571.0,246.0,76.0,76.0,84.0,"Trenton CCD, Gilchrist County, Florida",041,93432,12
2975.0,277.0,185.0,193.0,269.0,165.0,302.0,229.0,84.0,158.0,245.0,310.0,332.0,86.0,38.0,40.0,62.0,"Dowling Park CCD, Suwannee County, Florida",121,90858,12
2748.0,185.0,249.0,128.0,258.0,173.0,169.0,70.0,66.0,163.0,95.0,379.0,348.0,161.0,15.0,199.0,90.0,"McAlpin-Wellborn CCD, Suwannee County, Florida",121,92002,12
41307.0,5249.0,2393.0,1822.0,2481.0,2235.0,1959.0,2066.0,1570.0,1468.0,3317.0,3610.0,4289.0,2883.0,1909.0,1965.0,2091.0,"Gainesville CCD, Alachua County, Florida",001,91248,12
1764.0,175.0,146.0,107.0,75.0,88.0,115.0,77.0,102.0,106.0,178.0,187.0,167.0,135.0,39.0,56.0,11.0,"Hawthorne CCD, Alachua County, Florida",001,91469,12
6888.0,296.0,184.0,158.0,251.0,219.0,277.0,255.0,305.0,241.0,499.0,836.0,735.0,628.0,550.0,693.0,761.0,"Newberry-Archer CCD, Alachua County, Florida",001,92314,12
1014.0,54.0,56.0,71.0,60.0,19.0,69.0,88.0,47.0,33.0,74.0,100.0,128.0,51.0,48.0,61.0,55.0,"Micanopy CCD, Alachua County, Florida",001,92184,12
12032.0,729.0,316.0,510.0,666.0,514.0,644.0,527.0,384.0,515.0,913.0,1593.0,1727.0,1124.0,683.0,661.0,526.0,"High Springs-Alachua CCD, Alachua County, Florida",001,91495,12
2211.0,171.0,97.0,82.0,208.0,87.0,126.0,191.0,52.0,124.0,181.0,300.0,245.0,174.0,65.0,75.0,33.0,"Waldo CCD, Alachua County, Florida",001,93536,12
3702.0,204.0,172.0,337.0,230.0,239.0,274.0,240.0,166.0,199.0,427.0,354.0,399.0,225.0,43.0,88.0,105.0,"Arcadia West CCD, DeSoto County, Florida",027,90078,12
3947.0,330.0,200.0,446.0,343.0,258.0,226.0,237.0,233.0,175.0,342.0,434.0,365.0,167.0,38.0,104.0,49.0,"Arcadia East CCD, DeSoto County, Florida",027,90065,12
837.0,52.0,57.0,62.0,61.0,68.0,120.0,25.0,35.0,78.0,37.0,75.0,121.0,17.0,0.0,13.0,16.0,"Altha CCD, Calhoun County, Florida",013,90026,12
1664.0,126.0,192.0,67.0,128.0,112.0,100.0,167.0,115.0,115.0,80.0,100.0,126.0,203.0,10.0,16.0,7.0,"Blountstown CCD, Calhoun County, Florida",013,90169,12
