B07004B_001E,B07004B_002E,B07004B_003E,B07004B_004E,B07004B_005E,B07004B_006E,name,county,county subdivision,state
2049.0,1826.0,84.0,103.0,36.0,0.0,"District 2, Yazoo County, Mississippi",163,91476,28
5524.0,4788.0,224.0,53.0,419.0,40.0,"District 4, Yazoo County, Mississippi",163,92952,28
867.0,839.0,9.0,5.0,14.0,0.0,"District 2, Winston County, Mississippi",159,91458,28
1224.0,934.0,176.0,91.0,23.0,0.0,"District 1, Winston County, Mississippi",159,90720,28
1409.0,1299.0,29.0,57.0,24.0,0.0,"District 1, Yazoo County, Mississippi",163,90738,28
3663.0,2978.0,461.0,173.0,51.0,0.0,"District 3, Yazoo County, Mississippi",163,92214,28
2947.0,2705.0,184.0,58.0,0.0,0.0,"District 5, Yazoo County, Mississippi",163,93690,28
1462.0,1188.0,175.0,99.0,0.0,0.0,"District 1, Attala County, Mississippi",007,90036,28
2582.0,1772.0,493.0,262.0,55.0,0.0,"District 2, Attala County, Mississippi",007,90774,28
449.0,422.0,24.0,0.0,3.0,0.0,"District 5, Attala County, Mississippi",007,92988,28
1848.0,1606.0,191.0,44.0,7.0,0.0,"District 4, Attala County, Mississippi",007,92250,28
1509.0,1182.0,259.0,62.0,6.0,0.0,"District 3, Attala County, Mississippi",007,91512,28
197.0,196.0,0.0,0.0,1.0,0.0,"District 4, Benton County, Mississippi",009,92259,28
1079.0,1060.0,19.0,0.0,0.0,0.0,"District 2, Benton County, Mississippi",009,90783,28
471.0,466.0,0.0,5.0,0.0,0.0,"District 3, Benton County, Mississippi",009,91521,28
362.0,362.0,0.0,0.0,0.0,0.0,"District 5, Benton County, Mississippi",009,92997,28
100.0,100.0,0.0,0.0,0.0,0.0,"District 5, Franklin County, Mississippi",037,93123,28
933.0,755.0,178.0,0.0,0.0,0.0,"District 1, Benton County, Mississippi",009,90045,28
1031.0,1013.0,13.0,0.0,5.0,0.0,"District 1, Franklin County, Mississippi",037,90171,28
476.0,456.0,2.0,17.0,1.0,0.0,"District 2, Franklin County, Mississippi",037,90909,28
712.0,655.0,34.0,23.0,0.0,0.0,"District 3, Franklin County, Mississippi",037,91647,28
437.0,368.0,60.0,5.0,4.0,0.0,"District 4, Franklin County, Mississippi",037,92385,28
3556.0,3038.0,314.0,69.0,135.0,0.0,"District 5, Coahoma County, Mississippi",027,93078,28
2731.0,2268.0,434.0,10.0,19.0,0.0,"District 1, Coahoma County, Mississippi",027,90126,28
5321.0,4633.0,584.0,19.0,85.0,0.0,"District 3, Coahoma County, Mississippi",027,91602,28
3054.0,2614.0,417.0,23.0,0.0,0.0,"District 4, Coahoma County, Mississippi",027,92340,28
3723.0,3332.0,210.0,70.0,111.0,0.0,"District 2, Coahoma County, Mississippi",027,90864,28
2225.0,2095.0,119.0,3.0,8.0,0.0,"District 5, Jasper County, Mississippi",061,93231,28
1168.0,1095.0,41.0,32.0,0.0,0.0,"District 4, Jasper County, Mississippi",061,92493,28
