B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B07003_007E,B07003_008E,B07003_009E,B07003_010E,B07003_011E,B07003_012E,B07003_013E,B07003_014E,B07003_015E,B07003_016E,B07003_017E,B07003_018E,name,county,county subdivision,state
187.0,93.0,94.0,134.0,59.0,75.0,41.0,22.0,19.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tomlinson township, Logan County, Arkansas",083,93619,05
337.0,179.0,158.0,280.0,137.0,143.0,0.0,0.0,0.0,17.0,17.0,0.0,23.0,8.0,15.0,17.0,17.0,0.0,"East Roanoke township, Randolph County, Arkansas",121,91204,05
208.0,127.0,81.0,185.0,104.0,81.0,0.0,0.0,0.0,12.0,12.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,"Wharton township, Madison County, Arkansas",087,93976,05
167.0,80.0,87.0,155.0,68.0,87.0,8.0,8.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Tyler township, Prairie County, Arkansas",117,93654,05
758.0,360.0,398.0,636.0,299.0,337.0,57.0,31.0,26.0,65.0,30.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,"Caddo Gap township, Montgomery County, Arkansas",097,90595,05
383.0,226.0,157.0,383.0,226.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Black River-Marshell township, Independence County, Arkansas",063,90343,05
129.0,82.0,47.0,87.0,66.0,21.0,42.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Alamo township, Montgomery County, Arkansas",097,90013,05
416.0,226.0,190.0,352.0,198.0,154.0,38.0,12.0,26.0,7.0,7.0,0.0,17.0,9.0,8.0,2.0,0.0,2.0,"Black Springs township, Montgomery County, Arkansas",097,90346,05
227.0,129.0,98.0,201.0,114.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,11.0,0.0,0.0,0.0,"Fannie township, Montgomery County, Arkansas",097,91273,05
169.0,91.0,78.0,159.0,91.0,68.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hopper township, Montgomery County, Arkansas",097,91765,05
702.0,359.0,343.0,633.0,309.0,324.0,0.0,0.0,0.0,69.0,50.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,"Township 1, Calhoun County, Arkansas",013,93627,05
909.0,382.0,527.0,730.0,310.0,420.0,132.0,47.0,85.0,44.0,25.0,19.0,3.0,0.0,3.0,0.0,0.0,0.0,"West Prairie township, Poinsett County, Arkansas",111,93973,05
504.0,316.0,188.0,481.0,302.0,179.0,8.0,3.0,5.0,15.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,"Township 3, Calhoun County, Arkansas",013,93631,05
2729.0,1259.0,1470.0,2610.0,1201.0,1409.0,89.0,50.0,39.0,0.0,0.0,0.0,26.0,6.0,20.0,4.0,2.0,2.0,"Tyronza township, Crittenden County, Arkansas",035,93655,05
529.0,282.0,247.0,493.0,263.0,230.0,36.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Township 5, Calhoun County, Arkansas",013,93635,05
633.0,343.0,290.0,495.0,255.0,240.0,0.0,0.0,0.0,112.0,62.0,50.0,18.0,18.0,0.0,8.0,8.0,0.0,"Township 2, Calhoun County, Arkansas",013,93629,05
567.0,214.0,353.0,513.0,213.0,300.0,30.0,0.0,30.0,13.0,1.0,12.0,11.0,0.0,11.0,0.0,0.0,0.0,"Township 4, Calhoun County, Arkansas",013,93633,05
644.0,380.0,264.0,644.0,380.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Township 6, Calhoun County, Arkansas",013,93637,05
