B15002_001E,B15002_002E,B15002_003E,B15002_004E,B15002_005E,B15002_006E,B15002_007E,B15002_008E,B15002_009E,B15002_010E,B15002_011E,B15002_012E,B15002_013E,B15002_014E,B15002_015E,B15002_016E,B15002_017E,B15002_018E,B15002_019E,B15002_020E,B15002_021E,B15002_022E,B15002_023E,B15002_024E,B15002_025E,B15002_026E,B15002_027E,B15002_028E,B15002_029E,B15002_030E,B15002_031E,B15002_032E,B15002_033E,B15002_034E,B15002_035E,name,county,county subdivision,state
405.0,218.0,0.0,0.0,0.0,2.0,10.0,17.0,20.0,8.0,82.0,21.0,23.0,19.0,8.0,8.0,0.0,0.0,187.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,90.0,31.0,14.0,19.0,12.0,11.0,0.0,0.0,"Onamia township, Mille Lacs County, Minnesota",095,48328,27
493.0,255.0,0.0,0.0,0.0,9.0,3.0,12.0,4.0,2.0,121.0,24.0,37.0,27.0,8.0,6.0,2.0,0.0,238.0,0.0,0.0,0.0,7.0,2.0,13.0,2.0,2.0,76.0,35.0,38.0,28.0,21.0,7.0,5.0,2.0,"Page township, Mille Lacs County, Minnesota",095,49480,27
897.0,443.0,0.0,0.0,0.0,8.0,12.0,8.0,33.0,13.0,166.0,39.0,74.0,40.0,33.0,8.0,3.0,6.0,454.0,5.0,0.0,2.0,9.0,9.0,12.0,17.0,16.0,145.0,48.0,92.0,55.0,29.0,15.0,0.0,0.0,"Kathio township, Mille Lacs County, Minnesota",095,32516,27
1619.0,839.0,0.0,0.0,0.0,14.0,0.0,19.0,19.0,11.0,369.0,52.0,136.0,107.0,100.0,6.0,6.0,0.0,780.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,9.0,284.0,56.0,138.0,111.0,123.0,39.0,0.0,6.0,"Princeton township, Mille Lacs County, Minnesota",095,52540,27
145.0,76.0,0.0,0.0,0.0,5.0,0.0,3.0,4.0,1.0,27.0,5.0,12.0,9.0,8.0,2.0,0.0,0.0,69.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,19.0,7.0,12.0,6.0,10.0,4.0,3.0,0.0,"Dailey township, Mille Lacs County, Minnesota",095,14500,27
513.0,255.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,9.0,114.0,28.0,36.0,10.0,36.0,10.0,1.0,1.0,258.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,127.0,27.0,39.0,15.0,29.0,6.0,2.0,0.0,"East Side township, Mille Lacs County, Minnesota",095,17810,27
819.0,471.0,0.0,2.0,6.0,1.0,3.0,10.0,37.0,17.0,176.0,21.0,63.0,52.0,65.0,15.0,3.0,0.0,348.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,143.0,30.0,49.0,41.0,56.0,17.0,0.0,0.0,"Greenbush township, Mille Lacs County, Minnesota",095,25586,27
2988.0,1294.0,0.0,0.0,14.0,36.0,4.0,50.0,18.0,0.0,540.0,161.0,172.0,101.0,152.0,36.0,0.0,10.0,1694.0,0.0,0.0,0.0,47.0,0.0,42.0,44.0,0.0,744.0,143.0,206.0,175.0,151.0,124.0,0.0,18.0,"Princeton city, Mille Lacs County, Minnesota",095,52522,27
154.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,19.0,8.0,18.0,16.0,8.0,4.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,5.0,16.0,13.0,11.0,0.0,4.0,0.0,"Emmet township, Renville County, Minnesota",129,19322,27
176.0,89.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,2.0,23.0,15.0,9.0,2.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,10.0,28.0,17.0,11.0,5.0,0.0,0.0,"Ericson township, Renville County, Minnesota",129,19628,27
