B07003_001E,B07003_002E,B07003_003E,B07003_004E,B07003_005E,B07003_006E,B07003_007E,B07003_008E,B07003_009E,B07003_010E,B07003_011E,B07003_012E,B07003_013E,B07003_014E,B07003_015E,B07003_016E,B07003_017E,B07003_018E,name,county,county subdivision,state
22324.0,11278.0,11046.0,19803.0,10096.0,9707.0,187.0,77.0,110.0,1957.0,931.0,1026.0,341.0,163.0,178.0,36.0,11.0,25.0,"Elizabeth CCD, Elbert County, Colorado",039,91190,08
614.0,357.0,257.0,548.0,312.0,236.0,5.0,5.0,0.0,26.0,21.0,5.0,35.0,19.0,16.0,0.0,0.0,0.0,"Agate CCD, Elbert County, Colorado",039,90019,08
338.0,179.0,159.0,266.0,143.0,123.0,44.0,26.0,18.0,28.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kim CCD, Las Animas County, Colorado",071,91976,08
1493.0,746.0,747.0,1359.0,692.0,667.0,83.0,31.0,52.0,51.0,23.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,"Simla CCD, Elbert County, Colorado",039,93325,08
548.0,495.0,53.0,522.0,480.0,42.0,6.0,6.0,0.0,20.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"Model CCD, Las Animas County, Colorado",071,92508,08
188.0,106.0,82.0,167.0,94.0,73.0,5.0,5.0,0.0,11.0,7.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,"Branson CCD, Las Animas County, Colorado",071,90361,08
1014.0,548.0,466.0,884.0,478.0,406.0,36.0,18.0,18.0,20.0,12.0,8.0,74.0,40.0,34.0,0.0,0.0,0.0,"Aguilar CCD, Las Animas County, Colorado",071,90038,08
1223.0,619.0,604.0,1093.0,543.0,550.0,70.0,39.0,31.0,18.0,18.0,0.0,32.0,14.0,18.0,10.0,5.0,5.0,"Weston CCD, Las Animas County, Colorado",071,93838,08
10704.0,5299.0,5405.0,8665.0,4281.0,4384.0,1177.0,591.0,586.0,559.0,267.0,292.0,282.0,144.0,138.0,21.0,16.0,5.0,"Trinidad CCD, Las Animas County, Colorado",071,93648,08
5055.0,2484.0,2571.0,4351.0,2051.0,2300.0,395.0,255.0,140.0,264.0,136.0,128.0,24.0,21.0,3.0,21.0,21.0,0.0,"Yuma CCD, Yuma County, Colorado",125,93952,08
3924.0,1934.0,1990.0,3393.0,1689.0,1704.0,212.0,92.0,120.0,189.0,72.0,117.0,130.0,81.0,49.0,0.0,0.0,0.0,"Wray CCD, Yuma County, Colorado",125,93914,08
960.0,446.0,514.0,825.0,384.0,441.0,96.0,44.0,52.0,33.0,16.0,17.0,6.0,2.0,4.0,0.0,0.0,0.0,"Hugo CCD, Lincoln County, Colorado",073,91824,08
851.0,488.0,363.0,692.0,378.0,314.0,139.0,92.0,47.0,18.0,16.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,"Yampa CCD, Routt County, Colorado",107,93933,08
2533.0,1284.0,1249.0,2221.0,1104.0,1117.0,117.0,64.0,53.0,80.0,53.0,27.0,115.0,63.0,52.0,0.0,0.0,0.0,"Hayden CCD, Routt County, Colorado",107,91729,08
17585.0,9209.0,8376.0,14574.0,7523.0,7051.0,1049.0,543.0,506.0,1202.0,654.0,548.0,752.0,481.0,271.0,8.0,8.0,0.0,"Steamboat Springs CCD, Routt County, Colorado",107,93496,08
3228.0,1614.0,1614.0,2688.0,1359.0,1329.0,163.0,79.0,84.0,173.0,47.0,126.0,191.0,121.0,70.0,13.0,8.0,5.0,"Oak Creek CCD, Routt County, Colorado",107,92717,08
12157.0,7068.0,5089.0,10179.0,5983.0,4196.0,786.0,651.0,135.0,527.0,215.0,312.0,556.0,160.0,396.0,109.0,59.0,50.0,"Silverthorne CCD, Summit County, Colorado",117,93287,08
17357.0,9052.0,8305.0,14124.0,7169.0,6955.0,2214.0,1324.0,890.0,501.0,298.0,203.0,457.0,250.0,207.0,61.0,11.0,50.0,"Breckenridge CCD, Summit County, Colorado",117,90380,08
