B25003H_001E,B25003H_002E,B25003H_003E,name,county,county subdivision,state
133.0,124.0,9.0,"Liberty township, Plymouth County, Iowa",149,92484,19
0.0,0.0,0.0,"Sioux City city, Plymouth County, Iowa",149,93925,19
60.0,47.0,13.0,"Union township, Plymouth County, Iowa",149,94254,19
55.0,55.0,0.0,"Henry township, Plymouth County, Iowa",149,91908,19
82.0,58.0,24.0,"Preston township, Plymouth County, Iowa",149,93507,19
715.0,572.0,143.0,"Remsen township, Plymouth County, Iowa",149,93564,19
108.0,108.0,0.0,"Johnson township, Plymouth County, Iowa",149,92274,19
219.0,199.0,20.0,"Marion township, Plymouth County, Iowa",149,92865,19
132.0,130.0,2.0,"Washington township, Plymouth County, Iowa",149,94545,19
74.0,56.0,18.0,"Lincoln township, Plymouth County, Iowa",149,92589,19
143.0,143.0,0.0,"Sioux township, Plymouth County, Iowa",149,93921,19
731.0,552.0,179.0,"Portland township, Plymouth County, Iowa",149,93462,19
121.0,108.0,13.0,"Buffalo township, Buchanan County, Iowa",019,90384,19
85.0,78.0,7.0,"Fremont township, Buchanan County, Iowa",019,91461,19
1927.0,1365.0,562.0,"Washington township, Buchanan County, Iowa",019,94458,19
1208.0,1012.0,196.0,"Sumner township, Buchanan County, Iowa",019,94047,19
277.0,227.0,50.0,"Homer township, Buchanan County, Iowa",019,91977,19
325.0,272.0,53.0,"Madison township, Buchanan County, Iowa",019,92751,19
686.0,434.0,252.0,"West Holman township, Osceola County, Iowa",143,94678,19
1900.0,1277.0,623.0,"Evansdale city, Black Hawk County, Iowa",013,91252,19
0.0,0.0,0.0,"Julien township, Dubuque County, Iowa",061,92285,19
532.0,477.0,55.0,"East Holman township, Osceola County, Iowa",143,91111,19
63.0,58.0,5.0,"Willow township, Greene County, Iowa",073,94746,19
56.0,48.0,8.0,"Bristol township, Greene County, Iowa",073,90342,19
81.0,61.0,20.0,"Cedar township, Greene County, Iowa",073,90537,19
235.0,184.0,51.0,"Highland township, Greene County, Iowa",073,91932,19
44.0,44.0,0.0,"Hardin township, Greene County, Iowa",073,91830,19
170.0,131.0,39.0,"Washington township, Greene County, Iowa",073,94497,19
50.0,41.0,9.0,"Franklin township, Greene County, Iowa",073,91404,19
71.0,46.0,25.0,"Dawson township, Greene County, Iowa",073,90897,19
41.0,18.0,23.0,"Greenbrier township, Greene County, Iowa",073,91746,19
1757.0,1231.0,526.0,"Jefferson city, Greene County, Iowa",073,92221,19
299.0,232.0,67.0,"Scranton township, Greene County, Iowa",073,93804,19
127.0,107.0,20.0,"Grant township, Greene County, Iowa",073,91653,19
54.0,54.0,0.0,"Jackson township, Greene County, Iowa",073,92115,19
72.0,66.0,6.0,"Kendrick township, Greene County, Iowa",073,92304,19
108.0,78.0,30.0,"Buckeye township, Hardin County, Iowa",083,90372,19
104.0,97.0,7.0,"Eldora township, Hardin County, Iowa",083,91158,19
722.0,551.0,171.0,"Etna township, Hardin County, Iowa",083,91245,19
153.0,144.0,9.0,"Concord township, Hardin County, Iowa",083,90804,19
125.0,116.0,9.0,"Pleasant township, Hardin County, Iowa",083,93363,19
485.0,352.0,133.0,"Alden township, Hardin County, Iowa",083,90036,19
625.0,466.0,159.0,"Harrison township, Harrison County, Iowa",085,91863,19
100.0,91.0,9.0,"Ellis township, Hardin County, Iowa",083,91206,19
1006.0,719.0,287.0,"Eldora city, Hardin County, Iowa",083,91157,19
97.0,95.0,2.0,"Jackson township, Hardin County, Iowa",083,92121,19
153.0,113.0,40.0,"Providence township, Hardin County, Iowa",083,93516,19
251.0,197.0,54.0,"Clay township, Hardin County, Iowa",083,90678,19
69.0,58.0,11.0,"Allen township, Harrison County, Iowa",085,90039,19
152.0,152.0,0.0,"Calhoun township, Harrison County, Iowa",085,90444,19
94.0,76.0,18.0,"Cass township, Harrison County, Iowa",085,90507,19
246.0,171.0,75.0,"Washington township, Harrison County, Iowa",085,94503,19
180.0,138.0,42.0,"Morgan township, Harrison County, Iowa",085,93012,19
93.0,86.0,7.0,"Raglan township, Harrison County, Iowa",085,93534,19
88.0,80.0,8.0,"Cincinnati township, Harrison County, Iowa",085,90666,19
790.0,645.0,145.0,"Jefferson township, Harrison County, Iowa",085,92223,19
69.0,54.0,15.0,"Douglas township, Harrison County, Iowa",085,91038,19
298.0,239.0,59.0,"Harrison township, Kossuth County, Iowa",109,91866,19
2514.0,1853.0,661.0,"Algona city, Kossuth County, Iowa",109,90037,19
68.0,54.0,14.0,"Lincoln township, Kossuth County, Iowa",109,92565,19
116.0,89.0,27.0,"Plum Creek township, Kossuth County, Iowa",109,93426,19
66.0,61.0,5.0,"Prairie township, Kossuth County, Iowa",109,93492,19
72.0,72.0,0.0,"Ramsey township, Kossuth County, Iowa",109,93537,19
76.0,61.0,15.0,"Riverdale township, Kossuth County, Iowa",109,93636,19
45.0,45.0,0.0,"Eagle township, Kossuth County, Iowa",109,91095,19
87.0,54.0,33.0,"Irvington township, Kossuth County, Iowa",109,92082,19
62.0,62.0,0.0,"Springfield township, Kossuth County, Iowa",109,93981,19
97.0,97.0,0.0,"Union township, Kossuth County, Iowa",109,94227,19
54.0,27.0,27.0,"Hebron township, Kossuth County, Iowa",109,91905,19
222.0,184.0,38.0,"Fenton township, Kossuth County, Iowa",109,91332,19
203.0,177.0,26.0,"Ledyard township, Kossuth County, Iowa",109,92394,19
77.0,67.0,10.0,"Sherman township, Kossuth County, Iowa",109,93864,19
58.0,47.0,11.0,"Swea township, Kossuth County, Iowa",109,94071,19
391.0,379.0,12.0,"Cresco township, Kossuth County, Iowa",109,90855,19
100.0,100.0,0.0,"German township, Kossuth County, Iowa",109,91563,19
318.0,253.0,65.0,"Greenwood township, Kossuth County, Iowa",109,91767,19
261.0,221.0,40.0,"Buffalo township, Kossuth County, Iowa",109,90387,19
108.0,62.0,46.0,"Garfield township, Kossuth County, Iowa",109,91521,19
61.0,61.0,0.0,"Seneca township, Kossuth County, Iowa",109,93810,19
212.0,173.0,39.0,"Wesley township, Kossuth County, Iowa",109,94644,19
32.0,28.0,4.0,"Grant township, Kossuth County, Iowa",109,91668,19
79.0,69.0,10.0,"Lotts Creek township, Kossuth County, Iowa",109,92721,19
140.0,108.0,32.0,"Lu Verne township, Kossuth County, Iowa",109,92730,19
63.0,63.0,0.0,"Portland township, Kossuth County, Iowa",109,93459,19
288.0,256.0,32.0,"Whittemore township, Kossuth County, Iowa",109,94731,19
279.0,244.0,35.0,"Burt township, Kossuth County, Iowa",109,90417,19
2455.0,1832.0,623.0,"Hardin township, Hardin County, Iowa",083,91833,19
287.0,226.0,61.0,"Sherman township, Hardin County, Iowa",083,93858,19
401.0,322.0,79.0,"Tipton township, Hardin County, Iowa",083,94125,19
108.0,96.0,12.0,"Grant township, Hardin County, Iowa",083,91662,19
376.0,318.0,58.0,"Union township, Hardin County, Iowa",083,94215,19
442.0,364.0,78.0,"Morning Sun township, Louisa County, Iowa",115,93018,19
65.0,54.0,11.0,"Marshall township, Louisa County, Iowa",115,92874,19
678.0,564.0,114.0,"Columbus City township, Louisa County, Iowa",115,90792,19
80.0,69.0,11.0,"Elm Grove township, Louisa County, Iowa",115,91218,19
107.0,64.0,43.0,"Jefferson township, Louisa County, Iowa",115,92235,19
536.0,476.0,60.0,"Grandview township, Louisa County, Iowa",115,91620,19
259.0,203.0,56.0,"Port Louisa township, Louisa County, Iowa",115,93465,19
953.0,786.0,167.0,"Wapello township, Louisa County, Iowa",115,94416,19
195.0,175.0,20.0,"Concord township, Louisa County, Iowa",115,90807,19
92.0,75.0,17.0,"Oakland township, Louisa County, Iowa",115,93159,19
137.0,122.0,15.0,"Eliot township, Louisa County, Iowa",115,91170,19
53.0,45.0,8.0,"Union township, Louisa County, Iowa",115,94230,19
89.0,89.0,0.0,"Benton township, Lucas County, Iowa",117,90216,19
119.0,99.0,20.0,"Cedar township, Lucas County, Iowa",117,90549,19
