B19013H_001E,name,county,county subdivision,state
55287.0,"Castleton town, Rutland County, Vermont",021,11950,50
52964.0,"Pittsford town, Rutland County, Vermont",021,55600,50
69313.0,"Shrewsbury town, Rutland County, Vermont",021,65275,50
54527.0,"Brandon town, Rutland County, Vermont",021,07750,50
58000.0,"Hubbardton town, Rutland County, Vermont",021,34450,50
57083.0,"Killington town, Rutland County, Vermont",021,37685,50
56806.0,"Middletown Springs town, Rutland County, Vermont",021,44800,50
67917.0,"Mendon town, Rutland County, Vermont",021,44125,50
63220.0,"Mount Holly town, Rutland County, Vermont",021,47200,50
54063.0,"West Rutland town, Rutland County, Vermont",021,82300,50
61875.0,"Proctor town, Rutland County, Vermont",021,57250,50
71250.0,"Ira town, Rutland County, Vermont",021,35425,50
43750.0,"Benson town, Rutland County, Vermont",021,05200,50
61250.0,"Clarendon town, Rutland County, Vermont",021,14500,50
59632.0,"Danby town, Rutland County, Vermont",021,16825,50
47462.0,"Fair Haven town, Rutland County, Vermont",021,25375,50
50048.0,"Poultney town, Rutland County, Vermont",021,56875,50
45625.0,"Mount Tabor town, Rutland County, Vermont",021,47425,50
49821.0,"Pittsfield town, Rutland County, Vermont",021,55450,50
42341.0,"Rutland city, Rutland County, Vermont",021,61225,50
65000.0,"Chittenden town, Rutland County, Vermont",021,14350,50
45625.0,"Pawlet town, Rutland County, Vermont",021,54250,50
52589.0,"Tinmouth town, Rutland County, Vermont",021,72925,50
61579.0,"Wallingford town, Rutland County, Vermont",021,75925,50
58750.0,"Wells town, Rutland County, Vermont",021,77950,50
53571.0,"West Haven town, Rutland County, Vermont",021,80875,50
67500.0,"Sudbury town, Rutland County, Vermont",021,71050,50
56739.0,"Rutland town, Rutland County, Vermont",021,61300,50
45921.0,"Glover town, Orleans County, Vermont",019,28075,50
37554.0,"Troy town, Orleans County, Vermont",019,73525,50
35491.0,"Albany town, Orleans County, Vermont",019,00475,50
62750.0,"Greensboro town, Orleans County, Vermont",019,30175,50
53958.0,"Jay town, Orleans County, Vermont",019,36325,50
35446.0,"Irasburg town, Orleans County, Vermont",019,35575,50
41806.0,"Westfield town, Orleans County, Vermont",019,80200,50
47273.0,"Charleston town, Orleans County, Vermont",019,13150,50
49231.0,"Derby town, Orleans County, Vermont",019,17350,50
52768.0,"Lowell town, Orleans County, Vermont",019,40525,50
41625.0,"Holland town, Orleans County, Vermont",019,33775,50
39448.0,"Newport city, Orleans County, Vermont",019,48850,50
36042.0,"Morgan town, Orleans County, Vermont",019,46450,50
59594.0,"Newport town, Orleans County, Vermont",019,48925,50
47824.0,"Barton town, Orleans County, Vermont",019,03550,50
45000.0,"Westmore town, Orleans County, Vermont",019,81700,50
43819.0,"Brownington town, Orleans County, Vermont",019,09850,50
42500.0,"Coventry town, Orleans County, Vermont",019,16150,50
54861.0,"Craftsbury town, Orleans County, Vermont",019,16300,50
66875.0,"Grand Isle town, Grand Isle County, Vermont",013,29275,50
74722.0,"North Hero town, Grand Isle County, Vermont",013,50650,50
81484.0,"South Hero town, Grand Isle County, Vermont",013,67000,50
53750.0,"Isle La Motte town, Grand Isle County, Vermont",013,35875,50
59107.0,"Braintree town, Orange County, Vermont",017,07600,50
61328.0,"Tunbridge town, Orange County, Vermont",017,73675,50
55987.0,"Vershire town, Orange County, Vermont",017,74950,50
43750.0,"Newbury town, Orange County, Vermont",017,48175,50
52500.0,"Bradford town, Orange County, Vermont",017,07375,50
49545.0,"Chelsea town, Orange County, Vermont",017,13525,50
53864.0,"West Fairlee town, Orange County, Vermont",017,79975,50
57708.0,"Williamstown town, Orange County, Vermont",017,84175,50
53269.0,"Topsham town, Orange County, Vermont",017,73075,50
63882.0,"Orange town, Orange County, Vermont",017,53425,50
55741.0,"Washington town, Orange County, Vermont",017,76750,50
61118.0,"Brookfield town, Orange County, Vermont",017,09325,50
67308.0,"Fairlee town, Orange County, Vermont",017,25675,50
72270.0,"Thetford town, Orange County, Vermont",017,72400,50
53462.0,"Corinth town, Orange County, Vermont",017,15700,50
57083.0,"Randolph town, Orange County, Vermont",017,58075,50
82083.0,"Strafford town, Orange County, Vermont",017,70675,50
70806.0,"Colchester town, Chittenden County, Vermont",007,14875,50
77276.0,"Essex town, Chittenden County, Vermont",007,24175,50
74896.0,"Milton town, Chittenden County, Vermont",007,45250,50
50109.0,"Winooski city, Chittenden County, Vermont",007,85150,50
51500.0,"Buels gore, Chittenden County, Vermont",007,10300,50
49156.0,"Burlington city, Chittenden County, Vermont",007,10675,50
58068.0,"St. George town, Chittenden County, Vermont",007,62050,50
97788.0,"Jericho town, Chittenden County, Vermont",007,36700,50
67165.0,"South Burlington city, Chittenden County, Vermont",007,66175,50
73393.0,"Bolton town, Chittenden County, Vermont",007,06550,50
57006.0,"Hinesburg town, Chittenden County, Vermont",007,33475,50
