B19001H_001E,B19001H_002E,B19001H_003E,B19001H_004E,B19001H_005E,B19001H_006E,B19001H_007E,B19001H_008E,B19001H_009E,B19001H_010E,B19001H_011E,B19001H_012E,B19001H_013E,B19001H_014E,B19001H_015E,B19001H_016E,B19001H_017E,name,county,county subdivision,state
275.0,4.0,0.0,6.0,5.0,6.0,7.0,19.0,27.0,40.0,47.0,36.0,32.0,10.0,8.0,8.0,20.0,"Precinct 8, Hamilton County, Nebraska",081,92543,31
339.0,0.0,0.0,0.0,33.0,0.0,0.0,12.0,0.0,7.0,18.0,31.0,61.0,66.0,51.0,44.0,16.0,"Precinct 6, Hamilton County, Nebraska",081,92523,31
124.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,18.0,3.0,25.0,22.0,28.0,5.0,6.0,4.0,2.0,"Precinct 1, Hamilton County, Nebraska",081,92473,31
288.0,14.0,2.0,11.0,11.0,4.0,10.0,20.0,8.0,8.0,35.0,48.0,62.0,28.0,9.0,12.0,6.0,"Precinct 2, Hamilton County, Nebraska",081,92483,31
1731.0,73.0,17.0,148.0,73.0,83.0,45.0,67.0,67.0,162.0,202.0,172.0,262.0,181.0,85.0,51.0,43.0,"Precinct 4, Hamilton County, Nebraska",081,92503,31
240.0,3.0,8.0,17.0,6.0,12.0,4.0,5.0,10.0,7.0,33.0,23.0,55.0,19.0,17.0,5.0,16.0,"Precinct 7, Hamilton County, Nebraska",081,92533,31
275.0,18.0,2.0,5.0,5.0,8.0,9.0,13.0,20.0,15.0,44.0,26.0,58.0,25.0,7.0,13.0,7.0,"Precinct 3, Hamilton County, Nebraska",081,92493,31
68.0,13.0,2.0,1.0,3.0,9.0,2.0,11.0,1.0,0.0,10.0,10.0,1.0,0.0,0.0,5.0,0.0,"Newton precinct, Jefferson County, Nebraska",095,92110,31
170.0,3.0,6.0,2.0,11.0,4.0,6.0,5.0,14.0,19.0,15.0,21.0,26.0,12.0,10.0,4.0,12.0,"Pleasant precinct, Jefferson County, Nebraska",095,92405,31
78.0,0.0,0.0,12.0,0.0,8.0,4.0,0.0,0.0,8.0,0.0,0.0,10.0,28.0,8.0,0.0,0.0,"Rock Creek precinct, Jefferson County, Nebraska",095,92760,31
53.0,2.0,0.0,0.0,5.0,4.0,12.0,4.0,2.0,7.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,"Brewster precinct, Blaine County, Nebraska",009,90355,31
92.0,0.0,8.0,2.0,4.0,11.0,0.0,1.0,2.0,2.0,43.0,6.0,3.0,5.0,0.0,0.0,5.0,"Dunning precinct, Blaine County, Nebraska",009,90765,31
80.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,7.0,8.0,0.0,20.0,13.0,0.0,16.0,0.0,"Purdum precinct, Blaine County, Nebraska",009,92690,31
372.0,14.0,39.0,20.0,5.0,37.0,25.0,26.0,19.0,10.0,29.0,39.0,64.0,26.0,4.0,10.0,5.0,"Adams precinct, Colfax County, Nebraska",037,90005,31
707.0,8.0,47.0,96.0,21.0,29.0,40.0,53.0,11.0,28.0,83.0,51.0,127.0,74.0,5.0,19.0,15.0,"Schuyler city, Colfax County, Nebraska",037,92868,31
336.0,7.0,27.0,11.0,5.0,27.0,20.0,6.0,10.0,17.0,37.0,46.0,58.0,44.0,8.0,4.0,9.0,"Lincoln precinct, Colfax County, Nebraska",037,91755,31
127.0,11.0,16.0,0.0,9.0,1.0,18.0,3.0,11.0,2.0,3.0,4.0,28.0,8.0,7.0,0.0,6.0,"Richland precinct, Colfax County, Nebraska",037,92725,31
85.0,3.0,0.0,0.0,0.0,17.0,2.0,8.0,0.0,21.0,3.0,17.0,0.0,11.0,0.0,3.0,0.0,"Midland precinct, Colfax County, Nebraska",037,91975,31
36.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,6.0,0.0,4.0,7.0,10.0,0.0,0.0,0.0,"Rogers precinct, Colfax County, Nebraska",037,92780,31
