B19001D_001E,B19001D_002E,B19001D_003E,B19001D_004E,B19001D_005E,B19001D_006E,B19001D_007E,B19001D_008E,B19001D_009E,B19001D_010E,B19001D_011E,B19001D_012E,B19001D_013E,B19001D_014E,B19001D_015E,B19001D_016E,B19001D_017E,name,county,county subdivision,state
6477.0,366.0,341.0,206.0,181.0,458.0,262.0,238.0,186.0,302.0,506.0,822.0,1007.0,735.0,413.0,347.0,107.0,"Hilo CCD, Hawaii County, Hawaii",001,90630,15
723.0,7.0,36.0,3.0,58.0,14.0,86.0,21.0,6.0,44.0,27.0,56.0,67.0,46.0,76.0,55.0,121.0,"South Kona CCD, Hawaii County, Hawaii",001,93240,15
2295.0,135.0,33.0,56.0,54.0,83.0,39.0,114.0,150.0,42.0,137.0,200.0,280.0,279.0,177.0,286.0,230.0,"North Kona CCD, Hawaii County, Hawaii",001,92610,15
368.0,0.0,3.0,24.0,9.0,12.0,17.0,47.0,0.0,24.0,0.0,55.0,86.0,54.0,26.0,11.0,0.0,"Honokaa-Kukuihaele CCD, Hawaii County, Hawaii",001,90720,15
212.0,5.0,12.0,20.0,6.0,4.0,19.0,0.0,15.0,6.0,5.0,15.0,15.0,31.0,4.0,26.0,29.0,"Paauhau-Paauilo CCD, Hawaii County, Hawaii",001,92700,15
415.0,13.0,7.0,21.0,67.0,52.0,14.0,46.0,30.0,42.0,34.0,23.0,6.0,39.0,6.0,6.0,9.0,"Pahoa-Kalapana CCD, Hawaii County, Hawaii",001,92790,15
359.0,5.0,18.0,9.0,28.0,7.0,22.0,11.0,0.0,2.0,16.0,65.0,35.0,43.0,8.0,45.0,45.0,"North Kohala CCD, Hawaii County, Hawaii",001,92520,15
592.0,6.0,54.0,14.0,33.0,42.0,23.0,38.0,32.0,44.0,68.0,128.0,51.0,41.0,2.0,15.0,1.0,"Papaikou-Wailea CCD, Hawaii County, Hawaii",001,92880,15
536.0,50.0,40.0,34.0,17.0,23.0,0.0,5.0,26.0,39.0,26.0,173.0,77.0,3.0,11.0,12.0,0.0,"Kau CCD, Hawaii County, Hawaii",001,91170,15
883.0,105.0,0.0,48.0,46.0,68.0,0.0,24.0,0.0,14.0,57.0,55.0,69.0,95.0,137.0,162.0,3.0,"South Kohala CCD, Hawaii County, Hawaii",001,93150,15
2455.0,335.0,53.0,179.0,160.0,111.0,35.0,67.0,87.0,153.0,183.0,332.0,333.0,238.0,41.0,112.0,36.0,"Keaau-Mountain View CCD, Hawaii County, Hawaii",001,91350,15
201.0,12.0,24.0,20.0,0.0,0.0,31.0,21.0,0.0,10.0,0.0,62.0,0.0,0.0,12.0,0.0,9.0,"North Hilo CCD, Hawaii County, Hawaii",001,92430,15
10209.0,176.0,142.0,168.0,204.0,257.0,160.0,275.0,285.0,232.0,550.0,932.0,1600.0,1368.0,1007.0,1525.0,1328.0,"Koolaupoko CCD, Honolulu County, Hawaii",003,91800,15
3458.0,195.0,139.0,64.0,62.0,193.0,101.0,153.0,200.0,128.0,351.0,255.0,464.0,479.0,190.0,250.0,234.0,"Wahiawa CCD, Honolulu County, Hawaii",003,93420,15
46438.0,1376.0,677.0,900.0,893.0,951.0,1076.0,1196.0,1368.0,1287.0,2548.0,3886.0,7322.0,6599.0,5781.0,5834.0,4744.0,"Ewa CCD, Honolulu County, Hawaii",003,90270,15
940.0,82.0,41.0,15.0,30.0,31.0,31.0,26.0,10.0,15.0,50.0,97.0,91.0,142.0,70.0,121.0,88.0,"Waialua CCD, Honolulu County, Hawaii",003,93510,15
521.0,23.0,23.0,12.0,9.0,0.0,13.0,20.0,9.0,30.0,32.0,44.0,124.0,37.0,32.0,38.0,75.0,"Koolauloa CCD, Honolulu County, Hawaii",003,91710,15
1649.0,105.0,81.0,45.0,67.0,50.0,35.0,51.0,38.0,4.0,140.0,219.0,264.0,246.0,137.0,106.0,61.0,"Waianae CCD, Honolulu County, Hawaii",003,93600,15
79117.0,5432.0,3201.0,2632.0,3034.0,2204.0,2946.0,2865.0,2858.0,2690.0,5770.0,8164.0,10378.0,7760.0,5133.0,6358.0,7692.0,"Honolulu CCD, Honolulu County, Hawaii",003,90810,15
574.0,14.0,45.0,35.0,0.0,22.0,0.0,3.0,25.0,33.0,18.0,61.0,28.0,27.0,83.0,35.0,145.0,"Kula CCD, Maui County, Hawaii",009,91890,15
