B25003D_001E,B25003D_002E,B25003D_003E,name,county,county subdivision,state
992.0,681.0,311.0,"District 1, Vansville; Prince George's County; Maryland",033,90064,24
65.0,61.0,4.0,"District 3, Marlboro; Prince George's County; Maryland",033,90248,24
1411.0,919.0,492.0,"District 10, Laurel; Prince George's County; Maryland",033,90892,24
390.0,272.0,118.0,"District 13, Kent; Prince George's County; Maryland",033,91164,24
379.0,220.0,159.0,"District 6, Spauldings; Prince George's County; Maryland",033,90524,24
822.0,676.0,146.0,"District 7, Queen Anne; Prince George's County; Maryland",033,90616,24
93.0,69.0,24.0,"District 16, Hyattsville; Prince George's County; Maryland",033,91440,24
353.0,252.0,101.0,"District 20, Lanham; Prince George's County; Maryland",033,91808,24
2492.0,869.0,1623.0,"District 21, Berwyn; Prince George's County; Maryland",033,91900,24
846.0,677.0,169.0,"District 12, Oxon Hill; Prince George's County; Maryland",033,91072,24
0.0,0.0,0.0,"District 4, Nottingham; Prince George's County; Maryland",033,90340,24
724.0,631.0,93.0,"District 5, Piscataway; Prince George's County; Maryland",033,90432,24
803.0,761.0,42.0,"District 14, Bowie; Prince George's County; Maryland",033,91256,24
135.0,85.0,50.0,"District 15, Mellwood; Prince George's County; Maryland",033,91348,24
44.0,39.0,5.0,"District 18, Seat Pleasant; Prince George's County; Maryland",033,91624,24
872.0,360.0,512.0,"District 17, Chillum; Prince George's County; Maryland",033,91532,24
182.0,122.0,60.0,"District 19, Riverdale; Prince George's County; Maryland",033,91716,24
0.0,0.0,0.0,"District 8, Aquasco; Prince George's County; Maryland",033,90708,24
1450.0,1172.0,278.0,"District 1, Anne Arundel County, Maryland",003,90008,24
1452.0,1029.0,423.0,"District 4, Anne Arundel County, Maryland",003,90284,24
1364.0,809.0,555.0,"District 2, Anne Arundel County, Maryland",003,90100,24
500.0,325.0,175.0,"District 6, Anne Arundel County, Maryland",003,90468,24
508.0,496.0,12.0,"District 3, Anne Arundel County, Maryland",003,90192,24
642.0,549.0,93.0,"District 5, Anne Arundel County, Maryland",003,90376,24
519.0,434.0,85.0,"District 7, Anne Arundel County, Maryland",003,90560,24
824.0,433.0,391.0,"District 3, Baltimore County, Maryland",005,90196,24
1303.0,808.0,495.0,"District 4, Baltimore County, Maryland",005,90288,24
1606.0,927.0,679.0,"District 9, Baltimore County, Maryland",005,90748,24
1972.0,1479.0,493.0,"District 11, Baltimore County, Maryland",005,90932,24
54.0,54.0,0.0,"District 7, Baltimore County, Maryland",005,90564,24
65.0,65.0,0.0,"District 5, Baltimore County, Maryland",005,90380,24
16.0,16.0,0.0,"District 6, Baltimore County, Maryland",005,90472,24
788.0,246.0,542.0,"District 13, Baltimore County, Maryland",005,91112,24
1022.0,778.0,244.0,"District 14, Baltimore County, Maryland",005,91204,24
2429.0,1494.0,935.0,"District 8, Baltimore County, Maryland",005,90656,24
81.0,70.0,11.0,"District 10, Baltimore County, Maryland",005,90840,24
2027.0,1241.0,786.0,"District 1, Baltimore County, Maryland",005,90012,24
392.0,177.0,215.0,"District 12, Baltimore County, Maryland",005,91020,24
1250.0,617.0,633.0,"District 2, Baltimore County, Maryland",005,90104,24
588.0,400.0,188.0,"District 15, Baltimore County, Maryland",005,91296,24
53.0,53.0,0.0,"District 3, Middletown; Frederick County; Maryland",021,90224,24
