B19013I_001E,name,county,county subdivision,state
97566.0,"Northern district, Harrison County, West Virginia",033,92352,54
-666666666.0,"Southwest district, Harrison County, West Virginia",033,92952,54
42813.0,"South Urban district, Harrison County, West Virginia",033,92932,54
-666666666.0,"Southern district, Harrison County, West Virginia",033,92923,54
43375.0,"North Urban district, Harrison County, West Virginia",033,92368,54
-666666666.0,"Eastern district, Harrison County, West Virginia",033,90975,54
-666666666.0,"District 2, Ohio County, West Virginia",069,90824,54
-666666666.0,"District 3, Ohio County, West Virginia",069,90862,54
-666666666.0,"District 1, Ohio County, West Virginia",069,90788,54
-666666666.0,"Grant district, Ritchie County, West Virginia",085,91380,54
-666666666.0,"Murphy district, Ritchie County, West Virginia",085,92244,54
-666666666.0,"Union district, Ritchie County, West Virginia",085,93336,54
-666666666.0,"Clay district, Ritchie County, West Virginia",085,90552,54
-666666666.0,"District 4, Calhoun County, West Virginia",013,90873,54
-666666666.0,"District 1, Calhoun County, West Virginia",013,90766,54
-666666666.0,"District 5, Calhoun County, West Virginia",013,90885,54
-666666666.0,"District 3, Calhoun County, West Virginia",013,90836,54
-666666666.0,"District 2, Calhoun County, West Virginia",013,90800,54
-666666666.0,"District 2, Morgan County, West Virginia",065,90822,54
-666666666.0,"District 1, Morgan County, West Virginia",065,90786,54
-666666666.0,"District 3, Morgan County, West Virginia",065,90858,54
64111.0,"District 2, Raleigh County, West Virginia",081,90828,54
-666666666.0,"District 1, Raleigh County, West Virginia",081,90792,54
-666666666.0,"District 3, Raleigh County, West Virginia",081,90864,54
-666666666.0,"Western district, Braxton County, West Virginia",007,93597,54
-666666666.0,"Northern district, Braxton County, West Virginia",007,92346,54
-666666666.0,"Southern district, Braxton County, West Virginia",007,92922,54
-666666666.0,"Eastern district, Braxton County, West Virginia",007,90968,54
-666666666.0,"Curry district, Putnam County, West Virginia",079,90720,54
-666666666.0,"Buffalo-Union district, Putnam County, West Virginia",079,90292,54
-666666666.0,"Pocatalico district, Putnam County, West Virginia",079,92508,54
-666666666.0,"Teays district, Putnam County, West Virginia",079,93090,54
-666666666.0,"Scott district, Putnam County, West Virginia",079,92736,54
-666666666.0,"West district, Barbour County, West Virginia",001,93588,54
-666666666.0,"South district, Barbour County, West Virginia",001,92892,54
-666666666.0,"North district, Barbour County, West Virginia",001,92328,54
21354.0,"District 1, Boone County, West Virginia",005,90762,54
-666666666.0,"District 2, Boone County, West Virginia",005,90796,54
-666666666.0,"District 3, Boone County, West Virginia",005,90832,54
-666666666.0,"Big Creek district, McDowell County, West Virginia",047,90168,54
-666666666.0,"Browns Creek district, McDowell County, West Virginia",047,90240,54
-666666666.0,"North Elkin district, McDowell County, West Virginia",047,92345,54
-666666666.0,"Sandy River district, McDowell County, West Virginia",047,92712,54
-666666666.0,"Butler district, Wayne County, West Virginia",099,90324,54
-666666666.0,"Ceredo district, Wayne County, West Virginia",099,90492,54
75850.0,"Westmoreland district, Wayne County, West Virginia",099,93624,54
-666666666.0,"Stonewall district, Wayne County, West Virginia",099,93036,54
-666666666.0,"Union district, Wayne County, West Virginia",099,93372,54
-666666666.0,"District 3, Wyoming County, West Virginia",109,90868,54
-666666666.0,"District 1, Wyoming County, West Virginia",109,90795,54
