B25003I_001E,B25003I_002E,B25003I_003E,name,county,county subdivision,state
92.0,52.0,40.0,"Kanab CCD, Kane County, Utah",025,91591,49
5.0,0.0,5.0,"Enterprise CCD, Washington County, Utah",053,90817,49
3029.0,974.0,2055.0,"St. George CCD, Washington County, Utah",053,92924,49
11.0,7.0,4.0,"Orderville CCD, Kane County, Utah",025,92494,49
810.0,136.0,674.0,"Park City CCD, Summit County, Utah",043,92580,49
225.0,87.0,138.0,"Kamas CCD, Summit County, Utah",043,91548,49
141.0,72.0,69.0,"Coalville CCD, Summit County, Utah",043,90430,49
0.0,0.0,0.0,"Uintah and Ouray CCD, Grand County, Utah",019,93526,49
378.0,105.0,273.0,"Moab CCD, Grand County, Utah",019,91935,49
11.0,1.0,10.0,"Circleville CCD, Piute County, Utah",031,90387,49
5.0,5.0,0.0,"Marysvale CCD, Piute County, Utah",031,91849,49
16.0,0.0,16.0,"Randolph-Woodruff CCD, Rich County, Utah",033,92752,49
13.0,2.0,11.0,"Garden City-Laketown CCD, Rich County, Utah",033,91032,49
0.0,0.0,0.0,"Uintah and Ouray CCD, Wasatch County, Utah",051,93612,49
0.0,0.0,0.0,"Soldier Summit CCD, Wasatch County, Utah",051,93139,49
82.0,41.0,41.0,"Beaver CCD, Beaver County, Utah",001,90086,49
87.0,52.0,35.0,"Milford-Minersville CCD, Beaver County, Utah",001,91892,49
642.0,367.0,275.0,"Brigham City CCD, Box Elder County, Utah",003,90258,49
575.0,270.0,305.0,"Tremonton CCD, Box Elder County, Utah",003,93440,49
0.0,0.0,0.0,"West Box Elder CCD, Box Elder County, Utah",003,93827,49
15.0,14.0,1.0,"Howell-Snowville CCD, Box Elder County, Utah",003,91419,49
19.0,4.0,15.0,"Parowan CCD, Iron County, Utah",021,92623,49
31.0,31.0,0.0,"Beryl-Newcastle CCD, Iron County, Utah",021,90129,49
819.0,239.0,580.0,"Cedar City CCD, Iron County, Utah",021,90344,49
137.0,106.0,31.0,"Mount Pleasant-Moroni CCD, Sanpete County, Utah",039,92150,49
144.0,94.0,50.0,"Gunnison CCD, Sanpete County, Utah",039,91204,49
132.0,80.0,52.0,"Ephraim-Manti CCD, Sanpete County, Utah",039,90860,49
131.0,53.0,78.0,"Richfield CCD, Sevier County, Utah",041,92838,49
61.0,30.0,31.0,"Monroe CCD, Sevier County, Utah",041,91978,49
28.0,16.0,12.0,"Salina CCD, Sevier County, Utah",041,92967,49
114.0,70.0,44.0,"Goshen CCD, Utah County, Utah",049,91118,49
1846.0,1117.0,729.0,"American Fork-Pleasant Grove CCD, Utah County, Utah",049,90043,49
7791.0,2963.0,4828.0,"Provo-Orem CCD, Utah County, Utah",049,92709,49
1541.0,1134.0,407.0,"Lehi CCD, Utah County, Utah",049,91634,49
1858.0,1176.0,682.0,"Spanish Fork-Payson CCD, Utah County, Utah",049,93268,49
1326.0,891.0,435.0,"Springville-Mapleton CCD, Utah County, Utah",049,93311,49
11028.0,6091.0,4937.0,"Ogden CCD, Weber County, Utah",057,92322,49
80.0,67.0,13.0,"Ogden Valley CCD, Weber County, Utah",057,92365,49
312.0,139.0,173.0,"Delta CCD, Millard County, Utah",027,90516,49
0.0,0.0,0.0,"Garrison-Sevier Lake CCD, Millard County, Utah",027,91075,49
123.0,99.0,24.0,"Fillmore CCD, Millard County, Utah",027,90989,49
1787.0,1463.0,324.0,"Tooele-Grantsville CCD, Tooele County, Utah",045,93397,49
322.0,53.0,269.0,"Dugway-Wendover CCD, Tooele County, Utah",045,90602,49
363.0,120.0,243.0,"Hurricane CCD, Washington County, Utah",053,91462,49
0.0,0.0,0.0,"North Duchesne CCD, Duchesne County, Utah",013,92279,49
0.0,0.0,0.0,"South Duchesne CCD, Duchesne County, Utah",013,93225,49
70.0,45.0,25.0,"Duchesne CCD, Duchesne County, Utah",013,90559,49
338.0,176.0,162.0,"Roosevelt CCD, Duchesne County, Utah",013,92881,49
9.0,0.0,9.0,"Oljato CCD, San Juan County, Utah",037,92408,49
7.0,7.0,0.0,"Blanding CCD, San Juan County, Utah",037,90215,49
99.0,68.0,31.0,"Monticello CCD, San Juan County, Utah",037,92021,49
22.0,22.0,0.0,"Cottonwood CCD, Salt Lake County, Utah",035,90473,49
44937.0,21542.0,23395.0,"Salt Lake City CCD, Salt Lake County, Utah",035,93010,49
162.0,162.0,0.0,"Emigration CCD, Salt Lake County, Utah",035,90774,49
2180.0,1452.0,728.0,"Magna CCD, Salt Lake County, Utah",035,91806,49
1860.0,1187.0,673.0,"Bingham CCD, Salt Lake County, Utah",035,90172,49
611.0,182.0,429.0,"Vernal CCD, Uintah County, Utah",047,93655,49
46.0,29.0,17.0,"Uintah and Ouray CCD, Uintah County, Utah",047,93569,49
0.0,0.0,0.0,"West Daggett CCD, Daggett County, Utah",009,93870,49
0.0,0.0,0.0,"East Daggett CCD, Daggett County, Utah",009,90688,49
5220.0,3375.0,1845.0,"North Davis CCD, Davis County, Utah",011,92236,49
2502.0,1277.0,1225.0,"South Davis CCD, Davis County, Utah",011,93182,49
37.0,15.0,22.0,"Loa CCD, Wayne County, Utah",055,91720,49
14.0,0.0,14.0,"Hanksville CCD, Wayne County, Utah",055,91247,49
56.0,48.0,8.0,"East Carbon CCD, Carbon County, Utah",007,90645,49
610.0,363.0,247.0,"Price CCD, Carbon County, Utah",007,92666,49
142.0,112.0,30.0,"Helper CCD, Carbon County, Utah",007,91333,49
91.0,55.0,36.0,"Green River CCD, Emery County, Utah",015,91161,49
73.0,49.0,24.0,"Castle Dale-Huntington CCD, Emery County, Utah",015,90301,49
7.0,7.0,0.0,"Emery-Ferron CCD, Emery County, Utah",015,90731,49
0.0,0.0,0.0,"Morgan South CCD, Morgan County, Utah",029,92107,49
58.0,21.0,37.0,"Morgan North CCD, Morgan County, Utah",029,92064,49
125.0,60.0,65.0,"Lewiston CCD, Cache County, Utah",005,91677,49
396.0,329.0,67.0,"Hyrum CCD, Cache County, Utah",005,91505,49
2412.0,919.0,1493.0,"Logan CCD, Cache County, Utah",005,91763,49
30.0,14.0,16.0,"Wellsville CCD, Cache County, Utah",005,93784,49
127.0,82.0,45.0,"Smithfield CCD, Cache County, Utah",005,93096,49
28.0,17.0,11.0,"Tropic CCD, Garfield County, Utah",017,93483,49
34.0,0.0,34.0,"Panguitch CCD, Garfield County, Utah",017,92537,49
22.0,18.0,4.0,"Escalante CCD, Garfield County, Utah",017,90903,49
3.0,3.0,0.0,"Eureka CCD, Juab County, Utah",023,90946,49
123.0,78.0,45.0,"Nephi CCD, Juab County, Utah",023,92193,49
3.0,0.0,3.0,"West Juab CCD, Juab County, Utah",023,93913,49
14.0,8.0,6.0,"Rush Valley CCD, Tooele County, Utah",045,92902,49
0.0,0.0,0.0,"East Cache CCD, Cache County, Utah",005,90635,49
0.0,0.0,0.0,"East Garfield CCD, Garfield County, Utah",017,90702,49
0.0,0.0,0.0,"Casa del Eco Mesa-White Mesa CCD, San Juan County, Utah",037,90280,49
122.0,89.0,33.0,"Northwest Weber CCD, Weber County, Utah",057,92308,49
244.0,83.0,161.0,"Heber City East CCD, Wasatch County, Utah",051,91300,49
