B25003B_001E,B25003B_002E,B25003B_003E,name,county,county subdivision,state
47.0,30.0,17.0,"District 2, East Carroll Parish, Louisiana",035,94249,22
133.0,63.0,70.0,"District 3, East Carroll Parish, Louisiana",035,94429,22
192.0,39.0,153.0,"District 5, East Carroll Parish, Louisiana",035,94807,22
433.0,97.0,336.0,"District 8, East Carroll Parish, Louisiana",035,95269,22
276.0,86.0,190.0,"District 6, East Carroll Parish, Louisiana",035,94975,22
169.0,77.0,92.0,"District 7, East Carroll Parish, Louisiana",035,95128,22
335.0,335.0,0.0,"District 11, Ascension Parish, Louisiana",005,95544,22
1727.0,1045.0,682.0,"District 1, Ascension Parish, Louisiana",005,94006,22
2040.0,1528.0,512.0,"District 3, Ascension Parish, Louisiana",005,94387,22
641.0,523.0,118.0,"District 5, Ascension Parish, Louisiana",005,94765,22
794.0,426.0,368.0,"District 8, Ascension Parish, Louisiana",005,95244,22
1452.0,822.0,630.0,"District 2, Ascension Parish, Louisiana",005,94206,22
549.0,377.0,172.0,"District 4, Ascension Parish, Louisiana",005,94572,22
0.0,0.0,0.0,"District 6, Ascension Parish, Louisiana",005,94938,22
590.0,284.0,306.0,"District 10, Ascension Parish, Louisiana",005,95466,22
253.0,253.0,0.0,"District 7, Ascension Parish, Louisiana",005,95097,22
130.0,81.0,49.0,"District 9, Ascension Parish, Louisiana",005,95361,22
800.0,147.0,653.0,"District F, Lafayette Parish, Louisiana",055,95812,22
4734.0,2679.0,2055.0,"District A, Lafayette Parish, Louisiana",055,95737,22
2026.0,236.0,1790.0,"District E, Lafayette Parish, Louisiana",055,95797,22
2777.0,1414.0,1363.0,"District G, Lafayette Parish, Louisiana",055,95827,22
43.0,30.0,13.0,"District 4, Grant Parish, Louisiana",043,94618,22
502.0,230.0,272.0,"District 3, Grant Parish, Louisiana",043,94441,22
5270.0,1686.0,3584.0,"District 2, Jefferson Parish, Louisiana",051,94273,22
17350.0,8911.0,8439.0,"District 3, Jefferson Parish, Louisiana",051,94453,22
4187.0,1147.0,3040.0,"District 4, Jefferson Parish, Louisiana",051,94630,22
10549.0,5376.0,5173.0,"District 1, Jefferson Parish, Louisiana",051,94069,22
4523.0,153.0,4370.0,"District 5, Jefferson Parish, Louisiana",051,94829,22
10.0,0.0,10.0,"District 1, Beauregard Parish, Louisiana",011,94015,22
434.0,186.0,248.0,"District 3A, Beauregard Parish, Louisiana",011,94552,22
324.0,227.0,97.0,"District 3B, Beauregard Parish, Louisiana",011,94555,22
321.0,110.0,211.0,"District 3D, Beauregard Parish, Louisiana",011,94561,22
172.0,97.0,75.0,"District 3E, Beauregard Parish, Louisiana",011,94564,22
55.0,55.0,0.0,"District 4A, Beauregard Parish, Louisiana",011,94732,22
120.0,56.0,64.0,"District 2, Beauregard Parish, Louisiana",011,94213,22
