B25003D_001E,B25003D_002E,B25003D_003E,name,county,county subdivision,state
7.0,7.0,0.0,"Northern district, Harrison County, West Virginia",033,92352,54
7.0,0.0,7.0,"Southwest district, Harrison County, West Virginia",033,92952,54
0.0,0.0,0.0,"South Urban district, Harrison County, West Virginia",033,92932,54
20.0,16.0,4.0,"Southern district, Harrison County, West Virginia",033,92923,54
47.0,12.0,35.0,"North Urban district, Harrison County, West Virginia",033,92368,54
54.0,37.0,17.0,"Eastern district, Harrison County, West Virginia",033,90975,54
39.0,36.0,3.0,"District 2, Ohio County, West Virginia",069,90824,54
23.0,23.0,0.0,"District 3, Ohio County, West Virginia",069,90862,54
4.0,0.0,4.0,"District 1, Ohio County, West Virginia",069,90788,54
0.0,0.0,0.0,"Grant district, Ritchie County, West Virginia",085,91380,54
0.0,0.0,0.0,"Murphy district, Ritchie County, West Virginia",085,92244,54
0.0,0.0,0.0,"Union district, Ritchie County, West Virginia",085,93336,54
0.0,0.0,0.0,"Clay district, Ritchie County, West Virginia",085,90552,54
0.0,0.0,0.0,"District 4, Calhoun County, West Virginia",013,90873,54
0.0,0.0,0.0,"District 1, Calhoun County, West Virginia",013,90766,54
0.0,0.0,0.0,"District 5, Calhoun County, West Virginia",013,90885,54
0.0,0.0,0.0,"District 3, Calhoun County, West Virginia",013,90836,54
0.0,0.0,0.0,"District 2, Calhoun County, West Virginia",013,90800,54
3.0,0.0,3.0,"District 2, Morgan County, West Virginia",065,90822,54
12.0,12.0,0.0,"District 1, Morgan County, West Virginia",065,90786,54
0.0,0.0,0.0,"District 3, Morgan County, West Virginia",065,90858,54
208.0,115.0,93.0,"District 2, Raleigh County, West Virginia",081,90828,54
0.0,0.0,0.0,"District 1, Raleigh County, West Virginia",081,90792,54
156.0,103.0,53.0,"District 3, Raleigh County, West Virginia",081,90864,54
0.0,0.0,0.0,"Western district, Braxton County, West Virginia",007,93597,54
0.0,0.0,0.0,"Northern district, Braxton County, West Virginia",007,92346,54
0.0,0.0,0.0,"Southern district, Braxton County, West Virginia",007,92922,54
0.0,0.0,0.0,"Eastern district, Braxton County, West Virginia",007,90968,54
30.0,30.0,0.0,"Curry district, Putnam County, West Virginia",079,90720,54
0.0,0.0,0.0,"Buffalo-Union district, Putnam County, West Virginia",079,90292,54
0.0,0.0,0.0,"Pocatalico district, Putnam County, West Virginia",079,92508,54
27.0,27.0,0.0,"Teays district, Putnam County, West Virginia",079,93090,54
53.0,10.0,43.0,"Scott district, Putnam County, West Virginia",079,92736,54
0.0,0.0,0.0,"West district, Barbour County, West Virginia",001,93588,54
0.0,0.0,0.0,"South district, Barbour County, West Virginia",001,92892,54
21.0,4.0,17.0,"North district, Barbour County, West Virginia",001,92328,54
17.0,17.0,0.0,"District 1, Boone County, West Virginia",005,90762,54
0.0,0.0,0.0,"District 2, Boone County, West Virginia",005,90796,54
7.0,7.0,0.0,"District 3, Boone County, West Virginia",005,90832,54
0.0,0.0,0.0,"Big Creek district, McDowell County, West Virginia",047,90168,54
0.0,0.0,0.0,"Browns Creek district, McDowell County, West Virginia",047,90240,54
0.0,0.0,0.0,"North Elkin district, McDowell County, West Virginia",047,92345,54
0.0,0.0,0.0,"Sandy River district, McDowell County, West Virginia",047,92712,54
7.0,7.0,0.0,"Butler district, Wayne County, West Virginia",099,90324,54
0.0,0.0,0.0,"Ceredo district, Wayne County, West Virginia",099,90492,54
16.0,14.0,2.0,"Westmoreland district, Wayne County, West Virginia",099,93624,54
0.0,0.0,0.0,"Stonewall district, Wayne County, West Virginia",099,93036,54
0.0,0.0,0.0,"Union district, Wayne County, West Virginia",099,93372,54
0.0,0.0,0.0,"District 3, Wyoming County, West Virginia",109,90868,54
0.0,0.0,0.0,"District 1, Wyoming County, West Virginia",109,90795,54
68.0,33.0,35.0,"District 2, Wyoming County, West Virginia",109,90831,54
19.0,19.0,0.0,"Eastern district, Jackson County, West Virginia",035,90976,54
5.0,5.0,0.0,"Northern district, Jackson County, West Virginia",035,92353,54
0.0,0.0,0.0,"Western district, Jackson County, West Virginia",035,93605,54
43.0,5.0,38.0,"District I, Mercer County, West Virginia",055,90900,54
8.0,8.0,0.0,"District III, Mercer County, West Virginia",055,90924,54
52.0,41.0,11.0,"District II, Mercer County, West Virginia",055,90912,54
0.0,0.0,0.0,"Third district, Upshur County, West Virginia",097,93105,54
0.0,0.0,0.0,"Second district, Upshur County, West Virginia",097,92745,54
0.0,0.0,0.0,"First district, Upshur County, West Virginia",097,91102,54
0.0,0.0,0.0,"Central district, Webster County, West Virginia",101,90471,54
0.0,0.0,0.0,"Northern district, Webster County, West Virginia",101,92360,54
0.0,0.0,0.0,"Southern district, Webster County, West Virginia",101,92925,54
