B07004H_001E,B07004H_002E,B07004H_003E,B07004H_004E,B07004H_005E,B07004H_006E,name,county,county subdivision,state
739.0,421.0,2.0,316.0,0.0,0.0,"District 2, East Carroll Parish, Louisiana",035,94249,22
72.0,72.0,0.0,0.0,0.0,0.0,"District 3, East Carroll Parish, Louisiana",035,94429,22
181.0,181.0,0.0,0.0,0.0,0.0,"District 5, East Carroll Parish, Louisiana",035,94807,22
0.0,0.0,0.0,0.0,0.0,0.0,"District 8, East Carroll Parish, Louisiana",035,95269,22
6.0,6.0,0.0,0.0,0.0,0.0,"District 6, East Carroll Parish, Louisiana",035,94975,22
13.0,13.0,0.0,0.0,0.0,0.0,"District 7, East Carroll Parish, Louisiana",035,95128,22
8852.0,7767.0,276.0,634.0,169.0,6.0,"District 11, Ascension Parish, Louisiana",005,95544,22
2339.0,2041.0,234.0,64.0,0.0,0.0,"District 1, Ascension Parish, Louisiana",005,94006,22
3521.0,2927.0,383.0,63.0,148.0,0.0,"District 3, Ascension Parish, Louisiana",005,94387,22
8958.0,7932.0,706.0,146.0,174.0,0.0,"District 5, Ascension Parish, Louisiana",005,94765,22
11389.0,10097.0,1006.0,48.0,220.0,18.0,"District 8, Ascension Parish, Louisiana",005,95244,22
6527.0,5733.0,487.0,247.0,55.0,5.0,"District 2, Ascension Parish, Louisiana",005,94206,22
9927.0,9333.0,212.0,195.0,171.0,16.0,"District 4, Ascension Parish, Louisiana",005,94572,22
8814.0,8164.0,363.0,261.0,0.0,26.0,"District 6, Ascension Parish, Louisiana",005,94938,22
4891.0,4523.0,173.0,69.0,126.0,0.0,"District 10, Ascension Parish, Louisiana",005,95466,22
9515.0,8284.0,637.0,318.0,276.0,0.0,"District 7, Ascension Parish, Louisiana",005,95097,22
6594.0,6036.0,450.0,42.0,66.0,0.0,"District 9, Ascension Parish, Louisiana",005,95361,22
28219.0,24408.0,1881.0,1092.0,707.0,131.0,"District F, Lafayette Parish, Louisiana",055,95812,22
12309.0,11189.0,751.0,189.0,128.0,52.0,"District A, Lafayette Parish, Louisiana",055,95737,22
