B01001_001E,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,name,county,county subdivision,state
47938,24052.0,1330.0,1355.0,1408.0,1012.0,621.0,332.0,474.0,1173.0,1860.0,1604.0,1144.0,1446.0,1419.0,1612.0,1557.0,727.0,966.0,411.0,825.0,1032.0,691.0,402.0,651.0,23886.0,1106.0,1280.0,1414.0,921.0,747.0,387.0,369.0,1101.0,1465.0,1227.0,1303.0,1222.0,1469.0,1578.0,1594.0,862.0,923.0,573.0,720.0,1026.0,702.0,789.0,1108.0,"Hilo CCD, Hawaii County, Hawaii",001,90630,15
11193,5416.0,343.0,547.0,165.0,203.0,96.0,56.0,0.0,160.0,169.0,415.0,297.0,249.0,343.0,235.0,377.0,202.0,422.0,179.0,308.0,368.0,166.0,19.0,97.0,5777.0,403.0,135.0,407.0,195.0,82.0,54.0,39.0,166.0,304.0,489.0,291.0,291.0,245.0,350.0,434.0,251.0,551.0,106.0,262.0,219.0,179.0,143.0,181.0,"South Kona CCD, Hawaii County, Hawaii",001,93240,15
41369,20899.0,1617.0,1061.0,1140.0,465.0,482.0,90.0,58.0,841.0,1505.0,1490.0,1245.0,1116.0,999.0,1527.0,1808.0,639.0,1088.0,661.0,885.0,1135.0,443.0,259.0,345.0,20470.0,1083.0,1318.0,1216.0,459.0,343.0,224.0,240.0,369.0,1118.0,1568.0,1460.0,960.0,1170.0,1474.0,1802.0,755.0,1013.0,767.0,815.0,966.0,569.0,328.0,453.0,"North Kona CCD, Hawaii County, Hawaii",001,92610,15
4292,2065.0,86.0,98.0,71.0,113.0,87.0,7.0,24.0,72.0,80.0,110.0,131.0,142.0,175.0,161.0,114.0,83.0,61.0,61.0,21.0,175.0,128.0,52.0,13.0,2227.0,152.0,92.0,157.0,112.0,54.0,64.0,37.0,73.0,179.0,66.0,70.0,201.0,92.0,139.0,122.0,79.0,60.0,72.0,116.0,143.0,38.0,38.0,71.0,"Honokaa-Kukuihaele CCD, Hawaii County, Hawaii",001,90720,15
3003,1412.0,120.0,47.0,71.0,26.0,12.0,11.0,14.0,59.0,111.0,97.0,64.0,87.0,90.0,59.0,148.0,51.0,61.0,79.0,30.0,80.0,28.0,14.0,53.0,1591.0,181.0,153.0,48.0,66.0,0.0,60.0,36.0,38.0,90.0,114.0,75.0,86.0,44.0,92.0,129.0,46.0,65.0,96.0,22.0,46.0,49.0,24.0,31.0,"Paauhau-Paauilo CCD, Hawaii County, Hawaii",001,92700,15
11228,5427.0,263.0,540.0,235.0,63.0,81.0,32.0,91.0,175.0,184.0,295.0,211.0,334.0,346.0,414.0,441.0,286.0,285.0,110.0,526.0,303.0,110.0,83.0,19.0,5801.0,538.0,324.0,315.0,208.0,227.0,79.0,0.0,249.0,307.0,297.0,172.0,376.0,377.0,331.0,400.0,179.0,348.0,210.0,195.0,336.0,118.0,111.0,104.0,"Pahoa-Kalapana CCD, Hawaii County, Hawaii",001,92790,15
6310,2990.0,137.0,176.0,217.0,157.0,40.0,15.0,22.0,78.0,156.0,214.0,187.0,309.0,123.0,164.0,188.0,87.0,99.0,54.0,167.0,169.0,87.0,46.0,98.0,3320.0,343.0,161.0,159.0,49.0,0.0,18.0,14.0,174.0,289.0,248.0,100.0,227.0,134.0,200.0,210.0,154.0,89.0,175.0,136.0,176.0,86.0,98.0,80.0,"North Kohala CCD, Hawaii County, Hawaii",001,92520,15
4646,2197.0,153.0,137.0,178.0,52.0,37.0,7.0,9.0,34.0,53.0,112.0,87.0,134.0,91.0,229.0,145.0,85.0,127.0,130.0,48.0,104.0,109.0,45.0,91.0,2449.0,109.0,116.0,131.0,35.0,21.0,37.0,32.0,42.0,147.0,144.0,94.0,182.0,183.0,126.0,202.0,152.0,101.0,112.0,82.0,143.0,51.0,108.0,99.0,"Papaikou-Wailea CCD, Hawaii County, Hawaii",001,92880,15
8948,4369.0,478.0,287.0,499.0,149.0,27.0,11.0,16.0,63.0,113.0,96.0,287.0,321.0,265.0,231.0,325.0,222.0,267.0,83.0,152.0,155.0,113.0,111.0,98.0,4579.0,316.0,435.0,280.0,236.0,133.0,24.0,58.0,54.0,308.0,160.0,287.0,157.0,334.0,262.0,296.0,122.0,184.0,123.0,310.0,170.0,137.0,127.0,66.0,"Kau CCD, Hawaii County, Hawaii",001,91170,15
19657,9428.0,581.0,799.0,738.0,309.0,22.0,86.0,9.0,450.0,402.0,587.0,672.0,529.0,653.0,593.0,711.0,170.0,344.0,491.0,701.0,155.0,263.0,49.0,114.0,10229.0,691.0,971.0,624.0,325.0,91.0,39.0,50.0,429.0,502.0,706.0,440.0,699.0,659.0,698.0,945.0,276.0,369.0,266.0,409.0,485.0,182.0,172.0,201.0,"South Kohala CCD, Hawaii County, Hawaii",001,93150,15
