B19001I_001E,B19001I_002E,B19001I_003E,B19001I_004E,B19001I_005E,B19001I_006E,B19001I_007E,B19001I_008E,B19001I_009E,B19001I_010E,B19001I_011E,B19001I_012E,B19001I_013E,B19001I_014E,B19001I_015E,B19001I_016E,B19001I_017E,name,county,county subdivision,state
368.0,12.0,12.0,12.0,9.0,0.0,65.0,48.0,14.0,25.0,0.0,18.0,83.0,6.0,0.0,37.0,27.0,"Elizabeth CCD, Elbert County, Colorado",039,91190,08
13.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"Agate CCD, Elbert County, Colorado",039,90019,08
14.0,2.0,1.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kim CCD, Las Animas County, Colorado",071,91976,08
16.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,"Simla CCD, Elbert County, Colorado",039,93325,08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Model CCD, Las Animas County, Colorado",071,92508,08
20.0,0.0,0.0,3.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Branson CCD, Las Animas County, Colorado",071,90361,08
148.0,26.0,0.0,28.0,10.0,4.0,4.0,3.0,8.0,6.0,9.0,24.0,6.0,0.0,0.0,20.0,0.0,"Aguilar CCD, Las Animas County, Colorado",071,90038,08
141.0,22.0,9.0,26.0,0.0,12.0,15.0,0.0,3.0,9.0,8.0,18.0,10.0,0.0,0.0,9.0,0.0,"Weston CCD, Las Animas County, Colorado",071,93838,08
2025.0,285.0,261.0,119.0,125.0,122.0,106.0,160.0,51.0,79.0,104.0,246.0,179.0,102.0,15.0,68.0,3.0,"Trinidad CCD, Las Animas County, Colorado",071,93648,08
502.0,42.0,32.0,49.0,147.0,69.0,0.0,34.0,57.0,0.0,0.0,64.0,0.0,4.0,4.0,0.0,0.0,"Yuma CCD, Yuma County, Colorado",125,93952,08
133.0,42.0,0.0,0.0,20.0,9.0,36.0,0.0,8.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,"Wray CCD, Yuma County, Colorado",125,93914,08
2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hugo CCD, Lincoln County, Colorado",073,91824,08
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,"Yampa CCD, Routt County, Colorado",107,93933,08
60.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,10.0,7.0,11.0,5.0,0.0,0.0,13.0,5.0,"Hayden CCD, Routt County, Colorado",107,91729,08
244.0,0.0,0.0,63.0,0.0,0.0,40.0,46.0,0.0,0.0,17.0,0.0,42.0,27.0,0.0,0.0,9.0,"Steamboat Springs CCD, Routt County, Colorado",107,93496,08
