B19001B_001E,B19001B_002E,B19001B_003E,B19001B_004E,B19001B_005E,B19001B_006E,B19001B_007E,B19001B_008E,B19001B_009E,B19001B_010E,B19001B_011E,B19001B_012E,B19001B_013E,B19001B_014E,B19001B_015E,B19001B_016E,B19001B_017E,name,county,county subdivision,state
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,"Little Compton town, Newport County, Rhode Island",005,42400,44
405.0,71.0,25.0,9.0,34.0,0.0,34.0,0.0,30.0,4.0,68.0,53.0,26.0,7.0,33.0,0.0,11.0,"Middletown town, Newport County, Rhode Island",005,45460,44
572.0,103.0,83.0,75.0,61.0,5.0,16.0,23.0,6.0,5.0,39.0,47.0,54.0,37.0,0.0,18.0,0.0,"Newport city, Newport County, Rhode Island",005,49960,44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"County subdivisions not defined, Newport County, Rhode Island",005,00000,44
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,"Jamestown town, Newport County, Rhode Island",005,36820,44
79.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,29.0,"Portsmouth town, Newport County, Rhode Island",005,57880,44
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,14.0,"Tiverton town, Newport County, Rhode Island",005,70880,44
422.0,67.0,26.0,6.0,31.0,0.0,0.0,16.0,8.0,17.0,9.0,74.0,106.0,27.0,13.0,15.0,7.0,"Warwick city, Kent County, Rhode Island",003,74300,44
105.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,29.0,0.0,0.0,16.0,15.0,5.0,"Coventry town, Kent County, Rhode Island",003,18640,44
486.0,98.0,0.0,74.0,0.0,90.0,0.0,38.0,63.0,0.0,20.0,16.0,24.0,32.0,0.0,31.0,0.0,"West Warwick town, Kent County, Rhode Island",003,78440,44
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,"West Greenwich town, Kent County, Rhode Island",003,77720,44
47.0,0.0,0.0,0.0,17.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"East Greenwich town, Kent County, Rhode Island",003,22240,44
188.0,0.0,8.0,75.0,0.0,0.0,42.0,0.0,0.0,39.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,"Cumberland town, Providence County, Rhode Island",007,20080,44
1355.0,307.0,48.0,140.0,44.0,70.0,115.0,187.0,44.0,29.0,40.0,82.0,150.0,35.0,10.0,21.0,33.0,"Woonsocket city, Providence County, Rhode Island",007,80780,44
912.0,92.0,6.0,25.0,22.0,54.0,131.0,94.0,0.0,61.0,53.0,55.0,155.0,76.0,54.0,0.0,34.0,"North Providence town, Providence County, Rhode Island",007,51760,44
56.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,"Lincoln town, Providence County, Rhode Island",007,41500,44
1223.0,118.0,154.0,52.0,97.0,25.0,134.0,30.0,21.0,35.0,125.0,108.0,51.0,148.0,53.0,51.0,21.0,"East Providence city, Providence County, Rhode Island",007,22960,44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Glocester town, Providence County, Rhode Island",007,30340,44
87.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,51.0,13.0,0.0,0.0,"North Smithfield town, Providence County, Rhode Island",007,52480,44
