B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,name,county,county subdivision,state
8007.0,143.0,220.0,182.0,109.0,201.0,221.0,205.0,305.0,239.0,413.0,615.0,1254.0,980.0,783.0,1078.0,1059.0,"Elizabeth CCD, Elbert County, Colorado",039,91190,08
235.0,6.0,9.0,22.0,0.0,4.0,8.0,8.0,17.0,5.0,13.0,43.0,26.0,20.0,29.0,7.0,18.0,"Agate CCD, Elbert County, Colorado",039,90019,08
151.0,3.0,4.0,11.0,5.0,17.0,23.0,3.0,0.0,11.0,31.0,8.0,13.0,4.0,4.0,4.0,10.0,"Kim CCD, Las Animas County, Colorado",071,91976,08
624.0,19.0,19.0,37.0,30.0,31.0,44.0,36.0,33.0,31.0,59.0,73.0,83.0,35.0,13.0,31.0,50.0,"Simla CCD, Elbert County, Colorado",039,93325,08
59.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,20.0,8.0,0.0,8.0,0.0,0.0,5.0,"Model CCD, Las Animas County, Colorado",071,92508,08
94.0,2.0,5.0,4.0,7.0,14.0,6.0,12.0,3.0,1.0,3.0,14.0,18.0,4.0,0.0,1.0,0.0,"Branson CCD, Las Animas County, Colorado",071,90361,08
434.0,36.0,18.0,54.0,22.0,22.0,15.0,22.0,24.0,32.0,32.0,56.0,42.0,3.0,23.0,24.0,9.0,"Aguilar CCD, Las Animas County, Colorado",071,90038,08
605.0,78.0,33.0,40.0,31.0,42.0,27.0,26.0,15.0,28.0,55.0,60.0,37.0,42.0,10.0,58.0,23.0,"Weston CCD, Las Animas County, Colorado",071,93838,08
4984.0,525.0,360.0,361.0,355.0,210.0,391.0,339.0,171.0,249.0,528.0,506.0,422.0,277.0,89.0,141.0,60.0,"Trinidad CCD, Las Animas County, Colorado",071,93648,08
2228.0,117.0,163.0,107.0,198.0,156.0,94.0,123.0,201.0,203.0,208.0,197.0,229.0,124.0,64.0,25.0,19.0,"Yuma CCD, Yuma County, Colorado",125,93952,08
1495.0,131.0,84.0,77.0,61.0,82.0,118.0,100.0,100.0,87.0,150.0,71.0,145.0,141.0,34.0,51.0,63.0,"Wray CCD, Yuma County, Colorado",125,93914,08
376.0,36.0,24.0,9.0,41.0,14.0,12.0,25.0,38.0,21.0,25.0,44.0,40.0,28.0,8.0,7.0,4.0,"Hugo CCD, Lincoln County, Colorado",073,91824,08
322.0,5.0,30.0,7.0,9.0,3.0,29.0,44.0,7.0,25.0,33.0,24.0,46.0,19.0,23.0,4.0,14.0,"Yampa CCD, Routt County, Colorado",107,93933,08
1037.0,58.0,50.0,54.0,45.0,43.0,39.0,42.0,49.0,56.0,71.0,118.0,182.0,106.0,74.0,24.0,26.0,"Hayden CCD, Routt County, Colorado",107,91729,08
6659.0,312.0,201.0,370.0,180.0,297.0,271.0,250.0,236.0,238.0,374.0,726.0,1077.0,649.0,350.0,423.0,705.0,"Steamboat Springs CCD, Routt County, Colorado",107,93496,08
1460.0,55.0,51.0,87.0,142.0,44.0,38.0,61.0,91.0,72.0,129.0,225.0,141.0,97.0,80.0,95.0,52.0,"Oak Creek CCD, Routt County, Colorado",107,92717,08
3717.0,218.0,172.0,106.0,52.0,238.0,377.0,16.0,170.0,156.0,172.0,416.0,463.0,418.0,115.0,265.0,363.0,"Silverthorne CCD, Summit County, Colorado",117,93287,08
5738.0,199.0,143.0,105.0,81.0,219.0,232.0,193.0,179.0,237.0,589.0,609.0,969.0,762.0,508.0,376.0,337.0,"Breckenridge CCD, Summit County, Colorado",117,90380,08
166.0,20.0,13.0,11.0,6.0,4.0,14.0,7.0,0.0,3.0,6.0,34.0,29.0,10.0,0.0,6.0,3.0,"Arriba CCD, Lincoln County, Colorado",073,90133,08
171.0,12.0,6.0,16.0,12.0,15.0,21.0,4.0,16.0,7.0,11.0,17.0,16.0,13.0,1.0,2.0,2.0,"Karval CCD, Lincoln County, Colorado",073,91919,08
764.0,49.0,69.0,16.0,67.0,85.0,39.0,13.0,30.0,37.0,32.0,124.0,69.0,43.0,49.0,18.0,24.0,"Limon CCD, Lincoln County, Colorado",073,92261,08
3097.0,184.0,63.0,57.0,94.0,87.0,163.0,120.0,144.0,101.0,264.0,407.0,324.0,413.0,244.0,268.0,164.0,"Idaho Springs CCD, Clear Creek County, Colorado",019,91843,08
1277.0,44.0,88.0,38.0,58.0,14.0,91.0,56.0,100.0,108.0,73.0,133.0,153.0,133.0,61.0,96.0,31.0,"Georgetown CCD, Clear Creek County, Colorado",019,91463,08
429.0,34.0,18.0,26.0,53.0,35.0,23.0,18.0,7.0,29.0,33.0,56.0,61.0,18.0,10.0,1.0,7.0,"Mosca-Hooper CCD, Alamosa County, Colorado",003,92584,08
5620.0,839.0,371.0,380.0,344.0,392.0,428.0,238.0,361.0,280.0,413.0,527.0,497.0,234.0,88.0,121.0,107.0,"Alamosa CCD, Alamosa County, Colorado",003,90076,08
5279.0,511.0,502.0,268.0,327.0,291.0,269.0,473.0,112.0,252.0,537.0,555.0,490.0,292.0,156.0,183.0,61.0,"Delta CCD, Delta County, Colorado",029,90988,08
1490.0,107.0,75.0,67.0,128.0,87.0,117.0,141.0,30.0,112.0,65.0,136.0,141.0,79.0,46.0,37.0,122.0,"Paonia CCD, Delta County, Colorado",029,92831,08
3433.0,264.0,310.0,267.0,115.0,292.0,142.0,223.0,254.0,139.0,376.0,315.0,298.0,109.0,94.0,57.0,178.0,"Cedaredge CCD, Delta County, Colorado",029,90532,08
1917.0,54.0,207.0,102.0,108.0,123.0,82.0,112.0,89.0,80.0,168.0,143.0,234.0,200.0,112.0,27.0,76.0,"Hotchkiss CCD, Delta County, Colorado",029,91786,08
1708.0,121.0,142.0,125.0,92.0,72.0,100.0,64.0,106.0,38.0,131.0,245.0,182.0,141.0,25.0,73.0,51.0,"Cotopaxi CCD, Fremont County, Colorado",043,90836,08
1634.0,71.0,139.0,70.0,72.0,47.0,33.0,152.0,88.0,64.0,78.0,202.0,276.0,156.0,37.0,72.0,77.0,"Penrose-Portland CCD, Fremont County, Colorado",043,92888,08
2638.0,155.0,159.0,236.0,249.0,138.0,167.0,155.0,184.0,145.0,190.0,301.0,292.0,123.0,83.0,40.0,21.0,"Florence CCD, Fremont County, Colorado",043,91311,08
45707.0,5029.0,3752.0,3546.0,3078.0,3156.0,3058.0,2960.0,2254.0,2014.0,3572.0,3878.0,4299.0,2196.0,991.0,1121.0,803.0,"Pueblo CCD, Pueblo County, Colorado",101,92983,08
1750.0,90.0,47.0,72.0,96.0,109.0,80.0,107.0,95.0,36.0,224.0,100.0,328.0,153.0,102.0,46.0,65.0,"Colorado City-Rye CCD, Pueblo County, Colorado",101,90722,08
319.0,37.0,0.0,36.0,10.0,14.0,29.0,0.0,55.0,5.0,13.0,19.0,58.0,17.0,17.0,9.0,0.0,"Huerfano Valley CCD, Pueblo County, Colorado",101,91805,08
3245.0,216.0,183.0,144.0,133.0,167.0,132.0,105.0,191.0,130.0,248.0,412.0,421.0,381.0,156.0,118.0,108.0,"St. Charles Mesa CCD, Pueblo County, Colorado",101,93154,08
11303.0,416.0,299.0,354.0,389.0,442.0,451.0,623.0,654.0,393.0,1116.0,1477.0,1762.0,1493.0,643.0,551.0,240.0,"Pueblo West CCD, Pueblo County, Colorado",101,93002,08
964.0,145.0,43.0,60.0,5.0,8.0,37.0,37.0,52.0,16.0,109.0,135.0,118.0,123.0,43.0,26.0,7.0,"Avondale CCD, Pueblo County, Colorado",101,90209,08
201.0,6.0,21.0,16.0,19.0,11.0,20.0,3.0,3.0,18.0,11.0,29.0,11.0,17.0,2.0,10.0,4.0,"Northeast Pueblo CCD, Pueblo County, Colorado",101,92660,08
13216.0,961.0,756.0,935.0,1041.0,705.0,613.0,681.0,890.0,470.0,1147.0,1157.0,1887.0,1150.0,338.0,304.0,181.0,"Montrose CCD, Montrose County, Colorado",085,92546,08
1072.0,60.0,74.0,83.0,83.0,54.0,68.0,61.0,45.0,90.0,113.0,103.0,95.0,67.0,42.0,15.0,19.0,"Nucla CCD, Montrose County, Colorado",085,92698,08
2663.0,156.0,160.0,263.0,190.0,107.0,232.0,114.0,167.0,104.0,276.0,232.0,318.0,220.0,64.0,34.0,26.0,"Olathe CCD, Montrose County, Colorado",085,92736,08
370.0,6.0,28.0,21.0,12.0,34.0,41.0,11.0,27.0,6.0,34.0,42.0,47.0,22.0,24.0,5.0,10.0,"Weldona CCD, Morgan County, Colorado",087,93781,08
3072.0,203.0,153.0,76.0,194.0,159.0,162.0,81.0,134.0,157.0,357.0,463.0,474.0,187.0,104.0,98.0,70.0,"Brush CCD, Morgan County, Colorado",087,90418,08
6034.0,239.0,303.0,204.0,327.0,246.0,527.0,399.0,426.0,374.0,496.0,678.0,836.0,525.0,227.0,111.0,116.0,"Fort Morgan CCD, Morgan County, Colorado",087,91368,08
1123.0,55.0,39.0,44.0,86.0,56.0,46.0,64.0,50.0,52.0,172.0,99.0,156.0,101.0,61.0,13.0,29.0,"Wiggins CCD, Morgan County, Colorado",087,93876,08
6156.0,146.0,210.0,353.0,231.0,231.0,274.0,195.0,509.0,289.0,472.0,673.0,641.0,878.0,568.0,308.0,178.0,"Fairplay CCD, Park County, Colorado",093,91254,08
