B19013I_001E,name,county,county subdivision,state
73263.0,"District 1, Vansville; Prince George's County; Maryland",033,90064,24
114250.0,"District 3, Marlboro; Prince George's County; Maryland",033,90248,24
65563.0,"District 10, Laurel; Prince George's County; Maryland",033,90892,24
69301.0,"District 13, Kent; Prince George's County; Maryland",033,91164,24
73148.0,"District 6, Spauldings; Prince George's County; Maryland",033,90524,24
112708.0,"District 7, Queen Anne; Prince George's County; Maryland",033,90616,24
64355.0,"District 16, Hyattsville; Prince George's County; Maryland",033,91440,24
61107.0,"District 20, Lanham; Prince George's County; Maryland",033,91808,24
62459.0,"District 21, Berwyn; Prince George's County; Maryland",033,91900,24
53580.0,"District 12, Oxon Hill; Prince George's County; Maryland",033,91072,24
115833.0,"District 4, Nottingham; Prince George's County; Maryland",033,90340,24
81031.0,"District 5, Piscataway; Prince George's County; Maryland",033,90432,24
83444.0,"District 14, Bowie; Prince George's County; Maryland",033,91256,24
137273.0,"District 15, Mellwood; Prince George's County; Maryland",033,91348,24
62054.0,"District 18, Seat Pleasant; Prince George's County; Maryland",033,91624,24
59657.0,"District 17, Chillum; Prince George's County; Maryland",033,91532,24
50934.0,"District 19, Riverdale; Prince George's County; Maryland",033,91716,24
-666666666.0,"District 8, Aquasco; Prince George's County; Maryland",033,90708,24
73309.0,"District 1, Anne Arundel County, Maryland",003,90008,24
84544.0,"District 4, Anne Arundel County, Maryland",003,90284,24
59195.0,"District 2, Anne Arundel County, Maryland",003,90100,24
64163.0,"District 6, Anne Arundel County, Maryland",003,90468,24
107021.0,"District 3, Anne Arundel County, Maryland",003,90192,24
112813.0,"District 5, Anne Arundel County, Maryland",003,90376,24
78750.0,"District 7, Anne Arundel County, Maryland",003,90560,24
58750.0,"District 3, Baltimore County, Maryland",005,90196,24
56389.0,"District 4, Baltimore County, Maryland",005,90288,24
62741.0,"District 9, Baltimore County, Maryland",005,90748,24
79167.0,"District 11, Baltimore County, Maryland",005,90932,24
66719.0,"District 7, Baltimore County, Maryland",005,90564,24
72604.0,"District 5, Baltimore County, Maryland",005,90380,24
-666666666.0,"District 6, Baltimore County, Maryland",005,90472,24
52091.0,"District 13, Baltimore County, Maryland",005,91112,24
59276.0,"District 14, Baltimore County, Maryland",005,91204,24
58553.0,"District 8, Baltimore County, Maryland",005,90656,24
-666666666.0,"District 10, Baltimore County, Maryland",005,90840,24
60545.0,"District 1, Baltimore County, Maryland",005,90012,24
45739.0,"District 12, Baltimore County, Maryland",005,91020,24
65795.0,"District 2, Baltimore County, Maryland",005,90104,24
80708.0,"District 15, Baltimore County, Maryland",005,91296,24
-666666666.0,"District 3, Middletown; Frederick County; Maryland",021,90224,24
-666666666.0,"District 14, Jefferson; Frederick County; Maryland",021,91232,24
